starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607616265,xotask,0,0,training,highSC,hard,51,2236,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,1,0,training,highSC,average,61,1068,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,2,0,training,highSC,easy,70,836,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,3,0,training,highSC,average,19,552,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,4,0,training,highSC,average,15,652,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,5,0,training,highSC,easy,5,769,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,6,0,training,highSC,easy,74,551,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,7,0,training,highSC,easy,9,1202,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,8,0,training,highSC,easy,70,652,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,9,0,training,highSC,average,63,835,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,10,0,training,highSC,average,63,585,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,11,0,training,highSC,average,17,485,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,12,0,training,highSC,average,62,818,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,13,0,training,highSC,average,19,818,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,14,0,training,highSC,easy,5,718,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,15,0,training,highSC,easy,71,1137,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,16,0,training,highSC,hard,27,701,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,17,0,training,highSC,easy,5,585,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,18,0,training,highSC,average,16,552,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,19,0,training,highSC,average,64,901,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,20,0,training,highSC,average,64,719,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,21,0,training,highSC,average,18,585,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,22,0,training,highSC,hard,28,734,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,23,0,training,highSC,average,64,418,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,0,1,training,highSC,hard,51,685,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,1,1,training,highSC,hard,50,1020,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,2,1,training,highSC,hard,27,385,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,3,1,training,highSC,easy,70,1486,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,4,1,training,highSC,easy,5,551,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,5,1,training,highSC,average,60,1519,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,6,1,training,highSC,easy,70,3388,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,7,1,training,highSC,easy,7,685,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,8,1,training,highSC,easy,74,2003,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,9,1,training,highSC,average,19,803,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,10,1,training,highSC,average,16,618,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,11,1,training,highSC,hard,50,935,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,12,1,training,highSC,average,15,1252,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,13,1,training,highSC,average,19,618,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,14,1,training,highSC,average,18,835,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,15,1,training,highSC,average,63,1385,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,16,1,training,highSC,hard,51,634,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,17,1,training,highSC,easy,70,668,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,18,1,training,highSC,average,64,668,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,19,1,training,highSC,average,18,734,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,20,1,training,highSC,average,64,618,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,21,1,training,highSC,hard,52,1002,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,22,1,training,highSC,hard,26,635,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,23,1,training,highSC,easy,8,569,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,0,2,training,highSC,easy,74,568,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,1,2,training,highSC,hard,28,568,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,2,2,training,highSC,hard,25,635,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,3,2,training,highSC,hard,53,668,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,4,2,training,highSC,easy,5,502,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,5,2,training,highSC,average,19,2403,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,6,2,training,highSC,average,64,936,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,7,2,training,highSC,hard,50,1470,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,8,2,training,highSC,easy,71,769,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,9,2,training,highSC,average,63,735,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,10,2,training,highSC,easy,6,585,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,11,2,training,highSC,hard,52,852,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,12,2,training,highSC,easy,8,768,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,13,2,training,highSC,hard,27,702,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,14,2,training,highSC,average,19,768,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,15,2,training,highSC,easy,6,685,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,16,2,training,highSC,hard,28,552,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,17,2,training,highSC,easy,74,584,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,18,2,training,highSC,hard,29,734,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,19,2,training,highSC,average,61,602,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,20,2,training,highSC,average,62,785,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,21,2,training,highSC,easy,8,484,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,22,2,training,highSC,easy,7,635,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,23,2,training,highSC,hard,51,818,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,0,3,training,highSC,hard,52,836,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,1,3,training,highSC,average,19,551,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,2,3,training,highSC,easy,70,702,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,3,3,training,highSC,average,63,1036,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,4,3,training,highSC,hard,26,701,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,5,3,training,highSC,easy,8,635,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,6,3,training,highSC,easy,72,634,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,7,3,training,highSC,hard,26,736,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,8,3,training,highSC,average,18,1069,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,9,3,training,highSC,average,62,502,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,10,3,training,highSC,easy,9,418,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,11,3,training,highSC,hard,26,618,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,12,3,training,highSC,hard,29,2937,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,13,3,training,highSC,hard,51,685,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,14,3,training,highSC,average,16,534,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,15,3,training,highSC,easy,9,552,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,16,3,training,highSC,hard,28,684,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,17,3,training,highSC,average,62,468,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,18,3,training,highSC,hard,52,851,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,19,3,training,highSC,average,60,868,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,20,3,training,highSC,average,19,585,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,21,3,training,highSC,average,63,667,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,22,3,training,highSC,easy,71,584,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,23,3,training,highSC,hard,50,568,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,0,4,training,highSC,easy,72,585,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,1,4,training,highSC,easy,5,702,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,2,4,training,highSC,easy,8,735,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,3,4,training,highSC,average,60,734,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,4,4,training,highSC,hard,28,685,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,5,4,training,highSC,hard,28,1319,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,6,4,training,highSC,average,17,935,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,7,4,training,highSC,hard,54,568,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,8,4,training,highSC,easy,71,669,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,9,4,training,highSC,hard,25,602,['c'],0,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,10,4,training,highSC,average,63,1002,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,11,4,training,highSC,average,62,801,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,12,4,training,highSC,easy,6,618,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,13,4,training,highSC,average,63,618,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,14,4,training,highSC,average,19,802,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,15,4,training,highSC,easy,74,736,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,16,4,training,highSC,easy,5,535,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,17,4,training,highSC,hard,53,602,['n'],0,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,18,4,training,highSC,hard,54,786,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,19,4,training,highSC,average,62,703,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,20,4,training,highSC,average,18,469,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,21,4,training,highSC,average,16,553,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,22,4,training,highSC,easy,74,468,['c'],1,left,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,23,4,training,highSC,average,19,400,['n'],1,right,none,-99,-99,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,0,5,main,highSC,average,61,2587,['c'],1,left,['2'],5,1585,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,1,5,main,highSC,easy,6,1987,['n'],1,right,['1'],6,554,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,2,5,main,highSC,easy,72,935,['n'],0,left,['1'],6,408,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,3,5,main,highSC,average,63,1003,['c'],1,left,['3'],4,522,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,4,5,main,highSC,easy,71,1019,['c'],1,left,['1'],6,439,,,,,,,,,,,24,18,Vrouw,Rechts,
,xotask,5,5,main,highSC,hard,28,1286,['n'],1,right,['2'],5,1036,,,,,,,,,,,24,18,Vrouw,Rechts,
