starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613565219,dotnumber,0,0,training,highSC,average,62,50,1935,['n'],0,left,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,1,0,training,highSC,average,50,64,1035,['c'],0,right,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,2,0,training,highSC,average,63,50,435,['n'],0,left,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,3,0,training,highSC,hard,50,54,802,['n'],1,right,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,4,0,training,highSC,hard,53,50,752,['c'],1,left,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,5,0,training,highSC,easy,50,75,652,['n'],1,right,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,6,0,training,highSC,average,37,50,1135,['n'],1,right,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,7,0,training,highSC,easy,26,50,668,['n'],1,right,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,8,0,training,highSC,easy,50,29,819,['c'],1,left,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,9,0,training,highSC,easy,73,50,918,['c'],1,left,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,10,0,training,highSC,average,36,50,851,['n'],1,right,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,11,0,training,highSC,average,64,50,1019,['n'],0,left,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,12,0,training,highSC,average,63,50,1036,['n'],0,left,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,13,0,training,highSC,easy,27,50,652,['n'],1,right,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
,dotnumber,14,0,training,highSC,average,50,64,753,['n'],1,right,none,-99,-99,,,,,,,,,,47,0,Vrouw,Rechts,
