starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607502861,dotnumber,0,0,training,highSC,hard,50,49,535,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,1,0,training,highSC,easy,50,72,451,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,2,0,training,highSC,average,64,50,418,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,3,0,training,highSC,easy,50,26,434,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,4,0,training,highSC,hard,48,50,401,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,5,0,training,highSC,hard,47,50,483,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,6,0,training,highSC,average,65,50,401,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,7,0,training,highSC,average,50,65,419,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,8,0,training,highSC,easy,50,25,385,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,9,0,training,highSC,hard,51,50,418,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,10,0,training,highSC,average,50,36,469,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,11,0,training,highSC,average,50,37,584,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,12,0,training,highSC,easy,25,50,602,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,13,0,training,highSC,average,50,63,419,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,14,0,training,highSC,hard,49,50,485,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,15,0,training,highSC,easy,50,71,368,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,16,0,training,highSC,easy,50,28,418,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,17,0,training,highSC,average,35,50,402,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,18,0,training,highSC,hard,47,50,535,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,19,0,training,highSC,hard,50,45,435,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,20,0,training,highSC,hard,50,48,435,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,21,0,training,highSC,average,39,50,485,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,22,0,training,highSC,easy,50,29,519,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,23,0,training,highSC,easy,50,75,435,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,0,1,training,highSC,average,36,50,419,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,1,1,training,highSC,average,36,50,451,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,2,1,training,highSC,hard,50,54,518,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,3,1,training,highSC,easy,73,50,536,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,4,1,training,highSC,easy,72,50,469,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,5,1,training,highSC,hard,54,50,435,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,6,1,training,highSC,average,62,50,418,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,7,1,training,highSC,easy,50,28,468,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,8,1,training,highSC,average,50,35,452,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,9,1,training,highSC,hard,46,50,517,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,10,1,training,highSC,hard,54,50,552,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,11,1,training,highSC,average,50,63,451,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,12,1,training,highSC,hard,50,48,553,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,13,1,training,highSC,hard,49,50,385,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,14,1,training,highSC,average,36,50,435,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,15,1,training,highSC,hard,55,50,568,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,16,1,training,highSC,hard,47,50,385,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,17,1,training,highSC,hard,50,45,384,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,18,1,training,highSC,average,50,63,568,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,19,1,training,highSC,easy,50,75,469,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,20,1,training,highSC,average,50,63,502,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,21,1,training,highSC,easy,50,28,435,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,22,1,training,highSC,easy,27,50,485,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,23,1,training,highSC,average,35,50,402,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,0,2,training,highSC,hard,46,50,852,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,1,2,training,highSC,hard,50,48,385,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,2,2,training,highSC,hard,50,55,469,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,3,2,training,highSC,hard,50,47,435,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,4,2,training,highSC,hard,53,50,452,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,5,2,training,highSC,average,35,50,467,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,6,2,training,highSC,easy,50,74,501,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,7,2,training,highSC,easy,75,50,534,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,8,2,training,highSC,easy,50,29,518,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,9,2,training,highSC,average,50,35,435,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,10,2,training,highSC,hard,52,50,769,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,11,2,training,highSC,easy,75,50,535,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,12,2,training,highSC,average,50,63,468,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,13,2,training,highSC,average,64,50,401,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,14,2,training,highSC,average,65,50,401,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,15,2,training,highSC,hard,49,50,369,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,16,2,training,highSC,average,35,50,385,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,17,2,training,highSC,hard,50,48,419,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,18,2,training,highSC,hard,51,50,418,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,19,2,training,highSC,average,50,36,435,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,20,2,training,highSC,easy,50,74,401,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,21,2,training,highSC,average,35,50,402,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,22,2,training,highSC,hard,50,48,468,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,23,2,training,highSC,hard,50,52,368,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,0,3,training,highSC,average,65,50,368,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,1,3,training,highSC,easy,25,50,369,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,2,3,training,highSC,easy,73,50,418,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,3,3,training,highSC,easy,50,25,502,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,4,3,training,highSC,hard,50,48,518,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,5,3,training,highSC,hard,50,47,402,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,6,3,training,highSC,hard,49,50,502,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,7,3,training,highSC,hard,52,50,335,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,8,3,training,highSC,easy,50,73,336,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,9,3,training,highSC,easy,50,27,485,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,10,3,training,highSC,hard,50,52,467,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,11,3,training,highSC,easy,50,28,350,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,12,3,training,highSC,average,50,39,469,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,13,3,training,highSC,hard,50,55,452,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,14,3,training,highSC,hard,54,50,369,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,15,3,training,highSC,easy,50,25,335,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,16,3,training,highSC,hard,48,50,368,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,17,3,training,highSC,easy,50,73,351,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,18,3,training,highSC,easy,50,28,385,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,19,3,training,highSC,easy,50,75,352,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,20,3,training,highSC,average,63,50,369,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,21,3,training,highSC,easy,26,50,335,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,22,3,training,highSC,hard,49,50,302,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,23,3,training,highSC,easy,50,72,335,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,0,4,training,highSC,easy,50,29,335,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,1,4,training,highSC,easy,29,50,401,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,2,4,training,highSC,easy,50,75,434,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,3,4,training,highSC,average,35,50,368,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,4,4,training,highSC,hard,50,54,335,['c'],0,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,5,4,training,highSC,average,64,50,418,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,6,4,training,highSC,easy,50,75,384,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,7,4,training,highSC,average,50,65,369,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,8,4,training,highSC,hard,49,50,451,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,9,4,training,highSC,hard,50,46,402,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,10,4,training,highSC,hard,48,50,434,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,11,4,training,highSC,hard,52,50,369,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,12,4,training,highSC,easy,50,27,786,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,13,4,training,highSC,easy,50,71,384,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,14,4,training,highSC,easy,50,74,418,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,15,4,training,highSC,average,61,50,368,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,16,4,training,highSC,average,39,50,418,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,17,4,training,highSC,hard,50,48,418,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,18,4,training,highSC,average,50,37,468,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,19,4,training,highSC,hard,50,45,352,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,20,4,training,highSC,easy,74,50,350,['n'],0,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,21,4,training,highSC,hard,50,48,418,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,22,4,training,highSC,easy,72,50,501,['c'],1,left,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,23,4,training,highSC,average,50,64,367,['n'],1,right,none,-99,-99,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,0,5,main,highSC,easy,72,50,1385,['c'],1,left,['2'],5,4790,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,1,5,main,highSC,average,50,64,786,['n'],1,right,['2'],5,1150,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,2,5,main,highSC,easy,25,50,819,['n'],1,right,['1'],6,1673,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,3,5,main,highSC,hard,53,50,1502,['c'],1,left,['3'],4,3507,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,4,5,main,highSC,easy,50,26,918,['c'],1,left,['3'],4,170,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,5,5,main,highSC,easy,50,71,502,['n'],1,right,['2'],5,1738,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,6,5,main,highSC,hard,50,51,684,['n'],1,right,['3'],4,259,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,7,5,main,highSC,average,50,37,1670,['c'],1,left,['3'],4,1904,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,8,5,main,highSC,average,50,61,1353,['n'],1,right,['3'],4,1335,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,9,5,main,highSC,hard,50,54,1119,['n'],1,right,['8'],3,4686,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,10,5,main,highSC,average,61,50,1503,['c'],1,left,['3'],4,237,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,11,5,main,highSC,average,36,50,1485,['n'],1,right,['2'],5,146,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,12,5,main,highSC,hard,50,45,1386,['n'],0,left,['8'],3,2784,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,13,5,main,highSC,easy,50,71,1319,['n'],1,right,['2'],5,244,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,14,5,main,highSC,hard,48,50,2203,['n'],1,right,['3'],4,220,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,15,5,main,highSC,easy,50,75,1052,['n'],1,right,['2'],5,1620,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,16,5,main,highSC,average,50,38,2687,['c'],1,left,['3'],4,463,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,17,5,main,highSC,average,62,50,785,['n'],0,left,['3'],4,872,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,18,5,main,highSC,average,50,35,835,['n'],0,left,['3'],4,239,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,19,5,main,highSC,hard,55,50,669,['n'],0,left,['3'],4,582,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,20,5,main,highSC,hard,52,50,718,['n'],0,left,['3'],4,620,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,21,5,main,highSC,average,37,50,552,['n'],1,right,['3'],4,264,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,22,5,main,highSC,average,50,61,569,['n'],1,right,['2'],5,578,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,23,5,main,highSC,easy,75,50,1486,['c'],1,left,['2'],5,378,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,24,5,main,highSC,easy,71,50,1102,['c'],1,left,['2'],5,218,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,25,5,main,highSC,average,63,50,651,['c'],1,left,['2'],5,210,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,26,5,main,highSC,average,50,38,1787,['n'],0,left,['2'],5,236,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,27,5,main,highSC,hard,50,46,702,['n'],0,left,['2'],5,515,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,28,5,main,highSC,easy,50,29,1302,['c'],1,left,['2'],5,164,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,29,5,main,highSC,easy,29,50,468,['n'],1,right,['1'],6,343,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,30,5,main,highSC,average,50,35,868,['n'],0,left,['3'],4,289,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,31,5,main,highSC,average,38,50,1286,['n'],1,right,['1'],6,205,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,32,5,main,highSC,average,62,50,1236,['c'],1,left,['2'],5,238,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,33,5,main,highSC,hard,49,50,1151,['n'],1,right,['2'],5,209,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,34,5,main,highSC,hard,50,53,467,['n'],1,right,['2'],5,386,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,35,5,main,highSC,average,50,37,1503,['c'],1,left,['2'],5,544,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,36,5,main,highSC,easy,75,50,1887,['c'],1,left,['3'],4,233,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,37,5,main,highSC,hard,50,47,1352,['n'],0,left,['3'],4,420,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,38,5,main,highSC,hard,50,47,701,['n'],0,left,['3'],4,258,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,39,5,main,highSC,easy,75,50,2671,['c'],1,left,['3'],4,422,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,40,5,main,highSC,hard,55,50,852,['n'],0,left,['8'],3,1631,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,41,5,main,highSC,easy,50,71,1953,['c'],0,right,['8'],3,1752,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,42,5,main,highSC,hard,48,50,1920,['n'],1,right,['3'],4,1198,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,43,5,main,highSC,average,61,50,1669,['c'],1,left,['3'],4,389,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,44,5,main,highSC,hard,52,50,1619,['n'],0,left,['3'],4,1519,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,45,5,main,highSC,hard,45,50,1403,['n'],1,right,['3'],4,259,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,46,5,main,highSC,hard,49,50,2104,['n'],1,right,['9'],2,3486,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,47,5,main,highSC,hard,50,49,1385,['n'],0,left,['3'],4,227,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,48,5,main,highSC,easy,25,50,535,['n'],1,right,['1'],6,256,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,49,5,main,highSC,easy,50,26,1703,['c'],1,left,['2'],5,236,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,50,5,main,highSC,hard,50,53,1520,['n'],1,right,['2'],5,256,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,51,5,main,highSC,easy,50,27,1270,['c'],1,left,['1'],6,478,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,52,5,main,highSC,hard,52,50,1719,['c'],1,left,['3'],4,272,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,53,5,main,highSC,hard,48,50,1568,['n'],1,right,['3'],4,225,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,54,5,main,highSC,easy,26,50,1119,['n'],1,right,['2'],5,214,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,55,5,main,highSC,easy,74,50,1452,['c'],1,left,['1'],6,158,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,56,5,main,highSC,easy,50,73,1303,['n'],1,right,['2'],5,14,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,57,5,main,highSC,average,39,50,585,['n'],1,right,['2'],5,258,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,58,5,main,highSC,easy,50,28,1252,['c'],1,left,['2'],5,224,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,59,5,main,highSC,average,65,50,2220,['c'],1,left,['8'],3,456,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,60,5,main,highSC,average,50,63,1636,['n'],1,right,['2'],5,223,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,61,5,main,highSC,average,50,62,451,['n'],1,right,['8'],3,831,,,,,,,,,,2,19,Man,Rechts,
,dotnumber,62,5,main,highSC,easy,25,50,1803,['n'],1,right,['1'],6,208,,,,,,,,,,2,19,Man,Rechts,
