starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613382087,dotcolour,0,0,training,highSC,average,27,1485,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,1,0,training,highSC,easy,18,601,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,2,0,training,highSC,easy,65,435,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,3,0,training,highSC,easy,64,503,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,4,0,training,highSC,easy,16,385,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,5,0,training,highSC,hard,45,468,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,6,0,training,highSC,hard,41,769,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,7,0,training,highSC,easy,15,384,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,8,0,training,highSC,average,25,518,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,9,0,training,highSC,hard,38,451,['c'],0,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,10,0,training,highSC,hard,38,534,['c'],0,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,11,0,training,highSC,average,51,668,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,12,0,training,highSC,hard,36,635,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,13,0,training,highSC,hard,42,735,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,14,0,training,highSC,easy,18,369,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,15,0,training,highSC,easy,62,417,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,16,0,training,highSC,average,51,385,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,17,0,training,highSC,hard,43,519,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,18,0,training,highSC,easy,62,451,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,19,0,training,highSC,hard,39,384,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,20,0,training,highSC,hard,41,417,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,21,0,training,highSC,average,29,335,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,22,0,training,highSC,average,29,418,['c'],0,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,23,0,training,highSC,hard,38,453,['c'],0,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,0,1,training,highSC,easy,16,385,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,1,1,training,highSC,average,54,467,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,2,1,training,highSC,average,27,585,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,3,1,training,highSC,average,29,536,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,4,1,training,highSC,easy,19,501,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,5,1,training,highSC,hard,38,601,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,6,1,training,highSC,hard,42,635,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,7,1,training,highSC,hard,36,620,['c'],0,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,8,1,training,highSC,easy,62,501,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,9,1,training,highSC,average,28,669,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,10,1,training,highSC,easy,64,435,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,11,1,training,highSC,easy,15,385,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,12,1,training,highSC,hard,37,485,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,13,1,training,highSC,average,53,401,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,14,1,training,highSC,average,29,367,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,15,1,training,highSC,average,52,402,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,16,1,training,highSC,easy,62,535,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,17,1,training,highSC,average,52,535,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,18,1,training,highSC,hard,39,450,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,19,1,training,highSC,hard,39,502,['c'],0,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,20,1,training,highSC,average,54,485,['c'],1,left,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,21,1,training,highSC,average,29,368,['n'],1,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
,dotcolour,22,1,training,highSC,hard,36,836,['c'],0,right,none,-99,-99,,,,,,,,,,,40,17,Man,Rechts,
