starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613378130,xotask,0,0,training,highSC,hard,52,1470,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,1,0,training,highSC,hard,53,1436,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,2,0,training,highSC,easy,5,1219,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,3,0,training,highSC,easy,73,1085,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,4,0,training,highSC,easy,71,886,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,5,0,training,highSC,average,63,1037,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,6,0,training,highSC,easy,71,736,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,7,0,training,highSC,easy,6,652,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,8,0,training,highSC,average,62,568,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,9,0,training,highSC,hard,28,718,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,10,0,training,highSC,hard,53,534,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,11,0,training,highSC,easy,9,636,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,12,0,training,highSC,average,63,1069,['n'],0,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,13,0,training,highSC,hard,26,869,['c'],0,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,14,0,training,highSC,hard,52,702,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,15,0,training,highSC,easy,74,619,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,16,0,training,highSC,easy,7,636,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,17,0,training,highSC,hard,28,785,['c'],0,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,18,0,training,highSC,easy,7,651,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,19,0,training,highSC,hard,29,786,['c'],0,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,20,0,training,highSC,easy,7,702,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,21,0,training,highSC,hard,54,685,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,22,0,training,highSC,average,18,601,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,23,0,training,highSC,easy,9,568,['c'],0,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,0,1,training,highSC,average,15,685,['c'],0,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,1,1,training,highSC,easy,72,785,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,2,1,training,highSC,average,60,801,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,3,1,training,highSC,easy,74,667,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,4,1,training,highSC,average,16,735,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,5,1,training,highSC,average,19,685,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,6,1,training,highSC,hard,50,785,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,7,1,training,highSC,average,15,734,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,8,1,training,highSC,hard,26,718,['c'],0,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,9,1,training,highSC,easy,7,718,['n'],1,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,10,1,training,highSC,hard,50,667,['c'],1,left,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
,xotask,11,1,training,highSC,average,15,885,['c'],0,right,none,-99,-99,,,,,,,,,,,33,18,Vrouw,Rechts,
