starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607942199,dotnumber,0,0,training,lowSC,easy,50,26,2286,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,1,0,training,lowSC,easy,50,71,435,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,2,0,training,lowSC,easy,73,50,518,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,3,0,training,lowSC,easy,72,50,335,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,4,0,training,lowSC,hard,53,50,435,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,5,0,training,lowSC,average,50,39,535,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,6,0,training,lowSC,easy,25,50,384,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,7,0,training,lowSC,easy,50,25,368,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,8,0,training,lowSC,average,65,50,318,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,9,0,training,lowSC,average,65,50,485,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,10,0,training,lowSC,easy,28,50,367,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,11,0,training,lowSC,hard,50,54,268,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,12,0,training,lowSC,hard,50,47,284,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,13,0,training,lowSC,hard,51,50,351,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,14,0,training,lowSC,average,50,65,234,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,15,0,training,lowSC,easy,50,29,301,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,16,0,training,lowSC,easy,75,50,268,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,17,0,training,lowSC,average,50,64,369,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,18,0,training,lowSC,average,50,61,435,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,19,0,training,lowSC,easy,50,71,217,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,20,0,training,lowSC,hard,50,55,317,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,21,0,training,lowSC,average,50,39,385,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,22,0,training,lowSC,hard,53,50,233,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,23,0,training,lowSC,easy,50,27,234,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,0,1,training,lowSC,easy,74,50,302,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,1,1,training,lowSC,average,64,50,267,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,2,1,training,lowSC,average,50,64,218,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,3,1,training,lowSC,easy,50,71,235,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,4,1,training,lowSC,easy,29,50,217,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,5,1,training,lowSC,hard,50,48,335,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,6,1,training,lowSC,average,50,65,302,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,7,1,training,lowSC,easy,50,26,251,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,8,1,training,lowSC,average,61,50,351,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,9,1,training,lowSC,average,37,50,351,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,10,1,training,lowSC,average,37,50,302,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,11,1,training,lowSC,easy,50,73,284,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,12,1,training,lowSC,average,39,50,268,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,13,1,training,lowSC,average,50,37,267,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,14,1,training,lowSC,average,35,50,318,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,15,1,training,lowSC,hard,50,45,317,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,16,1,training,lowSC,hard,50,53,267,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,17,1,training,lowSC,average,35,50,284,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,18,1,training,lowSC,easy,50,25,401,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,19,1,training,lowSC,easy,50,29,234,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,20,1,training,lowSC,hard,53,50,317,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,21,1,training,lowSC,average,50,61,318,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,22,1,training,lowSC,hard,47,50,301,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,23,1,training,lowSC,hard,52,50,284,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,0,2,training,lowSC,average,50,35,301,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,1,2,training,lowSC,easy,75,50,284,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,2,2,training,lowSC,easy,50,74,335,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,3,2,training,lowSC,easy,50,25,417,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,4,2,training,lowSC,hard,50,53,251,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,5,2,training,lowSC,easy,50,73,250,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,6,2,training,lowSC,hard,50,51,198,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,7,2,training,lowSC,average,50,36,268,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,8,2,training,lowSC,easy,74,50,267,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,9,2,training,lowSC,easy,50,75,284,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,10,2,training,lowSC,easy,27,50,267,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,11,2,training,lowSC,easy,27,50,334,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,12,2,training,lowSC,easy,50,26,218,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,13,2,training,lowSC,easy,50,73,301,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,14,2,training,lowSC,hard,50,49,367,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,15,2,training,lowSC,easy,50,29,234,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,16,2,training,lowSC,hard,50,53,182,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,17,2,training,lowSC,average,64,50,1586,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,18,2,training,lowSC,hard,47,50,197,['c'],0,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,19,2,training,lowSC,average,50,35,317,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,20,2,training,lowSC,easy,50,25,218,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,21,2,training,lowSC,hard,50,48,267,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,22,2,training,lowSC,hard,49,50,234,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,23,2,training,lowSC,average,50,62,318,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,0,3,training,lowSC,hard,50,45,250,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,1,3,training,lowSC,hard,53,50,317,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,2,3,training,lowSC,average,50,36,1418,['n'],0,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,3,3,training,lowSC,hard,55,50,334,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,4,3,training,lowSC,easy,50,25,233,['c'],1,left,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,5,3,training,lowSC,easy,26,50,234,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
,dotnumber,6,3,training,lowSC,average,50,61,301,['n'],1,right,none,-99,-99,,,,,,,,,,26,19,Vrouw,Rechts,
