starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607612207,dotcolour,0,0,training,lowSC,hard,38,1153,['c'],0,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,1,0,training,lowSC,easy,61,802,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,2,0,training,lowSC,average,55,718,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,3,0,training,lowSC,average,28,535,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,4,0,training,lowSC,hard,35,551,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,5,0,training,lowSC,easy,65,484,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,6,0,training,lowSC,easy,15,452,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,7,0,training,lowSC,average,28,452,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,8,0,training,lowSC,hard,36,735,['c'],0,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,9,0,training,lowSC,average,51,568,['n'],0,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,10,0,training,lowSC,average,51,585,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,11,0,training,lowSC,hard,38,618,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,12,0,training,lowSC,easy,65,718,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,13,0,training,lowSC,easy,16,385,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,14,0,training,lowSC,hard,42,718,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,15,0,training,lowSC,average,27,501,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,16,0,training,lowSC,average,53,484,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,17,0,training,lowSC,hard,43,467,['n'],0,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,18,0,training,lowSC,hard,41,1118,['n'],0,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,19,0,training,lowSC,hard,36,568,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,20,0,training,lowSC,average,51,901,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,21,0,training,lowSC,easy,65,535,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,22,0,training,lowSC,hard,36,451,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,23,0,training,lowSC,easy,18,385,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,0,1,training,lowSC,average,28,435,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,1,1,training,lowSC,hard,43,384,['n'],0,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,2,1,training,lowSC,average,52,500,['c'],1,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,3,1,training,lowSC,easy,15,485,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,4,1,training,lowSC,easy,16,434,['n'],1,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,5,1,training,lowSC,hard,36,401,['c'],0,right,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,6,1,training,lowSC,easy,61,418,['n'],0,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
,dotcolour,7,1,training,lowSC,hard,43,518,['n'],0,left,none,-99,-99,,,,,,,,,,,19,19,Vrouw,Rechts,
