starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613381763,dotcolour,0,0,training,mediumSC,hard,36,2671,['c'],0,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,1,0,training,mediumSC,hard,36,1669,['c'],0,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,2,0,training,mediumSC,average,54,1019,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,3,0,training,mediumSC,average,51,668,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,4,0,training,mediumSC,average,28,701,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,5,0,training,mediumSC,easy,18,484,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,6,0,training,mediumSC,hard,44,1003,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,7,0,training,mediumSC,easy,61,636,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,8,0,training,mediumSC,hard,41,1202,['n'],0,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,9,0,training,mediumSC,hard,36,1102,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,10,0,training,mediumSC,average,52,1102,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,11,0,training,mediumSC,easy,64,685,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,12,0,training,mediumSC,easy,19,802,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,13,0,training,mediumSC,easy,61,552,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,14,0,training,mediumSC,average,55,535,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,15,0,training,mediumSC,hard,43,618,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,16,0,training,mediumSC,hard,44,619,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,17,0,training,mediumSC,hard,36,769,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,18,0,training,mediumSC,average,27,535,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,19,0,training,mediumSC,average,26,501,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,20,0,training,mediumSC,hard,38,534,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,21,0,training,mediumSC,easy,64,468,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,22,0,training,mediumSC,average,51,552,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,23,0,training,mediumSC,easy,62,467,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,0,1,training,mediumSC,average,26,502,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,1,1,training,mediumSC,hard,38,635,['c'],0,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,2,1,training,mediumSC,average,26,451,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,3,1,training,mediumSC,easy,61,435,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,4,1,training,mediumSC,hard,35,652,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,5,1,training,mediumSC,average,52,469,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,6,1,training,mediumSC,hard,45,568,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,7,1,training,mediumSC,easy,17,401,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,8,1,training,mediumSC,easy,62,484,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,9,1,training,mediumSC,easy,61,418,['c'],1,left,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,10,1,training,mediumSC,average,28,451,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
,dotcolour,11,1,training,mediumSC,easy,18,418,['n'],1,right,none,-99,-99,,,,,,,,,,,41938,18,Vrouw,Rechts,
