starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607507928,dotcolour,0,0,training,highSC,average,28,2220,['n'],1,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,1,0,training,highSC,hard,39,452,['c'],0,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,2,0,training,highSC,easy,63,519,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,3,0,training,highSC,average,51,651,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,4,0,training,highSC,average,27,1319,['c'],0,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,5,0,training,highSC,easy,15,468,['n'],1,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,6,0,training,highSC,easy,19,434,['n'],1,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,7,0,training,highSC,easy,65,385,['n'],0,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,8,0,training,highSC,easy,16,518,['n'],1,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,9,0,training,highSC,hard,41,1153,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,10,0,training,highSC,hard,43,569,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,11,0,training,highSC,easy,64,886,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,12,0,training,highSC,average,29,886,['n'],1,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,13,0,training,highSC,average,51,467,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,14,0,training,highSC,hard,36,685,['n'],1,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,15,0,training,highSC,hard,44,569,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,16,0,training,highSC,average,55,468,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,17,0,training,highSC,easy,65,668,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,18,0,training,highSC,hard,43,668,['c'],1,left,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,19,0,training,highSC,hard,38,535,['c'],0,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,20,0,training,highSC,hard,39,585,['c'],0,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
,dotcolour,21,0,training,highSC,hard,38,536,['c'],0,right,none,-99,-99,,,,,,,,,,,4,18,Vrouw,Rechts,
