starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613378131,dotnumber,0,0,training,mediumSC,hard,50,54,5623,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,1,0,training,mediumSC,easy,26,50,3556,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,2,0,training,mediumSC,easy,50,29,1286,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,3,0,training,mediumSC,easy,71,50,1902,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,4,0,training,mediumSC,average,62,50,601,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,5,0,training,mediumSC,easy,50,72,769,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,6,0,training,mediumSC,hard,47,50,2903,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,7,0,training,mediumSC,average,37,50,1502,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,8,0,training,mediumSC,average,39,50,685,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,9,0,training,mediumSC,hard,53,50,602,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,10,0,training,mediumSC,hard,50,45,686,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,11,0,training,mediumSC,easy,72,50,601,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,12,0,training,mediumSC,easy,50,72,735,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,13,0,training,mediumSC,easy,50,74,618,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,14,0,training,mediumSC,average,37,50,718,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,15,0,training,mediumSC,easy,26,50,1102,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,16,0,training,mediumSC,average,50,38,584,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,17,0,training,mediumSC,easy,50,26,569,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,18,0,training,mediumSC,easy,75,50,835,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,19,0,training,mediumSC,hard,47,50,683,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,20,0,training,mediumSC,hard,53,50,835,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,21,0,training,mediumSC,hard,54,50,651,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,22,0,training,mediumSC,hard,50,51,1069,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,23,0,training,mediumSC,hard,47,50,585,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,0,1,training,mediumSC,easy,50,72,952,['c'],0,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,1,1,training,mediumSC,hard,51,50,1253,['n'],0,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,2,1,training,mediumSC,hard,46,50,5073,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,3,1,training,mediumSC,hard,55,50,852,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,4,1,training,mediumSC,hard,47,50,668,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,5,1,training,mediumSC,hard,50,47,835,['n'],0,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,6,1,training,mediumSC,average,50,35,852,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,7,1,training,mediumSC,average,50,61,702,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,8,1,training,mediumSC,average,37,50,885,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,9,1,training,mediumSC,average,50,37,885,['n'],0,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,10,1,training,mediumSC,average,50,38,802,['n'],0,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,11,1,training,mediumSC,easy,74,50,484,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,12,1,training,mediumSC,hard,50,47,585,['n'],0,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,13,1,training,mediumSC,easy,26,50,452,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,14,1,training,mediumSC,average,50,65,435,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,15,1,training,mediumSC,average,65,50,668,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,16,1,training,mediumSC,easy,73,50,518,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,17,1,training,mediumSC,average,61,50,568,['n'],0,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,18,1,training,mediumSC,easy,28,50,685,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,19,1,training,mediumSC,easy,28,50,535,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,20,1,training,mediumSC,average,39,50,851,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,21,1,training,mediumSC,easy,50,26,585,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,22,1,training,mediumSC,hard,50,52,602,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,23,1,training,mediumSC,average,50,37,569,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,0,2,training,mediumSC,easy,74,50,619,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,1,2,training,mediumSC,easy,50,26,552,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,2,2,training,mediumSC,hard,52,50,619,['c'],1,left,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
,dotnumber,3,2,training,mediumSC,easy,50,75,484,['n'],1,right,none,-99,-99,,,,,,,,,,32,19,Vrouw,Links,
