starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607612221,dotnumber,0,0,training,highSC,hard,50,49,1719,['n'],0,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,1,0,training,highSC,average,36,50,1152,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,2,0,training,highSC,average,50,62,1202,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,3,0,training,highSC,easy,25,50,1835,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,4,0,training,highSC,hard,50,52,1669,['c'],0,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,5,0,training,highSC,easy,26,50,602,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,6,0,training,highSC,easy,72,50,601,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,7,0,training,highSC,average,39,50,852,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,8,0,training,highSC,easy,50,28,585,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,9,0,training,highSC,hard,45,50,968,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,10,0,training,highSC,average,50,62,634,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,11,0,training,highSC,average,50,36,685,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,12,0,training,highSC,average,63,50,668,['n'],0,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,13,0,training,highSC,easy,50,28,500,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,14,0,training,highSC,hard,50,48,768,['n'],0,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,15,0,training,highSC,hard,47,50,568,['c'],0,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,16,0,training,highSC,easy,50,73,719,['c'],0,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,17,0,training,highSC,easy,50,74,552,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,18,0,training,highSC,easy,71,50,484,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,19,0,training,highSC,easy,72,50,585,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,20,0,training,highSC,average,50,35,502,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,21,0,training,highSC,hard,50,52,769,['c'],0,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,22,0,training,highSC,hard,50,53,668,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,23,0,training,highSC,hard,47,50,735,['c'],0,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,0,1,training,highSC,average,50,39,768,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,1,1,training,highSC,hard,50,53,652,['c'],0,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,2,1,training,highSC,average,61,50,735,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,3,1,training,highSC,average,50,35,635,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,4,1,training,highSC,hard,53,50,868,['n'],0,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,5,1,training,highSC,hard,50,53,751,['c'],0,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,6,1,training,highSC,average,61,50,751,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,7,1,training,highSC,hard,48,50,1169,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,8,1,training,highSC,easy,27,50,617,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,9,1,training,highSC,easy,72,50,718,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,10,1,training,highSC,hard,51,50,718,['c'],1,left,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
,dotnumber,11,1,training,highSC,average,50,64,568,['n'],1,right,none,-99,-99,,,,,,,,,,20,18,Man,Rechts,
