starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607524058,xotask,0,0,training,lowSC,hard,25,2337,['c'],0,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,1,0,training,lowSC,average,60,1203,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,2,0,training,lowSC,easy,74,1119,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,3,0,training,lowSC,easy,7,901,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,4,0,training,lowSC,hard,29,1319,['c'],0,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,5,0,training,lowSC,easy,73,918,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,6,0,training,lowSC,hard,51,868,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,7,0,training,lowSC,easy,70,851,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,8,0,training,lowSC,average,63,935,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,9,0,training,lowSC,easy,70,1385,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,10,0,training,lowSC,average,16,902,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,11,0,training,lowSC,hard,28,868,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,12,0,training,lowSC,hard,28,1102,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,13,0,training,lowSC,average,15,1053,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,14,0,training,lowSC,average,16,1386,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,15,0,training,lowSC,average,16,903,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,16,0,training,lowSC,hard,25,835,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,17,0,training,lowSC,average,61,1069,['n'],0,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,18,0,training,lowSC,hard,50,1035,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,19,0,training,lowSC,easy,71,819,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,20,0,training,lowSC,hard,50,769,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,21,0,training,lowSC,average,16,985,['c'],0,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,22,0,training,lowSC,hard,25,852,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,23,0,training,lowSC,easy,7,819,['c'],0,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,0,1,training,lowSC,average,16,768,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,1,1,training,lowSC,average,18,1152,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,2,1,training,lowSC,hard,28,719,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,3,1,training,lowSC,average,60,685,['n'],0,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,4,1,training,lowSC,hard,51,702,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,5,1,training,lowSC,easy,6,719,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,6,1,training,lowSC,easy,8,585,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,7,1,training,lowSC,hard,53,1002,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,8,1,training,lowSC,easy,6,619,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,9,1,training,lowSC,easy,8,752,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,10,1,training,lowSC,hard,29,1019,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,11,1,training,lowSC,average,64,501,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,12,1,training,lowSC,average,15,1069,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,13,1,training,lowSC,easy,6,736,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,14,1,training,lowSC,average,62,719,['c'],1,left,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
,xotask,15,1,training,lowSC,average,19,568,['n'],1,right,none,-99,-99,,,,,,,,,,,12,18,Vrouw,Rechts,
