starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607513624,dotnumber,0,0,training,lowSC,average,36,50,952,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,1,0,training,lowSC,hard,45,50,751,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,2,0,training,lowSC,easy,50,75,434,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,3,0,training,lowSC,average,64,50,551,['n'],0,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,4,0,training,lowSC,average,50,61,485,['c'],0,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,5,0,training,lowSC,easy,26,50,484,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,6,0,training,lowSC,easy,75,50,468,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,7,0,training,lowSC,easy,50,28,602,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,8,0,training,lowSC,hard,49,50,485,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,9,0,training,lowSC,average,50,65,568,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,10,0,training,lowSC,hard,51,50,552,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,11,0,training,lowSC,easy,50,25,485,['n'],0,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,12,0,training,lowSC,average,50,37,602,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,13,0,training,lowSC,hard,49,50,1052,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,14,0,training,lowSC,average,61,50,769,['n'],0,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,15,0,training,lowSC,easy,50,73,851,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,16,0,training,lowSC,hard,52,50,619,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,17,0,training,lowSC,easy,28,50,569,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,18,0,training,lowSC,average,39,50,536,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,19,0,training,lowSC,easy,72,50,584,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,20,0,training,lowSC,hard,45,50,518,['c'],0,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,21,0,training,lowSC,hard,50,52,754,['c'],0,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,22,0,training,lowSC,easy,50,27,585,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,23,0,training,lowSC,easy,75,50,568,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,0,1,training,lowSC,hard,50,48,769,['n'],0,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,1,1,training,lowSC,hard,55,50,885,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,2,1,training,lowSC,easy,74,50,736,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,3,1,training,lowSC,hard,50,45,635,['n'],0,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,4,1,training,lowSC,easy,27,50,601,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,5,1,training,lowSC,hard,50,54,585,['c'],0,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,6,1,training,lowSC,average,36,50,652,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,7,1,training,lowSC,easy,50,73,669,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,8,1,training,lowSC,hard,50,49,501,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,9,1,training,lowSC,average,64,50,553,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,10,1,training,lowSC,average,37,50,568,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,11,1,training,lowSC,hard,54,50,585,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,12,1,training,lowSC,easy,75,50,585,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,13,1,training,lowSC,easy,75,50,468,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,14,1,training,lowSC,easy,73,50,569,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,15,1,training,lowSC,average,50,65,551,['n'],1,right,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
,dotnumber,16,1,training,lowSC,hard,50,45,835,['c'],1,left,none,-99,-99,,,,,,,,,,8,19,Vrouw,Rechts,
