withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,49,31,1.7840358999999353,['c'],1,left,['3'],4,2.461504399999967,[0.25676072],91.0,49,hard,minus,shape,beta,,,40,18,M,R,
1,0,training,31,49,1.9168220999999903,['n'],1,right,['2'],5,0.9167170000000624,[0.07368863],8.0,49,hard,minus,shape,beta,,,40,18,M,R,
2,0,training,62,18,1.7660424000000603,['c'],1,left,['2'],5,0.8165428999998312,[0.12490959],80.0,62,easy,minus,shape,beta,,,40,18,M,R,
3,0,training,57,23,1.2505020000000968,['c'],1,left,['3'],4,0.34075289999987035,[0.02430849],28.0,57,medium,minus,shape,beta,,,40,18,M,R,
4,0,training,62,18,0.9170427000001382,['c'],1,left,['1'],6,0.8096522000000732,[0.16353533],90.0,62,easy,minus,shape,beta,,,40,18,M,R,
5,0,training,23,57,1.000415700000076,['c'],0,right,['1'],6,0.2966651000001548,[0.04105821],38.0,57,medium,minus,shape,beta,,,40,18,M,R,
6,0,training,31,49,1.5333720999999514,['n'],1,right,['2'],5,0.23155429999997068,[-0.02920185],27.0,49,hard,minus,shape,beta,,,40,18,M,R,
7,0,training,62,18,0.9172050999998191,['c'],1,left,['2'],5,0.2729378999999881,[0.09763133],81.0,62,easy,minus,shape,beta,,,40,18,M,R,
8,0,training,23,57,1.2673471000000518,['c'],0,right,['2'],5,0.1552480000000287,[-0.0501247],1.0,57,medium,minus,shape,beta,,,40,18,M,R,
9,0,training,18,62,1.3668252999998458,['n'],1,right,['2'],5,0.3093215000001237,[-0.10749041],84.0,62,easy,minus,shape,beta,,,40,18,M,R,
10,0,training,31,49,0.750748700000031,['c'],0,right,['2'],5,0.193987800000059,[0.05932566],54.0,49,hard,minus,shape,beta,,,40,18,M,R,
11,0,training,23,57,1.9171198999999888,['n'],1,right,['3'],4,1.8933123000001615,[-0.0913558],61.0,57,medium,minus,shape,beta,,,40,18,M,R,
12,0,training,62,18,1.1169206999998096,['c'],1,left,['2'],5,0.3072399000000132,[0.09389503],78.0,62,easy,minus,shape,beta,,,40,18,M,R,
13,0,training,49,31,0.7662255000000187,['c'],1,left,['2'],5,0.22329229999991185,[0.03033479],28.0,49,hard,minus,shape,beta,,,40,18,M,R,
14,0,training,31,49,1.6669206999999915,['n'],1,right,['3'],4,0.10677140000007057,[-0.12853912],98.0,49,hard,minus,shape,beta,,,40,18,M,R,
15,0,training,18,62,1.1008507999999892,['n'],1,right,['3'],4,0.4652295000000777,[-0.21561552],99.0,62,easy,minus,shape,beta,,,40,18,M,R,
16,0,training,62,18,0.8337387999999919,['c'],1,left,['3'],4,0.22884129999988545,[0.0637146],58.0,62,easy,minus,shape,beta,,,40,18,M,R,
17,0,training,23,57,1.0342507999998816,['n'],1,right,['3'],4,0.13771969999993416,[-0.05272213],47.0,57,medium,minus,shape,beta,,,40,18,M,R,
18,0,training,18,62,0.7843462999999247,['c'],0,right,['3'],4,0.20416999999997643,[0.05928597],54.0,62,easy,minus,shape,beta,,,40,18,M,R,
19,0,training,31,49,1.000067700000045,['c'],0,right,['2'],5,0.22699489999990874,[0.00718546],14.0,49,hard,minus,shape,beta,,,40,18,M,R,
20,0,training,57,23,0.8169705999998769,['c'],1,left,['1'],6,0.35262230000012096,[0.03355786],34.0,57,medium,minus,shape,beta,,,40,18,M,R,
21,0,training,18,62,1.2498451000001296,['c'],0,right,['3'],4,0.6314581000001454,[-0.24211673],0.0,62,easy,minus,shape,beta,,,40,18,M,R,
22,0,training,23,57,1.0669136999999864,['n'],1,right,['3'],4,0.18727419999981976,[-0.0836858],76.0,57,medium,minus,shape,beta,,,40,18,M,R,
23,0,training,49,31,0.7999634000000242,['c'],1,left,['3'],4,0.12325820000000931,[0.08482895],82.0,49,hard,minus,shape,beta,,,40,18,M,R,
24,0,training,31,49,0.849685799999861,['c'],0,right,['1'],6,0.2513879000000543,[0.04303498],39.0,49,hard,minus,shape,beta,,,40,18,M,R,
25,0,training,23,57,0.8499957000001359,['n'],1,right,['1'],6,0.086949900000036,[-0.03788512],25.0,57,medium,minus,shape,beta,,,40,18,M,R,
26,0,training,57,23,0.8175400999998601,['c'],1,left,['1'],6,0.1865154000001894,[0.10265533],88.0,57,medium,minus,shape,beta,,,40,18,M,R,
27,0,training,49,31,1.2004036000000724,['c'],1,left,['3'],4,0.23420670000018617,[0.11744457],91.0,49,hard,minus,shape,beta,,,40,18,M,R,
28,0,training,57,23,0.9673015999999279,['c'],1,left,['2'],5,0.4015220999999656,[0.12694739],88.0,57,medium,minus,shape,beta,,,40,18,M,R,
29,0,training,57,23,0.7666623999998592,['c'],1,left,['3'],4,0.2024594000001798,[0.12679293],95.0,57,medium,minus,shape,beta,,,40,18,M,R,
30,0,training,57,23,0.6506157999999687,['c'],1,left,['1'],6,0.14354249999996682,[0.07911911],75.0,57,medium,minus,shape,beta,,,40,18,M,R,
31,0,training,49,31,0.9169830999999249,['c'],1,left,['3'],4,0.14067480000016985,[0.02203453],17.0,49,hard,minus,shape,beta,,,40,18,M,R,
32,0,training,49,31,0.8671548999998322,['c'],1,left,['3'],4,0.15570590000015727,[0.09617156],86.0,49,hard,minus,shape,beta,,,40,18,M,R,
33,0,training,18,62,0.6839062999999896,['n'],1,right,['1'],6,0.30519219999996494,[-0.12941822],92.0,62,easy,minus,shape,beta,,,40,18,M,R,
34,0,training,62,18,1.000791100000015,['c'],1,left,['3'],4,0.16469949999986966,[0.06892498],64.0,62,easy,minus,shape,beta,,,40,18,M,R,
35,0,training,18,62,1.2165726000000632,['c'],0,right,['3'],4,0.133000999999922,[0.11788944],96.0,62,easy,minus,shape,beta,,,40,18,M,R,
0,1,training,31,49,1.3671593999999914,['n'],1,right,['3'],4,0.10306470000000445,[-0.04975914],42.0,49,hard,minus,shape,beta,,,40,18,M,R,
1,1,training,31,49,0.549718299999995,['c'],0,right,['3'],4,0.13300920000006045,[0.0709393],68.0,49,hard,minus,shape,beta,,,40,18,M,R,
2,1,training,62,18,1.2661092000000735,['n'],0,left,['8'],3,0.29304609999985587,[-0.11375882],87.0,62,easy,minus,shape,beta,,,40,18,M,R,
3,1,training,57,23,0.6661968000000797,['c'],1,left,['2'],5,0.1819380000001729,[0.02636946],23.0,57,medium,minus,shape,beta,,,40,18,M,R,
4,1,training,18,62,0.9665342000000692,['n'],1,right,['8'],3,0.2715992000000824,[-0.17301889],98.0,62,easy,minus,shape,beta,,,40,18,M,R,
5,1,training,62,18,0.6174366000000191,['c'],1,left,['1'],6,0.19526269999983015,[0.07936246],72.0,62,easy,minus,shape,beta,,,40,18,M,R,
6,1,training,18,62,0.8681904000000031,['n'],1,right,['3'],4,0.19179749999989326,[-0.08872079],80.0,62,easy,minus,shape,beta,,,40,18,M,R,
7,1,training,57,23,0.6333125999999538,['c'],1,left,['3'],4,0.21433679999995547,[0.0037084],12.0,57,medium,minus,shape,beta,,,40,18,M,R,
8,1,training,49,31,0.9680722000000515,['c'],1,left,['3'],4,0.7343451000001551,[0.14210732],86.0,49,hard,minus,shape,beta,,,40,18,M,R,
9,1,training,31,49,0.7161665999999514,['n'],1,right,['8'],3,0.2834356000000753,[-0.06844598],61.0,49,hard,minus,shape,beta,,,40,18,M,R,
10,1,training,31,49,0.8173990000000231,['c'],0,right,['1'],6,0.3589811000001646,[-0.06965966],2.0,49,hard,minus,shape,beta,,,40,18,M,R,
11,1,training,57,23,1.532908099999986,['c'],1,left,['3'],4,0.21079490000010992,[0.11298085],90.0,57,medium,minus,shape,beta,,,40,18,M,R,
12,1,training,49,31,0.9836081000000831,['c'],1,left,['3'],4,0.4265293999999358,[-0.01284838],13.0,49,hard,minus,shape,beta,,,40,18,M,R,
13,1,training,31,49,1.7338852000000315,['c'],0,right,['3'],4,0.3314292000000023,[-0.05123367],3.0,49,hard,minus,shape,beta,,,40,18,M,R,
14,1,training,23,57,0.8839180000002216,['n'],1,right,['8'],3,0.1945063000000573,[-0.07193854],66.0,57,medium,minus,shape,beta,,,40,18,M,R,
15,1,training,57,23,0.7495877000001201,['c'],1,left,['1'],6,0.1320056999998087,[0.06416907],60.0,57,medium,minus,shape,beta,,,40,18,M,R,
16,1,training,57,23,1.1497195999997984,['c'],1,left,['3'],4,0.2963044999999056,[0.04369034],40.0,57,medium,minus,shape,beta,,,40,18,M,R,
17,1,training,23,57,1.1657103000000006,['n'],1,right,['2'],5,0.35762049999993906,[-0.06556425],57.0,57,medium,minus,shape,beta,,,40,18,M,R,
18,1,training,62,18,0.6498065000000679,['c'],1,left,['3'],4,0.24433019999992212,[0.06053802],55.0,62,easy,minus,shape,beta,,,40,18,M,R,
19,1,training,49,31,1.7662222999999813,['c'],1,left,['8'],3,0.2833669000001464,[0.07570478],66.0,49,hard,minus,shape,beta,,,40,18,M,R,
20,1,training,57,23,0.8841683000000558,['c'],1,left,['3'],4,0.18048160000012103,[0.08291239],76.0,57,medium,minus,shape,beta,,,40,18,M,R,
21,1,training,62,18,0.7337439999998878,['c'],1,left,['2'],5,0.983053499999869,[0.22441436],96.0,62,easy,minus,shape,beta,,,40,18,M,R,
22,1,training,18,62,1.0003578000000743,['n'],1,right,['3'],4,0.31943630000000667,[-0.08681325],73.0,62,easy,minus,shape,beta,,,40,18,M,R,
23,1,training,23,57,0.9329299000000901,['n'],1,right,['2'],5,0.5317053999999644,[-0.0233663],31.0,57,medium,minus,shape,beta,,,40,18,M,R,
