withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,27,53,1.7669106999999258,['n'],1,right,['1'],6,1.0667095999999674,[-0.26272823],97.0,53,easy,minus,colour,beta,,,30,18,M,R,
1,0,training,53,27,2.6003067999999985,['c'],1,left,['3'],4,0.015586100000064107,[0.05100897],34.0,53,easy,minus,colour,beta,,,30,18,M,R,
2,0,training,27,53,1.816645299999891,['n'],1,right,['1'],6,1.3261481000001822,[-0.44782491],100.0,53,easy,minus,colour,beta,,,30,18,M,R,
3,0,training,53,27,1.9839958999998544,['c'],1,left,['1'],6,0.4967959000000519,[0.04277488],42.0,53,easy,minus,colour,beta,,,30,18,M,R,
4,0,training,33,47,4.199218100000053,['c'],0,right,['3'],4,0.10893239999995785,[0.05364398],47.0,47,medium,minus,colour,beta,,,30,18,M,R,
5,0,training,36,44,3.6998519999999644,['n'],1,right,['3'],4,0.012201600000025792,[-0.04766367],22.0,44,hard,minus,colour,beta,,,30,18,M,R,
6,0,training,33,47,4.149975399999903,['c'],0,right,['9'],2,0.029716700000108176,[0.01891915],2.0,47,medium,minus,colour,beta,,,30,18,M,R,
7,0,training,47,33,3.3992796,['c'],1,left,['1'],6,0.5723339999999553,[0.11455338],80.0,47,medium,minus,colour,beta,,,30,18,M,R,
8,0,training,44,36,3.1662269000000833,['c'],1,left,['8'],3,0.5103868000001057,[0.0894861],70.0,44,hard,minus,colour,beta,,,30,18,M,R,
9,0,training,27,53,1.9833267999999862,['n'],1,right,['1'],6,0.6583888999998635,[-0.26542265],99.0,53,easy,minus,colour,beta,,,30,18,M,R,
10,0,training,44,36,3.9333106999999927,['c'],1,left,['3'],4,1.730208599999969,[0.15418704],79.0,44,hard,minus,colour,beta,,,30,18,M,R,
11,0,training,36,44,1.7000774000000547,['n'],1,right,['2'],5,0.2721807999998873,[-0.0424097],39.0,44,hard,minus,colour,beta,,,30,18,M,R,
12,0,training,36,44,3.4663535999998203,['c'],0,right,['3'],4,0.48236659999997755,[0.04581551],44.0,44,hard,minus,colour,beta,,,30,18,M,R,
13,0,training,47,33,2.399377299999969,['c'],1,left,['3'],4,0.16712340000003678,[0.04335551],37.0,47,medium,minus,colour,beta,,,30,18,M,R,
14,0,training,47,33,3.265970900000184,['c'],1,left,['3'],4,0.2614684000000125,[0.00840671],16.0,47,medium,minus,colour,beta,,,30,18,M,R,
15,0,training,36,44,4.549827999999934,['n'],1,right,['3'],4,0.31714690000012524,[0.01450002],10.0,44,hard,minus,colour,beta,,,30,18,M,R,
16,0,training,44,36,3.633002499999975,['c'],1,left,['9'],2,0.1671309000000747,[0.00518086],10.0,44,hard,minus,colour,beta,,,30,18,M,R,
17,0,training,33,47,2.983168199999909,['n'],1,right,['8'],3,0.36955159999979514,[-0.07425204],63.0,47,medium,minus,colour,beta,,,30,18,M,R,
18,0,training,44,36,1.9331236000000445,['c'],1,left,['3'],4,0.26813339999989694,[0.04934661],45.0,44,hard,minus,colour,beta,,,30,18,M,R,
19,0,training,47,33,1.1496535000001131,['c'],1,left,['2'],5,0.28283940000005714,[0.07556804],66.0,47,medium,minus,colour,beta,,,30,18,M,R,
20,0,training,44,36,2.1836455000000115,['n'],0,left,['3'],4,0.3517044000000169,[-0.08400258],70.0,44,hard,minus,colour,beta,,,30,18,M,R,
21,0,training,36,44,1.40025229999992,['n'],1,right,['3'],4,0.225680999999895,[-0.05981885],54.0,44,hard,minus,colour,beta,,,30,18,M,R,
