withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,27,53,0.6999905000000126,['n'],1,right,['9'],5,2.6650931000000355,[-1.04686612],100.0,53,easy,control,colour,beta,,,27,18,M,R,
1,0,training,36,44,1.6167642999999998,['n'],1,right,['8'],4,1.5403271000000132,[-0.17568737],93.0,44,hard,control,colour,beta,,,27,18,M,R,
2,0,training,47,33,2.816046500000084,['c'],1,left,['8'],4,4.012969099999964,[0.66236429],100.0,47,medium,control,colour,beta,,,27,18,M,R,
3,0,training,27,53,2.016956100000016,['n'],1,right,['0'],6,1.2983039000000645,[-0.38219567],100.0,53,easy,control,colour,beta,,,27,18,M,R,
4,0,training,53,27,1.4833148000000165,['c'],1,left,['9'],5,1.6582812000001468,[0.3287258],99.0,53,easy,control,colour,beta,,,27,18,M,R,
5,0,training,53,27,1.45056610000006,['c'],1,left,['9'],5,2.133448499999986,[0.37430795],99.0,53,easy,control,colour,beta,,,27,18,M,R,
6,0,training,27,53,1.3160362000000987,['n'],1,right,['0'],6,1.2187537999998312,[-0.43265989],100.0,53,easy,control,colour,beta,,,27,18,M,R,
7,0,training,44,36,1.0169490000000678,['c'],1,left,['8'],4,0.7363315999998576,[0.16003271],97.0,44,hard,control,colour,beta,,,27,18,M,R,
8,0,training,47,33,1.8999606999998377,['c'],1,left,['8'],4,2.3822984000000815,[0.35194695],98.0,47,medium,control,colour,beta,,,27,18,M,R,
9,0,training,44,36,2.250081200000068,['c'],1,left,['8'],4,1.38823420000017,[0.13672802],89.0,44,hard,control,colour,beta,,,27,18,M,R,
10,0,training,47,33,0.8668848000002072,['c'],1,left,['9'],5,0.6334817000001749,[0.0458242],74.0,47,medium,control,colour,beta,,,27,18,M,R,
11,0,training,47,33,0.8500498000000789,['c'],1,left,['8'],4,0.8207730999999967,[0.14126715],94.0,47,medium,control,colour,beta,,,27,18,M,R,
12,0,training,36,44,1.750181800000064,['n'],1,right,['8'],4,0.6935649999998077,[-0.26612733],100.0,44,hard,control,colour,beta,,,27,18,M,R,
13,0,training,53,27,0.8509559999999965,['c'],1,left,['9'],5,0.8948350000000573,[0.06883021],79.0,53,easy,control,colour,beta,,,27,18,M,R,
14,0,training,36,44,1.9330503999999564,['c'],0,right,['8'],4,1.2056648999998743,[0.20983819],97.0,44,hard,control,colour,beta,,,27,18,M,R,
15,0,training,33,47,0.8001269999999749,['n'],1,right,['8'],4,0.8770818000000418,[-0.22717884],99.0,47,medium,control,colour,beta,,,27,18,M,R,
16,0,training,47,33,1.2678447999999207,['c'],1,left,['8'],4,0.31850950000011835,[0.01477515],62.0,47,medium,control,colour,beta,,,27,18,M,R,
17,0,training,33,47,0.9673689999999624,['n'],1,right,['8'],4,0.3540686999999707,[-0.07336191],90.0,47,medium,control,colour,beta,,,27,18,M,R,
18,0,training,36,44,0.5836945000000924,['n'],1,right,['9'],5,0.3715847999999369,[-0.12239524],97.0,44,hard,control,colour,beta,,,27,18,M,R,
19,0,training,36,44,0.9665010000001075,['n'],1,right,['8'],4,0.5334800999999061,[-0.2822844],100.0,44,hard,control,colour,beta,,,27,18,M,R,
20,0,training,44,36,0.7668356000001495,['n'],0,left,['8'],4,0.36121700000012424,[-0.07598777],91.0,44,hard,control,colour,beta,,,27,18,M,R,
