withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,31,49,2.6829997999993793,['n'],1,right,['8'],3,5.98907220000001,[-0.72484282],100.0,49,hard,plus,letter,beta,,,8,18,V,R,
1,0,training,31,49,2.7324591999986296,['c'],0,right,['1'],6,1.5980034000003798,[-0.09329407],37.0,49,hard,plus,letter,beta,,,8,18,V,R,
2,0,training,64,16,2.550198500000988,['c'],1,left,['3'],4,1.5671480999990308,[0.42389152],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
3,0,training,49,31,2.549555199999304,['n'],0,left,['2'],5,0.7055712000001222,[-0.05035652],91.0,49,hard,plus,letter,beta,,,8,18,V,R,
4,0,training,31,49,1.049495700000989,['n'],1,right,['2'],5,1.2032519999993383,[-0.25346826],99.0,49,hard,plus,letter,beta,,,8,18,V,R,
5,0,training,57,23,2.1166902000004484,['c'],1,left,['3'],4,0.8373842000000877,[0.09414524],95.0,57,medium,plus,letter,beta,,,8,18,V,R,
6,0,training,49,31,1.483262099998683,['n'],0,left,['1'],6,1.1199324000008346,[-0.00974829],75.0,49,hard,plus,letter,beta,,,8,18,V,R,
7,0,training,57,23,1.3999520999986999,['c'],1,left,['1'],6,0.306134700000257,[0.05764595],98.0,57,medium,plus,letter,beta,,,8,18,V,R,
8,0,training,23,57,1.815826099998958,['n'],1,right,['1'],6,0.29245540000010806,[-0.1008292],99.0,57,medium,plus,letter,beta,,,8,18,V,R,
9,0,training,64,16,1.600397400001384,['c'],1,left,['2'],5,0.7040821999999025,[0.11482164],97.0,64,easy,plus,letter,beta,,,8,18,V,R,
10,0,training,64,16,1.6169399000009435,['c'],1,left,['1'],6,0.4584439000009297,[0.20884887],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
11,0,training,16,64,1.283551800001078,['n'],1,right,['1'],6,0.3003057000005356,[-0.22459092],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
12,0,training,23,57,0.6503787999990891,['n'],1,right,['1'],6,0.2698092999999062,[-0.036088],96.0,57,medium,plus,letter,beta,,,8,18,V,R,
13,0,training,64,16,1.1334810000007565,['c'],1,left,['1'],6,0.2047749000012118,[0.12108823],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
14,0,training,16,64,1.1004135000002861,['c'],0,right,['1'],6,0.2717127000014443,[-0.0222911],76.0,64,easy,plus,letter,beta,,,8,18,V,R,
15,0,training,31,49,2.399981399999888,['n'],1,right,['3'],4,0.9563928999996278,[0.00493253],72.0,49,hard,plus,letter,beta,,,8,18,V,R,
16,0,training,49,31,1.2840734000001248,['c'],1,left,['1'],6,0.20199390000016137,[0.09687755],100.0,49,hard,plus,letter,beta,,,8,18,V,R,
17,0,training,57,23,0.8666615999991336,['c'],1,left,['1'],6,0.15113430000019434,[0.07435879],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
18,0,training,64,16,0.6503247999989981,['c'],1,left,['1'],6,0.07861119999870425,[0.07865766],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
19,0,training,49,31,0.6664762000000337,['c'],1,left,['1'],6,0.0400061000000278,[0.0281088],100.0,49,hard,plus,letter,beta,,,8,18,V,R,
20,0,training,16,64,0.9666989000015747,['n'],1,right,['1'],6,0.21494180000081542,[-0.02137286],95.0,64,easy,plus,letter,beta,,,8,18,V,R,
21,0,training,64,16,1.1162499000001844,['c'],1,left,['1'],6,0.4892125999995187,[0.06740356],96.0,64,easy,plus,letter,beta,,,8,18,V,R,
22,0,training,23,57,0.6000949000008404,['n'],1,right,['0'],1,0.05304380000052333,[-0.04966821],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
23,0,training,49,31,2.799705499999618,['c'],1,left,['0'],1,0.21926739999980782,[0.01108924],93.0,49,hard,plus,letter,beta,,,8,18,V,R,
24,0,training,57,23,1.6005406999993284,['c'],1,left,['2'],5,0.3777375999998185,[0.02097298],90.0,57,medium,plus,letter,beta,,,8,18,V,R,
25,0,training,23,57,1.1328451999997924,['n'],1,right,['2'],5,0.2607129999996687,[-0.12458804],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
26,0,training,31,49,1.1166119999998045,['n'],1,right,['1'],6,0.00511480000022857,[-0.03612839],100.0,49,hard,plus,letter,beta,,,8,18,V,R,
27,0,training,23,57,1.4843266000007134,['n'],1,right,['2'],5,0.3045851999995648,[-0.06447586],98.0,57,medium,plus,letter,beta,,,8,18,V,R,
28,0,training,49,31,1.0834825000001729,['n'],0,left,['2'],5,0.3524231999999756,[-0.01579098],90.0,49,hard,plus,letter,beta,,,8,18,V,R,
29,0,training,57,23,1.15000130000044,['c'],1,left,['1'],6,0.059401800001069205,[0.05688819],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
30,0,training,16,64,0.6497507000003679,['n'],1,right,['1'],6,0.022236299999349285,[-0.04371702],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
31,0,training,57,23,1.1677356000000145,['c'],1,left,['1'],6,0.0937897999992856,[0.03763619],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
32,0,training,23,57,0.6337230000008276,['n'],1,right,['1'],6,0.024036099999648286,[-0.06455597],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
33,0,training,16,64,0.6498066000003746,['n'],1,right,['1'],6,0.020358599998871796,[-0.06744705],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
34,0,training,16,64,0.48334689999865077,['n'],1,right,['1'],6,0.13608000000022002,[-0.10132618],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
35,0,training,31,49,0.5836835999998584,['n'],1,right,['1'],6,0.11501209999914863,[-0.10406511],100.0,49,hard,plus,letter,beta,,,8,18,V,R,
0,1,training,64,16,1.3169025999995938,['c'],1,left,['1'],6,0.579018399999768,[0.12022783],98.0,64,easy,plus,letter,beta,,,8,18,V,R,
1,1,training,64,16,1.0663858999996592,['c'],1,left,['2'],5,0.2325818999997864,[0.10767313],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
2,1,training,16,64,0.6658428000009735,['n'],1,right,['2'],5,0.3164995999995881,[-0.11414964],100.0,64,easy,plus,letter,beta,,,8,18,V,R,
3,1,training,57,23,0.9173919999993814,['c'],1,left,['1'],6,0.0029279000009410083,[0.04747716],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
4,1,training,31,49,1.1500410999997257,['c'],0,right,['3'],4,0.7160323000007338,[-0.07257904],41.0,49,hard,plus,letter,beta,,,8,18,V,R,
5,1,training,49,31,1.032963400000881,['c'],1,left,['1'],6,0.029311599999346072,[0.01529738],100.0,49,hard,plus,letter,beta,,,8,18,V,R,
6,1,training,23,57,1.0833253000000695,['n'],1,right,['1'],6,0.840071499998885,[-0.00011893],75.0,57,medium,plus,letter,beta,,,8,18,V,R,
7,1,training,57,23,0.7835489999997662,['c'],1,left,['2'],5,0.126492600000347,[0.08354421],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
8,1,training,57,23,0.9333564000007755,['c'],1,left,['2'],5,0.07528820000152336,[0.08748051],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
9,1,training,23,57,0.7174168000001373,['n'],1,right,['2'],5,0.06699920000028214,[-0.10018613],100.0,57,medium,plus,letter,beta,,,8,18,V,R,
10,1,training,16,64,0.6674757999990106,['n'],1,right,['1'],6,0.6693582000007154,[-0.06268531],93.0,64,easy,plus,letter,beta,,,8,18,V,R,
