withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,31,49,3.583904699999948,['c'],0,right,['0'],1,2.2580959000000576,[0.00591907],52.0,49,hard,control,letter,beta,,,20,18,V,R,
1,0,training,16,64,3.4830094000000145,['n'],1,right,['3'],4,3.555806999999959,[-0.6638388],100.0,64,easy,control,letter,beta,,,20,18,V,R,
2,0,training,23,57,9.449156600000038,['c'],0,right,['8'],3,2.403227700000002,[-0.1055585],23.0,57,medium,control,letter,beta,,,20,18,V,R,
3,0,training,16,64,1.4999546000000237,['n'],1,right,['8'],3,5.517918000000009,[-0.68511033],99.0,64,easy,control,letter,beta,,,20,18,V,R,
4,0,training,31,49,5.0160238999999365,['n'],1,right,['3'],4,0.9601379000000634,[-0.03668642],66.0,49,hard,control,letter,beta,,,20,18,V,R,
5,0,training,49,31,2.383764000000042,['c'],1,left,['2'],5,1.8092975000000706,[0.07340815],73.0,49,hard,control,letter,beta,,,20,18,V,R,
6,0,training,57,23,2.249463300000002,['c'],1,left,['3'],4,2.7897173999999723,[0.42541021],99.0,57,medium,control,letter,beta,,,20,18,V,R,
7,0,training,64,16,2.283284999999978,['c'],1,left,['3'],4,2.449487999999974,[0.53966377],100.0,64,easy,control,letter,beta,,,20,18,V,R,
8,0,training,57,23,1.8164999999999054,['c'],1,left,['2'],5,0.7342608999999811,[0.36477361],100.0,57,medium,control,letter,beta,,,20,18,V,R,
9,0,training,31,49,1.8835366999999223,['n'],1,right,['3'],4,3.6446449999999686,[-0.48995254],99.0,49,hard,control,letter,beta,,,20,18,V,R,
10,0,training,49,31,1.9162827999999763,['c'],1,left,['2'],5,1.8129955999999083,[-0.01912016],44.0,49,hard,control,letter,beta,,,20,18,V,R,
11,0,training,16,64,1.9326399000000265,['n'],1,right,['2'],5,1.5270168000000695,[-0.21007104],96.0,64,easy,control,letter,beta,,,20,18,V,R,
12,0,training,23,57,1.4163309000000481,['n'],1,right,['3'],4,1.3345573000000286,[-0.12748745],88.0,57,medium,control,letter,beta,,,20,18,V,R,
13,0,training,49,31,2.3662120000000186,['n'],0,left,['8'],3,4.4101378000000295,[0.27024756],9.0,49,hard,control,letter,beta,,,20,18,V,R,
14,0,training,57,23,1.7672137000000703,['c'],1,left,['3'],4,2.568900699999972,[0.38814662],99.0,57,medium,control,letter,beta,,,20,18,V,R,
15,0,training,16,64,1.3504930999999942,['n'],1,right,['1'],6,2.883458399999995,[-0.75469873],100.0,64,easy,control,letter,beta,,,20,18,V,R,
16,0,training,23,57,1.3162997000000587,['n'],1,right,['2'],5,0.7860606000000416,[-0.19024524],98.0,57,medium,control,letter,beta,,,20,18,V,R,
17,0,training,16,64,1.450748200000021,['n'],1,right,['3'],4,0.5758127999999942,[-0.12482779],95.0,64,easy,control,letter,beta,,,20,18,V,R,
18,0,training,57,23,2.0670094000000745,['c'],1,left,['8'],3,1.9657830999999533,[0.31243086],98.0,57,medium,control,letter,beta,,,20,18,V,R,
19,0,training,31,49,1.5661056000000144,['n'],1,right,['3'],4,0.9684955999999829,[0.07612743],20.0,49,hard,control,letter,beta,,,20,18,V,R,
20,0,training,23,57,2.5165369000000055,['n'],1,right,['8'],3,2.4035403000000315,[-0.24664213],95.0,57,medium,control,letter,beta,,,20,18,V,R,
21,0,training,49,31,2.016531299999997,['c'],1,left,['2'],5,2.585809100000006,[0.29759036],97.0,49,hard,control,letter,beta,,,20,18,V,R,
22,0,training,57,23,2.3330872000000227,['c'],1,left,['8'],3,1.8039704999999913,[0.34154036],99.0,57,medium,control,letter,beta,,,20,18,V,R,
23,0,training,16,64,1.333122000000003,['n'],1,right,['1'],6,0.8698811000000433,[-0.12721434],92.0,64,easy,control,letter,beta,,,20,18,V,R,
24,0,training,49,31,2.5167524999999387,['n'],0,left,['3'],4,0.9660206000000926,[0.09198174],16.0,49,hard,control,letter,beta,,,20,18,V,R,
25,0,training,64,16,1.3672523000000183,['c'],1,left,['1'],6,1.2316424000000552,[0.19862911],96.0,64,easy,control,letter,beta,,,20,18,V,R,
26,0,training,31,49,5.232688499999995,['n'],1,right,['8'],3,1.7006426000000374,[-0.32082061],99.0,49,hard,control,letter,beta,,,20,18,V,R,
27,0,training,23,57,1.183541699999978,['n'],1,right,['3'],4,0.6965811999999687,[-0.11079492],92.0,57,medium,control,letter,beta,,,20,18,V,R,
28,0,training,49,31,1.4997617999999875,['c'],1,left,['3'],4,0.4411097999999356,[0.0561716],82.0,49,hard,control,letter,beta,,,20,18,V,R,
29,0,training,64,16,1.350898700000016,['c'],1,left,['2'],5,0.2795511000000488,[0.17636008],100.0,64,easy,control,letter,beta,,,20,18,V,R,
