withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,57,23,1.033086800000092,['c'],1,left,['2'],2,1.9083004000003712,[0.19943933],87.0,57,medium,minus,letter,beta,,,5,18,V,R,
1,0,training,16,64,4.566799400000036,['n'],1,right,['9'],5,2.313099500000135,[-0.51045001],100.0,64,easy,minus,letter,beta,,,5,18,V,R,
2,0,training,64,16,1.08274289999963,['c'],1,left,['8'],4,1.6727188999998361,[0.22330759],91.0,64,easy,minus,letter,beta,,,5,18,V,R,
3,0,training,16,64,0.7831296999997903,['n'],1,right,['9'],5,0.4296868999999788,[-0.13846566],91.0,64,easy,minus,letter,beta,,,5,18,V,R,
4,0,training,23,57,1.1999319999999898,['c'],0,right,['8'],4,1.5393174999999246,[-0.1808415],3.0,57,medium,minus,letter,beta,,,5,18,V,R,
5,0,training,64,16,0.9166583000001083,['n'],0,left,['8'],4,0.5525425999999243,[0.06233651],5.0,64,easy,minus,letter,beta,,,5,18,V,R,
6,0,training,31,49,1.083397099999729,['c'],0,right,['3'],3,0.6224594000000252,[0.04829567],46.0,49,hard,minus,letter,beta,,,5,18,V,R,
7,0,training,49,31,0.9827155999996648,['c'],1,left,['8'],4,0.5814377000001514,[0.00546263],23.0,49,hard,minus,letter,beta,,,5,18,V,R,
8,0,training,31,49,0.8833431000002747,['n'],1,right,['3'],3,0.5944190000000162,[-0.00037573],22.0,49,hard,minus,letter,beta,,,5,18,V,R,
9,0,training,23,57,0.850275999999667,['n'],1,right,['8'],4,0.33634059999985766,[-0.0971046],78.0,57,medium,minus,letter,beta,,,5,18,V,R,
10,0,training,57,23,1.0166331000000355,['n'],0,left,['3'],3,0.801690800000415,[0.10278982],4.0,57,medium,minus,letter,beta,,,5,18,V,R,
11,0,training,49,31,0.7168214999996962,['c'],1,left,['3'],3,0.5557614000003923,[0.13458466],87.0,49,hard,minus,letter,beta,,,5,18,V,R,
12,0,training,57,23,1.4165044999999736,['n'],0,left,['8'],4,0.3243286000001717,[0.0563773],3.0,57,medium,minus,letter,beta,,,5,18,V,R,
13,0,training,64,16,1.0508414999999331,['c'],1,left,['3'],3,0.2766618999999082,[0.14450342],95.0,64,easy,minus,letter,beta,,,5,18,V,R,
14,0,training,31,49,0.9839827000000696,['n'],1,right,['8'],4,0.13775630000009187,[-0.07432002],71.0,49,hard,minus,letter,beta,,,5,18,V,R,
15,0,training,57,23,1.6005427999998574,['c'],1,left,['9'],5,0.3315495999995619,[0.15387902],96.0,57,medium,minus,letter,beta,,,5,18,V,R,
16,0,training,64,16,0.8336081000002196,['c'],1,left,['9'],5,0.13253690000010465,[0.15804091],99.0,64,easy,minus,letter,beta,,,5,18,V,R,
17,0,training,23,57,0.8337013999998817,['n'],1,right,['0'],6,0.10174439999991591,[-0.08292255],82.0,57,medium,minus,letter,beta,,,5,18,V,R,
