withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,16,64,2.8338002999998935,['n'],1,right,['2'],2,1.10562630000004,[-0.268576],100.0,64,easy,plus,letter,beta,,,17,18,V,R,
1,0,training,16,64,1.0837881999998444,['n'],1,right,['9'],5,1.0084331000000475,[-0.18709929],99.0,64,easy,plus,letter,beta,,,17,18,V,R,
2,0,training,16,64,0.9335390000001098,['n'],1,right,['9'],5,0.5221765999999661,[-0.2585739],100.0,64,easy,plus,letter,beta,,,17,18,V,R,
3,0,training,16,64,1.566671900000074,['n'],1,right,['0'],6,0.2543106999999054,[-0.1077856],100.0,64,easy,plus,letter,beta,,,17,18,V,R,
4,0,training,31,49,1.0664002000000892,['n'],1,right,['9'],5,0.6563320000000203,[-0.0876094],96.0,49,hard,plus,letter,beta,,,17,18,V,R,
5,0,training,64,16,1.132591100000127,['c'],1,left,['0'],6,0.5600623000000269,[0.13364553],99.0,64,easy,plus,letter,beta,,,17,18,V,R,
6,0,training,49,31,1.4000524999999016,['n'],0,left,['0'],6,0.39308859999982815,[0.01491466],76.0,49,hard,plus,letter,beta,,,17,18,V,R,
7,0,training,23,57,0.9172413999999662,['n'],1,right,['8'],4,0.699957300000051,[-0.15664236],99.0,57,medium,plus,letter,beta,,,17,18,V,R,
8,0,training,16,64,1.150172800000064,['n'],1,right,['9'],5,0.6649896000001263,[-0.27932753],100.0,64,easy,plus,letter,beta,,,17,18,V,R,
9,0,training,49,31,1.0833767999999964,['c'],1,left,['3'],3,1.3708271999998942,[0.05604283],85.0,49,hard,plus,letter,beta,,,17,18,V,R,
10,0,training,31,49,1.15006470000003,['n'],1,right,['9'],5,0.10950600000001032,[-0.01694026],98.0,49,hard,plus,letter,beta,,,17,18,V,R,
11,0,training,64,16,0.9836640999999418,['c'],1,left,['9'],5,0.5368336999999883,[0.29629882],100.0,64,easy,plus,letter,beta,,,17,18,V,R,
12,0,training,57,23,1.0837215999999898,['c'],1,left,['9'],5,0.5111143999999967,[0.11116399],99.0,57,medium,plus,letter,beta,,,17,18,V,R,
13,0,training,64,16,1.216421500000024,['c'],1,left,['0'],6,1.3135009000000082,[0.2018807],98.0,64,easy,plus,letter,beta,,,17,18,V,R,
14,0,training,23,57,1.0839467999999215,['n'],1,right,['8'],4,0.34489090000010947,[-0.14406122],100.0,57,medium,plus,letter,beta,,,17,18,V,R,
15,0,training,49,31,1.950199399999974,['c'],1,left,['3'],3,0.6284921999999824,[-0.03037168],64.0,49,hard,plus,letter,beta,,,17,18,V,R,
16,0,training,16,64,0.7328357999999753,['n'],1,right,['9'],5,0.2933835999999701,[-0.15057999],100.0,64,easy,plus,letter,beta,,,17,18,V,R,
17,0,training,23,57,0.8172171000001072,['n'],1,right,['9'],5,0.3203309000000445,[-0.07833269],99.0,57,medium,plus,letter,beta,,,17,18,V,R,
18,0,training,57,23,1.0505469000001995,['n'],0,left,['8'],4,0.5126233999999386,[-0.13130113],99.0,57,medium,plus,letter,beta,,,17,18,V,R,
19,0,training,57,23,1.149612000000161,['c'],1,left,['8'],4,0.4696923000001334,[0.15088541],100.0,57,medium,plus,letter,beta,,,17,18,V,R,
20,0,training,57,23,0.9668523000000278,['c'],1,left,['9'],5,0.2913498999998865,[0.14866839],100.0,57,medium,plus,letter,beta,,,17,18,V,R,
21,0,training,49,31,0.8501022000000376,['n'],0,left,['8'],4,0.508983900000203,[-0.11184703],99.0,49,hard,plus,letter,beta,,,17,18,V,R,
22,0,training,31,49,0.8172410999998192,['n'],1,right,['9'],5,0.4952379999999721,[0.04110669],59.0,49,hard,plus,letter,beta,,,17,18,V,R,
23,0,training,23,57,1.1995477000000392,['n'],1,right,['8'],4,0.5628932000001896,[-0.15035226],99.0,57,medium,plus,letter,beta,,,17,18,V,R,
24,0,training,64,16,0.7000344000000496,['c'],1,left,['9'],5,0.4879838999997901,[0.13486059],99.0,64,easy,plus,letter,beta,,,17,18,V,R,
25,0,training,64,16,1.1501938999999766,['c'],1,left,['9'],5,0.2056460999999672,[0.05165483],99.0,64,easy,plus,letter,beta,,,17,18,V,R,
26,0,training,31,49,0.7836342000000514,['n'],1,right,['9'],5,0.5093508999998448,[-0.15631005],100.0,49,hard,plus,letter,beta,,,17,18,V,R,
27,0,training,23,57,0.9508109000000786,['n'],1,right,['0'],6,0.21861379999995734,[-0.13243551],100.0,57,medium,plus,letter,beta,,,17,18,V,R,
28,0,training,31,49,0.7493446999999378,['n'],1,right,['0'],6,0.20318550000001778,[-0.08999277],100.0,49,hard,plus,letter,beta,,,17,18,V,R,
29,0,training,57,23,0.7507414000001518,['c'],1,left,['9'],5,0.6208424999999806,[0.01079802],82.0,57,medium,plus,letter,beta,,,17,18,V,R,
30,0,training,64,16,0.6834248999998636,['c'],1,left,['9'],5,0.17590640000003077,[0.0915189],100.0,64,easy,plus,letter,beta,,,17,18,V,R,
31,0,training,23,57,0.6001691000001301,['n'],1,right,['9'],5,0.12048209999989012,[-0.09897279],100.0,57,medium,plus,letter,beta,,,17,18,V,R,
32,0,training,31,49,0.8000668999998197,['n'],1,right,['8'],4,0.6031940000000304,[-0.11391726],98.0,49,hard,plus,letter,beta,,,17,18,V,R,
33,0,training,49,31,1.049926300000152,['c'],1,left,['0'],6,0.16019710000000487,[0.02144459],97.0,49,hard,plus,letter,beta,,,17,18,V,R,
34,0,training,57,23,0.6659257999999681,['c'],1,left,['0'],6,0.03851540000005116,[0.10004343],100.0,57,medium,plus,letter,beta,,,17,18,V,R,
35,0,training,49,31,0.8998332000001028,['n'],0,left,['0'],6,0.10394769999993514,[-0.09473841],100.0,49,hard,plus,letter,beta,,,17,18,V,R,
0,1,training,16,64,0.8668534000000818,['n'],1,right,['9'],5,0.7915448000001106,[-0.05243955],90.0,64,easy,plus,letter,beta,,,17,18,V,R,
