withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,23,57,2.165871599999946,['c'],0,right,['2'],2,2.165028399999983,[-0.46356748],1.0,57,medium,plus,letter,beta,,,35,22,V,R,
1,0,training,64,16,1.2659606999998232,['c'],1,left,['3'],3,2.3547779999998966,[0.6093171],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
2,0,training,23,57,0.9334403000000293,['n'],1,right,['8'],4,1.509989399999995,[-0.39801216],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
3,0,training,31,49,1.2670027000001483,['n'],1,right,['8'],4,1.3100392999999713,[0.01427754],66.0,49,hard,plus,letter,beta,,,35,22,V,R,
4,0,training,23,57,0.98327519999998,['n'],1,right,['8'],4,0.5694184999999834,[-0.07417176],96.0,57,medium,plus,letter,beta,,,35,22,V,R,
5,0,training,57,23,0.933302299999923,['c'],1,left,['8'],4,0.9484554999999091,[0.20146219],99.0,57,medium,plus,letter,beta,,,35,22,V,R,
6,0,training,64,16,0.933593799999926,['c'],1,left,['8'],4,0.8964240000000245,[0.31178667],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
7,0,training,31,49,0.8167043000000831,['n'],1,right,['9'],5,0.3388914999998178,[-0.13012105],100.0,49,hard,plus,letter,beta,,,35,22,V,R,
8,0,training,57,23,1.616686800000025,['n'],0,left,['3'],3,1.2601138999998511,[0.09889771],33.0,57,medium,plus,letter,beta,,,35,22,V,R,
9,0,training,31,49,0.6668111999999837,['n'],1,right,['8'],4,2.0551147999999557,[-0.2920484],99.0,49,hard,plus,letter,beta,,,35,22,V,R,
10,0,training,16,64,0.7004049000001942,['n'],1,right,['0'],6,0.4958566999998766,[-0.12974825],99.0,64,easy,plus,letter,beta,,,35,22,V,R,
11,0,training,23,57,1.3329134999999042,['n'],1,right,['9'],5,0.4303926000000047,[-0.09371804],98.0,57,medium,plus,letter,beta,,,35,22,V,R,
12,0,training,49,31,0.7838212999999996,['c'],1,left,['8'],4,0.4534823999999844,[0.12778534],99.0,49,hard,plus,letter,beta,,,35,22,V,R,
13,0,training,49,31,1.83323960000007,['n'],0,left,['3'],3,0.3214375000000018,[-0.07721556],99.0,49,hard,plus,letter,beta,,,35,22,V,R,
14,0,training,23,57,0.7665031000001363,['n'],1,right,['0'],6,0.14098100000001068,[-0.10062902],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
15,0,training,49,31,0.8008236000000579,['c'],1,left,['8'],4,0.39862360000006447,[0.11954521],99.0,49,hard,plus,letter,beta,,,35,22,V,R,
16,0,training,64,16,0.7166724000001068,['c'],1,left,['8'],4,0.34605499999997846,[0.10843831],99.0,64,easy,plus,letter,beta,,,35,22,V,R,
17,0,training,23,57,0.8999275999999554,['n'],1,right,['9'],5,0.6715609999998833,[-0.34146466],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
18,0,training,57,23,0.8835070000000087,['c'],1,left,['8'],4,0.32842699999991964,[0.05999674],97.0,57,medium,plus,letter,beta,,,35,22,V,R,
19,0,training,31,49,0.7496114000000489,['n'],1,right,['9'],5,0.2605152999999518,[-0.05052823],98.0,49,hard,plus,letter,beta,,,35,22,V,R,
20,0,training,31,49,0.7167538999999579,['n'],1,right,['9'],5,0.373059000000012,[-0.1736109],100.0,49,hard,plus,letter,beta,,,35,22,V,R,
21,0,training,64,16,0.7166324999998324,['c'],1,left,['8'],4,0.2406292000000576,[0.09984946],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
22,0,training,49,31,1.4330907000000934,['c'],1,left,['8'],4,0.48449200000004566,[0.15523696],100.0,49,hard,plus,letter,beta,,,35,22,V,R,
23,0,training,57,23,1.7995668999999452,['n'],0,left,['3'],3,0.03240359999995235,[-0.06307812],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
24,0,training,31,49,1.6327538000000459,['n'],1,right,['3'],3,0.7096689999998489,[-0.07624358],94.0,49,hard,plus,letter,beta,,,35,22,V,R,
25,0,training,64,16,0.783084300000155,['c'],1,left,['8'],4,0.30536559999995916,[0.13025127],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
26,0,training,16,64,0.6834629999998469,['n'],1,right,['9'],5,0.25720650000016576,[-0.13513228],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
27,0,training,49,31,3.300315800000135,['c'],1,left,['3'],3,0.5867035999999644,[0.12879612],99.0,49,hard,plus,letter,beta,,,35,22,V,R,
28,0,training,57,23,1.6995677999998406,['n'],0,left,['3'],3,0.5026165000001583,[0.04759523],55.0,57,medium,plus,letter,beta,,,35,22,V,R,
29,0,training,49,31,2.3002094000000852,['n'],0,left,['3'],3,0.8139169000000948,[0.07691944],40.0,49,hard,plus,letter,beta,,,35,22,V,R,
30,0,training,57,23,0.8832843000000139,['c'],1,left,['3'],3,0.40203070000006846,[0.13434128],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
31,0,training,64,16,2.1155680000001666,['c'],1,left,['8'],4,0.4687195999999858,[0.13807214],99.0,64,easy,plus,letter,beta,,,35,22,V,R,
32,0,training,16,64,0.9505280000000766,['n'],1,right,['9'],5,0.41893529999993007,[-0.23774402],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
33,0,training,16,64,1.4333090000000084,['n'],1,right,['9'],5,0.22399859999995897,[-0.0497704],98.0,64,easy,plus,letter,beta,,,35,22,V,R,
34,0,training,16,64,0.716811000000007,['n'],1,right,['0'],6,0.354377999999997,[-0.03687581],94.0,64,easy,plus,letter,beta,,,35,22,V,R,
35,0,training,16,64,0.7835617000000639,['n'],1,right,['0'],6,0.25171709999995073,[-0.07103134],99.0,64,easy,plus,letter,beta,,,35,22,V,R,
0,1,training,31,49,0.9005478999999923,['n'],1,right,['9'],5,0.5885055000001103,[-0.21164562],100.0,49,hard,plus,letter,beta,,,35,22,V,R,
1,1,training,31,49,0.7167437000000518,['n'],1,right,['9'],5,0.20777960000009443,[-0.07453127],99.0,49,hard,plus,letter,beta,,,35,22,V,R,
2,1,training,23,57,0.7165896999999859,['n'],1,right,['9'],5,0.1781665000000885,[-0.0579828],99.0,57,medium,plus,letter,beta,,,35,22,V,R,
3,1,training,23,57,0.7497307000001001,['n'],1,right,['9'],5,0.1484043999998903,[-0.06769943],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
4,1,training,49,31,1.5833798000001025,['n'],0,left,['8'],4,0.24697660000015276,[0.02632551],74.0,49,hard,plus,letter,beta,,,35,22,V,R,
5,1,training,31,49,1.1829635999999937,['n'],1,right,['9'],5,0.03778080000006412,[-0.02114389],100.0,49,hard,plus,letter,beta,,,35,22,V,R,
6,1,training,23,57,0.6168506000001344,['n'],1,right,['9'],5,0.14734739999994417,[-0.01428683],96.0,57,medium,plus,letter,beta,,,35,22,V,R,
7,1,training,57,23,1.0836279000000104,['n'],0,left,['8'],4,0.18586299999992661,[-0.07931616],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
8,1,training,16,64,0.7168990000000122,['n'],1,right,['0'],6,0.12538580000000366,[-0.15016393],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
9,1,training,16,64,0.7162691000000905,['n'],1,right,['0'],6,0.6754258000000846,[-0.02998888],87.0,64,easy,plus,letter,beta,,,35,22,V,R,
10,1,training,16,64,0.6336888999999246,['n'],1,right,['9'],5,0.0863945999999487,[-0.08751818],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
11,1,training,64,16,1.4826809999999568,['c'],1,left,['8'],4,0.5112521000000925,[0.23376021],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
12,1,training,49,31,1.0665071000000808,['c'],1,left,['3'],3,0.2954938000000311,[0.07389741],99.0,49,hard,plus,letter,beta,,,35,22,V,R,
13,1,training,57,23,1.3663222000000133,['c'],1,left,['8'],4,0.4118945000000167,[0.01863896],89.0,57,medium,plus,letter,beta,,,35,22,V,R,
14,1,training,57,23,1.9665368000000853,['c'],1,left,['8'],4,0.45252690000006623,[0.20639262],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
15,1,training,64,16,0.9330890000001091,['c'],1,left,['9'],5,0.37237089999985074,[0.12710333],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
16,1,training,64,16,0.9330686000000696,['c'],1,left,['9'],5,0.23080879999997705,[0.15103546],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
17,1,training,31,49,0.8163147999998728,['n'],1,right,['9'],5,0.08474240000009559,[-0.05751007],100.0,49,hard,plus,letter,beta,,,35,22,V,R,
18,1,training,16,64,0.750019199999997,['n'],1,right,['0'],6,0.21910120000006827,[-0.20515163],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
19,1,training,16,64,0.7667954999999438,['n'],1,right,['0'],6,0.07548019999990174,[-0.06156792],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
20,1,training,49,31,0.7661935999999514,['n'],0,left,['9'],5,0.12962910000010197,[0.01158676],90.0,49,hard,plus,letter,beta,,,35,22,V,R,
21,1,training,49,31,1.0499798999999257,['c'],1,left,['8'],4,0.633657200000016,[0.10584573],97.0,49,hard,plus,letter,beta,,,35,22,V,R,
22,1,training,57,23,0.8668428999999378,['c'],1,left,['3'],3,0.4848141999998461,[0.10259234],98.0,57,medium,plus,letter,beta,,,35,22,V,R,
23,1,training,57,23,0.9003055000000586,['c'],1,left,['3'],3,0.5168088000000353,[0.0465441],93.0,57,medium,plus,letter,beta,,,35,22,V,R,
24,1,training,49,31,1.0003474000000097,['c'],1,left,['8'],4,0.3838252000000466,[0.02372011],91.0,49,hard,plus,letter,beta,,,35,22,V,R,
25,1,training,64,16,0.9499442999999701,['c'],1,left,['3'],3,0.2260203000000729,[0.06541998],99.0,64,easy,plus,letter,beta,,,35,22,V,R,
26,1,training,23,57,1.149994099999958,['n'],1,right,['3'],3,0.9627146999998786,[-0.1941892],99.0,57,medium,plus,letter,beta,,,35,22,V,R,
27,1,training,16,64,0.6826972999999725,['n'],1,right,['0'],6,0.15254899999990812,[-0.14619812],100.0,64,easy,plus,letter,beta,,,35,22,V,R,
28,1,training,49,31,1.2997023000000354,['n'],0,left,['8'],4,0.2299047999999857,[-0.09523622],100.0,49,hard,plus,letter,beta,,,35,22,V,R,
29,1,training,57,23,0.8337952000001678,['c'],1,left,['8'],4,0.27490549999993164,[0.03952948],96.0,57,medium,plus,letter,beta,,,35,22,V,R,
30,1,training,31,49,0.916710299999977,['n'],1,right,['9'],5,0.05864990000009129,[-0.02305739],100.0,49,hard,plus,letter,beta,,,35,22,V,R,
31,1,training,23,57,0.6830411000000822,['n'],1,right,['9'],5,0.11637659999996686,[-0.1001223],100.0,57,medium,plus,letter,beta,,,35,22,V,R,
