withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,18,62,0.8166962999998759,['c'],0,right,['3'],4,3.062378800000033,[-0.48381062],1.0,62,easy,control,shape,beta,,,28,18,V,R,
1,0,training,49,31,2.2670689999999922,['n'],0,left,['8'],3,2.487562999999909,[-0.01912736],55.0,49,hard,control,shape,beta,,,28,18,V,R,
2,0,training,23,57,1.6998481999999058,['c'],0,right,['3'],4,1.5908019000000877,[-0.18894382],6.0,57,medium,control,shape,beta,,,28,18,V,R,
3,0,training,18,62,1.5176256000002013,['c'],0,right,['8'],3,1.6333766000000196,[0.06272012],71.0,62,easy,control,shape,beta,,,28,18,V,R,
4,0,training,23,57,1.2829012999998213,['c'],0,right,['3'],4,1.7800907999999254,[-0.25503916],3.0,57,medium,control,shape,beta,,,28,18,V,R,
5,0,training,49,31,1.2331048999999439,['c'],1,left,['3'],4,1.7623521000000437,[0.10269575],80.0,49,hard,control,shape,beta,,,28,18,V,R,
6,0,training,62,18,0.9679284000001189,['c'],1,left,['2'],5,1.1482229000000643,[0.41618973],100.0,62,easy,control,shape,beta,,,28,18,V,R,
7,0,training,18,62,1.1491002000000208,['c'],0,right,['3'],4,1.0470044999999573,[-0.19562256],3.0,62,easy,control,shape,beta,,,28,18,V,R,
8,0,training,31,49,1.083839399999988,['c'],0,right,['3'],4,2.1369368000000577,[-0.05212585],34.0,49,hard,control,shape,beta,,,28,18,V,R,
9,0,training,57,23,2.616858500000035,['c'],1,left,['3'],4,1.0254783999998835,[0.17033664],95.0,57,medium,control,shape,beta,,,28,18,V,R,
10,0,training,23,57,0.6832155999998122,['c'],0,right,['3'],4,1.252557700000125,[-0.04486319],33.0,57,medium,control,shape,beta,,,28,18,V,R,
11,0,training,57,23,0.6837987000001249,['c'],1,left,['3'],4,0.686243199999808,[0.15387746],97.0,57,medium,control,shape,beta,,,28,18,V,R,
12,0,training,31,49,0.9166265999999723,['n'],1,right,['8'],3,0.7732402999999977,[-0.11791643],92.0,49,hard,control,shape,beta,,,28,18,V,R,
13,0,training,49,31,0.9998771000000488,['c'],1,left,['3'],4,0.5659699999998793,[0.10882397],93.0,49,hard,control,shape,beta,,,28,18,V,R,
14,0,training,57,23,0.7843871999998555,['c'],1,left,['2'],5,0.7279223999998976,[0.12377301],93.0,57,medium,control,shape,beta,,,28,18,V,R,
15,0,training,23,57,0.7158870999999181,['n'],1,right,['3'],4,1.076847799999996,[-0.21373942],98.0,57,medium,control,shape,beta,,,28,18,V,R,
16,0,training,18,62,0.6671536000001197,['c'],0,right,['8'],3,0.934899600000108,[-0.06006089],25.0,62,easy,control,shape,beta,,,28,18,V,R,
17,0,training,23,57,0.7336663000000954,['n'],1,right,['3'],4,0.6190326000000823,[0.00870915],45.0,57,medium,control,shape,beta,,,28,18,V,R,
18,0,training,31,49,0.7499588999999105,['c'],0,right,['3'],4,1.163315300000022,[-0.09588667],17.0,49,hard,control,shape,beta,,,28,18,V,R,
19,0,training,18,62,0.6999663000001419,['n'],1,right,['1'],6,1.0477396999999655,[-0.1130658],88.0,62,easy,control,shape,beta,,,28,18,V,R,
20,0,training,31,49,0.7669286000000284,['c'],0,right,['8'],3,0.8062170999999125,[-0.19067018],2.0,49,hard,control,shape,beta,,,28,18,V,R,
21,0,training,57,23,0.7336832999999388,['c'],1,left,['3'],4,0.6396483999999418,[0.17394225],98.0,57,medium,control,shape,beta,,,28,18,V,R,
22,0,training,62,18,0.7332085000000461,['c'],1,left,['2'],5,0.3999579999999696,[0.02387632],66.0,62,easy,control,shape,beta,,,28,18,V,R,
23,0,training,62,18,0.7516986999999062,['c'],1,left,['3'],4,0.7779934999998659,[0.40783716],100.0,62,easy,control,shape,beta,,,28,18,V,R,
24,0,training,23,57,0.7168487999999797,['n'],1,right,['2'],5,0.5332072000001062,[-0.12681036],96.0,57,medium,control,shape,beta,,,28,18,V,R,
25,0,training,18,62,0.8327015999998366,['n'],1,right,['1'],6,0.6144380000000638,[-0.18650191],99.0,62,easy,control,shape,beta,,,28,18,V,R,
26,0,training,49,31,0.5839396999999735,['c'],1,left,['3'],4,0.525982200000044,[0.10971678],94.0,49,hard,control,shape,beta,,,28,18,V,R,
27,0,training,62,18,0.6498227000001862,['c'],1,left,['2'],5,0.42229710000015075,[0.24683283],100.0,62,easy,control,shape,beta,,,28,18,V,R,
28,0,training,57,23,0.7503494999998566,['c'],1,left,['3'],4,0.5425531999999293,[0.13566165],96.0,57,medium,control,shape,beta,,,28,18,V,R,
29,0,training,31,49,0.6839374999999563,['n'],1,right,['1'],6,0.37294520000000375,[-0.0354214],74.0,49,hard,control,shape,beta,,,28,18,V,R,
30,0,training,49,31,0.6502218000000539,['c'],1,left,['3'],4,0.8670795999998973,[0.21908299],99.0,49,hard,control,shape,beta,,,28,18,V,R,
31,0,training,49,31,0.5841578999998092,['n'],0,left,['3'],4,0.7360317000000123,[0.02791081],36.0,49,hard,control,shape,beta,,,28,18,V,R,
32,0,training,62,18,0.7170740999999907,['c'],1,left,['3'],4,0.7012710999999854,[0.16463734],97.0,62,easy,control,shape,beta,,,28,18,V,R,
33,0,training,57,23,0.5837407999999868,['c'],1,left,['3'],4,0.46524620000013783,[0.20462021],100.0,57,medium,control,shape,beta,,,28,18,V,R,
34,0,training,62,18,0.43297469999993154,['n'],0,left,['3'],4,0.3407919999999649,[0.04039332],22.0,62,easy,control,shape,beta,,,28,18,V,R,
35,0,training,31,49,0.7494537000000037,['c'],0,right,['3'],4,0.512501999999813,[-0.00556266],47.0,49,hard,control,shape,beta,,,28,18,V,R,
0,1,training,23,57,0.7164499000000433,['n'],1,right,['8'],3,0.8366080999999213,[-0.15541511],96.0,57,medium,control,shape,beta,,,28,18,V,R,
1,1,training,23,57,0.6501926000000822,['c'],0,right,['3'],4,0.41671359999986635,[-0.05500468],18.0,57,medium,control,shape,beta,,,28,18,V,R,
2,1,training,18,62,1.0500176000000465,['n'],1,right,['3'],4,0.6858133999999154,[-0.16327386],97.0,62,easy,control,shape,beta,,,28,18,V,R,
3,1,training,23,57,0.6831575000001067,['n'],1,right,['2'],5,0.4619577000000845,[-0.17251071],99.0,57,medium,control,shape,beta,,,28,18,V,R,
4,1,training,57,23,0.6166455999998561,['c'],1,left,['2'],5,0.346317499999941,[0.00535371],54.0,57,medium,control,shape,beta,,,28,18,V,R,
5,1,training,49,31,0.5169160999998894,['c'],1,left,['1'],6,0.6711675000001378,[-0.02781764],35.0,49,hard,control,shape,beta,,,28,18,V,R,
6,1,training,62,18,0.582872800000132,['c'],1,left,['2'],5,0.5959401000000071,[0.17983573],99.0,62,easy,control,shape,beta,,,28,18,V,R,
7,1,training,31,49,0.5335135999998784,['c'],0,right,['3'],4,1.0220374000000447,[-0.07308192],21.0,49,hard,control,shape,beta,,,28,18,V,R,
8,1,training,31,49,0.5997815999999148,['n'],1,right,['2'],5,0.38857849999999416,[-0.08701999],92.0,49,hard,control,shape,beta,,,28,18,V,R,
9,1,training,18,62,0.6337028000000373,['n'],1,right,['1'],6,0.22670880000009674,[-0.04849923],86.0,62,easy,control,shape,beta,,,28,18,V,R,
10,1,training,18,62,0.8503751000000648,['c'],0,right,['3'],4,0.20678750000001855,[0.01806847],67.0,62,easy,control,shape,beta,,,28,18,V,R,
11,1,training,62,18,0.7342275000000882,['c'],1,left,['1'],6,0.2248008999999911,[0.08897096],97.0,62,easy,control,shape,beta,,,28,18,V,R,
12,1,training,57,23,0.6662976000000072,['c'],1,left,['1'],6,0.16416979999985415,[0.05622332],92.0,57,medium,control,shape,beta,,,28,18,V,R,
13,1,training,62,18,0.9171232999999575,['c'],1,left,['1'],6,0.0009641999999985273,[0.0475206],100.0,62,easy,control,shape,beta,,,28,18,V,R,
