withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,31,49,3.200425799999948,['n'],1,right,['3'],4,6.217491800000062,[-0.66409961],99.0,49,hard,minus,letter,beta,,,32,18,M,R,
1,0,training,49,31,1.9167185999999674,['n'],0,left,['2'],5,2.873645599999918,[0.21476239],5.0,49,hard,minus,letter,beta,,,32,18,M,R,
2,0,training,31,49,2.165680199999997,['n'],1,right,['3'],4,2.1347946999999294,[-0.45037856],99.0,49,hard,minus,letter,beta,,,32,18,M,R,
3,0,training,64,16,2.1005391999999574,['c'],1,left,['2'],5,2.645074799999975,[0.68765231],100.0,64,easy,minus,letter,beta,,,32,18,M,R,
4,0,training,23,57,1.0669445000000906,['n'],1,right,['3'],4,4.199641700000029,[-0.84089707],100.0,57,medium,minus,letter,beta,,,32,18,M,R,
5,0,training,64,16,3.116626199999928,['c'],1,left,['2'],5,1.7377357000000302,[0.37675839],99.0,64,easy,minus,letter,beta,,,32,18,M,R,
6,0,training,23,57,0.9661026999999649,['n'],1,right,['1'],6,1.6525037999999768,[-0.04469744],46.0,57,medium,minus,letter,beta,,,32,18,M,R,
7,0,training,64,16,1.6166633000000274,['c'],1,left,['1'],6,0.6487752000000455,[0.18505671],95.0,64,easy,minus,letter,beta,,,32,18,M,R,
8,0,training,16,64,1.332952700000078,['n'],1,right,['1'],6,0.8812067999999726,[-0.30710523],99.0,64,easy,minus,letter,beta,,,32,18,M,R,
9,0,training,49,31,1.2997718000001441,['c'],1,left,['2'],5,0.35438559999988684,[0.1608271],96.0,49,hard,minus,letter,beta,,,32,18,M,R,
10,0,training,23,57,1.9003328999999667,['c'],0,right,['2'],5,0.23937920000003032,[-0.03730455],3.0,57,medium,minus,letter,beta,,,32,18,M,R,
11,0,training,49,31,1.2501909000000069,['n'],0,left,['3'],4,5.802658900000097,[0.13914864],19.0,49,hard,minus,letter,beta,,,32,18,M,R,
12,0,training,64,16,1.1669850999999198,['c'],1,left,['1'],6,0.01024449999999888,[0.0656235],85.0,64,easy,minus,letter,beta,,,32,18,M,R,
13,0,training,57,23,1.0992938999997932,['c'],1,left,['1'],6,0.8694020000000364,[0.1761155],91.0,57,medium,minus,letter,beta,,,32,18,M,R,
14,0,training,49,31,1.1668068999999832,['c'],1,left,['2'],5,0.4111863999999059,[0.04961941],46.0,49,hard,minus,letter,beta,,,32,18,M,R,
15,0,training,16,64,1.183373999999958,['n'],1,right,['1'],6,0.3387697999999091,[-0.06010903],54.0,64,easy,minus,letter,beta,,,32,18,M,R,
16,0,training,31,49,0.7503308999998808,['n'],1,right,['1'],6,0.23830500000008215,[-0.0730208],66.0,49,hard,minus,letter,beta,,,32,18,M,R,
17,0,training,57,23,0.8002199000000019,['c'],1,left,['1'],6,0.22035510000000613,[0.08682638],77.0,57,medium,minus,letter,beta,,,32,18,M,R,
