withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,task,sub,age,gender,handedness,
17,0,training,23,57,0.9332123000003776,['n'],1,right,['3'],4,0.5481838000005155,[-0.06839441],84.0,57,letter,2,18,V,R,
18,0,training,31,49,1.034597799999574,['n'],1,right,['2'],5,1.0686696000002485,[-0.15827656],94.0,49,letter,2,18,V,R,
19,0,training,49,31,0.9667591999996148,['n'],0,left,['3'],4,0.6266179000003831,[-0.1125944],93.0,49,letter,2,18,V,R,
20,0,training,31,49,0.8836024000001999,['n'],1,right,['2'],5,0.5252993999993123,[-0.1460693],97.0,49,letter,2,18,V,R,
21,0,training,16,64,0.8671257000005426,['n'],1,right,['1'],6,0.381021299999702,[-0.18818945],100.0,64,letter,2,18,V,R,
22,0,training,31,49,0.85048420000021,['n'],1,right,['2'],5,0.5954658000000563,[-0.08881425],89.0,49,letter,2,18,V,R,
23,0,training,23,57,0.8337670999999318,['n'],1,right,['1'],6,0.4497664000000441,[-0.15104078],98.0,57,letter,2,18,V,R,
24,0,training,31,49,1.1839411999999356,['n'],1,right,['3'],4,0.7442650000002686,[-0.27840084],100.0,49,letter,2,18,V,R,
25,0,training,57,23,1.416940600000089,['n'],0,left,['3'],4,0.5692818999996234,[0.13611942],4.0,57,letter,2,18,V,R,
26,0,training,16,64,0.8497227999996539,['n'],1,right,['3'],4,0.3437036999994234,[-0.19712662],100.0,64,letter,2,18,V,R,
27,0,training,16,64,1.3165589999998701,['n'],1,right,['8'],3,1.2608579000007012,[-0.41402063],100.0,64,letter,2,18,V,R,
28,0,training,57,23,1.016372600000068,['c'],1,left,['8'],3,0.29652510000050825,[0.16696022],100.0,57,letter,2,18,V,R,
29,0,training,31,49,1.383236599999691,['n'],1,right,['8'],3,0.44501469999977417,[-0.09379665],93.0,49,letter,2,18,V,R,
30,0,training,64,16,0.9167287000000215,['c'],1,left,['8'],3,0.7821085000005041,[0.38965727],100.0,64,letter,2,18,V,R,
31,0,training,49,31,2.9830705000003945,['n'],0,left,['9'],2,0.9107555999999022,[0.14816071],6.0,49,letter,2,18,V,R,
32,0,training,64,16,0.8001887999998871,['c'],1,left,['9'],2,0.6737559000002875,[0.25169622],100.0,64,letter,2,18,V,R,
33,0,training,23,57,1.699170800000502,['c'],0,right,['3'],4,0.5697751000006974,[-0.07817817],13.0,57,letter,2,18,V,R,
34,0,training,31,49,0.9327054999994289,['n'],1,right,['3'],4,0.5171669000001202,[-0.08842367],90.0,49,letter,2,18,V,R,
35,0,training,16,64,0.9833773000000292,['n'],1,right,['2'],5,0.36840120000033494,[-0.04368013],78.0,64,letter,2,18,V,R,
0,1,training,57,23,1.7663861999999426,['n'],0,left,['3'],4,1.4200951000002533,[0.33628956],1.0,57,letter,2,18,V,R,
1,1,training,23,57,1.6502510999998776,['c'],0,right,['8'],3,0.6809308000001693,[-0.0140844],42.0,57,letter,2,18,V,R,
2,1,training,23,57,0.8163705000006303,['n'],1,right,['2'],5,1.9085984999992434,[-0.13109194],85.0,57,letter,2,18,V,R,
3,1,training,57,23,1.699877099999867,['c'],1,left,['3'],4,0.9552002999998876,[0.05660746],74.0,57,letter,2,18,V,R,
4,1,training,23,57,1.4998525000000882,['c'],0,right,['1'],6,0.528410800000529,[0.06397394],83.0,57,letter,2,18,V,R,
5,1,training,49,31,0.9993551999996271,['c'],1,left,['3'],4,0.9067693999995754,[0.05463959],74.0,49,letter,2,18,V,R,
6,1,training,49,31,1.5502543000002333,['c'],1,left,['1'],6,0.5120043000006262,[0.11124841],94.0,49,letter,2,18,V,R,
7,1,training,64,16,1.1832276999994065,['c'],1,left,['1'],6,0.4996870000004492,[0.12665479],96.0,64,letter,2,18,V,R,
8,1,training,64,16,1.0994054000002507,['c'],1,left,['2'],5,1.0834089999998469,[0.28639727],99.0,64,letter,2,18,V,R,
9,1,training,16,64,1.4162200000000666,['n'],1,right,['2'],5,0.7666909999998097,[-0.33683489],100.0,64,letter,2,18,V,R,
10,1,training,23,57,0.9672812999997404,['n'],1,right,['2'],5,0.40030839999963064,[-0.03537253],73.0,57,letter,2,18,V,R,
11,1,training,64,16,1.1833188000000519,['c'],1,left,['2'],5,0.44076350000068487,[0.15944689],99.0,64,letter,2,18,V,R,
12,1,training,64,16,1.5159699000005276,['c'],1,left,['2'],5,0.4179820999997901,[0.08151597],91.0,64,letter,2,18,V,R,
13,1,training,31,49,1.0834422999996605,['c'],0,right,['2'],5,0.33329520000006596,[0.02986087],72.0,49,letter,2,18,V,R,
14,1,training,57,23,2.46664039999996,['c'],1,left,['8'],3,0.9808691999996881,[0.23610807],99.0,57,letter,2,18,V,R,
15,1,training,57,23,2.2836397000000943,['c'],1,left,['8'],3,0.9213902999999846,[0.21345794],98.0,57,letter,2,18,V,R,
16,1,training,49,31,2.2664810999995098,['n'],0,left,['8'],3,0.38457609999932174,[-0.06412338],87.0,49,letter,2,18,V,R,
17,1,training,57,23,3.0996545000007245,['c'],1,left,['3'],4,1.341381100000035,[0.30898578],99.0,57,letter,2,18,V,R,
18,1,training,16,64,1.0161978000005547,['n'],1,right,['2'],5,0.6304787999997643,[-0.13875548],96.0,64,letter,2,18,V,R,
19,1,training,31,49,1.100168500000109,['n'],1,right,['1'],6,0.36097549999976764,[-0.21142525],100.0,49,letter,2,18,V,R,
20,1,training,49,31,3.066233100000318,['n'],0,left,['1'],6,0.26356789999954344,[-0.04950114],85.0,49,letter,2,18,V,R,
21,1,training,23,57,2.2999603999996907,['n'],1,right,['3'],4,0.584747700000662,[-0.05747148],79.0,57,letter,2,18,V,R,
22,1,training,31,49,1.0333378000004814,['c'],0,right,['8'],3,0.8469285000001037,[-0.19783692],2.0,49,letter,2,18,V,R,
23,1,training,31,49,1.400012200000674,['n'],1,right,['3'],4,0.4610278999998627,[-0.02145926],64.0,49,letter,2,18,V,R,
24,1,training,23,57,1.0013840000001437,['n'],1,right,['2'],5,0.44211799999993673,[-0.07747309],89.0,57,letter,2,18,V,R,
25,1,training,16,64,1.0831972000005408,['n'],1,right,['2'],5,0.38851270000031946,[-0.1393078],98.0,64,letter,2,18,V,R,
26,1,training,16,64,0.9833371999993687,['n'],1,right,['1'],6,0.2766464000005726,[-0.11118245],98.0,64,letter,2,18,V,R,
27,1,training,31,49,0.9164666999995461,['n'],1,right,['1'],6,0.28437399999984336,[-0.10167076],97.0,49,letter,2,18,V,R,
28,1,training,16,64,0.9498798000004172,['n'],1,right,['1'],6,0.32221779999963474,[-0.17612983],100.0,64,letter,2,18,V,R,
29,1,training,57,23,2.2166332999995575,['c'],1,left,['8'],3,0.7872623000002932,[0.16851847],97.0,57,letter,2,18,V,R,
30,1,training,16,64,1.0833238000004712,['n'],1,right,['2'],5,1.2957645000005868,[-0.31166909],99.0,64,letter,2,18,V,R,
31,1,training,31,49,1.116345000000365,['n'],1,right,['2'],5,0.2943620000005467,[-0.11878978],98.0,49,letter,2,18,V,R,
32,1,training,64,16,0.8501062000004822,['n'],0,left,['1'],6,0.24008320000029926,[-0.03501184],78.0,64,letter,2,18,V,R,
33,1,training,49,31,1.9833241000005728,['c'],1,left,['8'],3,0.46239930000047025,[0.03944383],74.0,49,letter,2,18,V,R,
34,1,training,49,31,2.249069999999847,['c'],1,left,['9'],2,0.5375701000002664,[0.13950803],97.0,49,letter,2,18,V,R,
35,1,training,64,16,2.6171152999995684,['c'],1,left,['3'],4,0.7868369999996503,[0.11617109],91.0,64,letter,2,18,V,R,
0,2,training,31,49,1.2833182999993369,['n'],1,right,['8'],3,0.8337440999994215,[-0.26152032],99.0,49,letter,2,18,V,R,
1,2,training,57,23,1.1001062999994247,['c'],1,left,['3'],4,0.4597899000000325,[0.06367808],84.0,57,letter,2,18,V,R,
2,2,training,57,23,2.266279999999824,['n'],0,left,['9'],2,0.5661214000001564,[0.11341556],6.0,57,letter,2,18,V,R,
3,2,training,23,57,0.8672614000006433,['n'],1,right,['2'],5,0.8043182999999772,[-0.13082235],93.0,57,letter,2,18,V,R,
4,2,training,49,31,1.565901899999517,['c'],1,left,['8'],3,1.4691698999995424,[0.01396543],55.0,49,letter,2,18,V,R,
5,2,training,49,31,1.7825454000003447,['n'],0,left,['2'],5,0.5782820000003994,[0.11763922],6.0,49,letter,2,18,V,R,
6,2,training,49,31,1.4823012999995626,['c'],1,left,['2'],5,0.43919129999994766,[0.01316072],59.0,49,letter,2,18,V,R,
7,2,training,31,49,1.9168558000001212,['n'],1,right,['2'],5,0.6246112999997422,[-0.06603352],82.0,49,letter,2,18,V,R,
8,2,training,64,16,2.1498054999992746,['n'],0,left,['3'],4,0.5211194000003161,[0.07734157],13.0,64,letter,2,18,V,R,
9,2,training,31,49,0.9330898999996862,['n'],1,right,['3'],4,0.4864201000000321,[-0.09089345],91.0,49,letter,2,18,V,R,
10,2,training,64,16,1.0666800999997577,['c'],1,left,['2'],5,0.9269731000003958,[0.22187504],98.0,64,letter,2,18,V,R,
11,2,training,16,64,1.0657246999999188,['n'],1,right,['2'],5,0.3269786999999269,[-0.21772001],100.0,64,letter,2,18,V,R,
12,2,training,57,23,1.3333262999994986,['c'],1,left,['2'],5,0.3641088000003947,[0.09319967],94.0,57,letter,2,18,V,R,
13,2,training,23,57,1.0999680000004446,['n'],1,right,['2'],5,0.20101270000031946,[-0.01744897],67.0,57,letter,2,18,V,R,
14,2,training,23,57,0.7837965999997323,['n'],1,right,['2'],5,0.3295834000000468,[-0.10366195],96.0,57,letter,2,18,V,R,
15,2,training,49,31,1.7499551999999312,['c'],1,left,['2'],5,1.3419182999996337,[0.26490703],98.0,49,letter,2,18,V,R,
16,2,training,16,64,0.9996969000003446,['n'],1,right,['1'],6,0.6638670000002094,[-0.15939214],97.0,64,letter,2,18,V,R,
17,2,training,23,57,0.816575499999999,['n'],1,right,['1'],6,0.48439370000050985,[-0.10135914],93.0,57,letter,2,18,V,R,
18,2,training,16,64,0.8167468000001463,['n'],1,right,['1'],6,0.23120790000029956,[-0.06651241],92.0,64,letter,2,18,V,R,
19,2,training,31,49,1.3827328999996098,['c'],0,right,['9'],2,0.8141974000000118,[-0.17546882],3.0,49,letter,2,18,V,R,
20,2,training,49,31,0.7997095000000627,['n'],0,left,['1'],6,0.21341759999995702,[-0.01763664],67.0,49,letter,2,18,V,R,
21,2,training,31,49,0.8839421000002403,['n'],1,right,['2'],5,0.2569499999999607,[-0.16202314],100.0,49,letter,2,18,V,R,
22,2,training,57,23,1.2168066000003819,['c'],1,left,['3'],4,1.1653871999997136,[0.17553694],95.0,57,letter,2,18,V,R,
23,2,training,64,16,0.8999777999997605,['n'],0,left,['2'],5,0.5296256000001449,[0.04582757],24.0,64,letter,2,18,V,R,
24,2,training,64,16,1.0834780000004685,['c'],1,left,['2'],5,0.4888724000002185,[0.14966652],98.0,64,letter,2,18,V,R,
25,2,training,31,49,1.0165590000005977,['n'],1,right,['1'],6,0.5800402000004397,[-0.04166641],73.0,49,letter,2,18,V,R,
26,2,training,16,64,1.666698400000314,['n'],1,right,['3'],4,0.945767899999737,[-0.18864336],97.0,64,letter,2,18,V,R,
27,2,training,64,16,1.7161862000002657,['c'],1,left,['8'],3,0.6549809000007372,[0.27316486],100.0,64,letter,2,18,V,R,
28,2,training,49,31,1.0165932999998404,['c'],1,left,['2'],5,0.6433686999998827,[0.03932635],71.0,49,letter,2,18,V,R,
29,2,training,23,57,1.1162694999993619,['n'],1,right,['2'],5,0.3884250000000975,[-0.09798391],94.0,57,letter,2,18,V,R,
30,2,training,16,64,0.7667578999999023,['n'],1,right,['1'],6,0.23764150000079098,[-0.10248087],98.0,64,letter,2,18,V,R,
31,2,training,57,23,1.516387499999837,['c'],1,left,['2'],5,0.33457559999988007,[0.02481388],68.0,57,letter,2,18,V,R,
32,2,training,23,57,0.8662819999999556,['n'],1,right,['1'],6,0.2622908000003008,[-0.03375142],77.0,57,letter,2,18,V,R,
33,2,training,57,23,1.882962900000166,['c'],1,left,['8'],3,1.1762212000003274,[0.09239034],82.0,57,letter,2,18,V,R,
34,2,training,16,64,1.0166339999996126,['n'],1,right,['1'],6,0.2799021000000721,[-0.01079718],59.0,64,letter,2,18,V,R,
35,2,training,64,16,1.5322415000000547,['c'],1,left,['2'],5,0.6462345999998433,[0.07231208],83.0,64,letter,2,18,V,R,
0,3,main,49,31,1.2500809000002846,['c'],1,left,['3'],4,5.582958899999539,-99,-99,49,letter,2,18,V,R,
1,3,main,49,31,1.2668039000000135,['n'],0,left,['2'],5,0.43004130000008445,-99,-99,49,letter,2,18,V,R,
2,3,main,16,64,1.8333655999995244,['n'],1,right,['1'],6,0.6116394000000582,-99,-99,64,letter,2,18,V,R,
3,3,main,57,23,1.0831806999995024,['c'],1,left,['3'],4,1.247767500000009,-99,-99,57,letter,2,18,V,R,
4,3,main,49,31,1.0000645000000077,['n'],0,left,['2'],5,0.6304220000001806,-99,-99,49,letter,2,18,V,R,
5,3,main,23,57,1.4334797000001345,['n'],1,right,['2'],5,0.2599456999996619,-99,-99,57,letter,2,18,V,R,
6,3,main,23,57,1.1673866000000999,['n'],1,right,['2'],5,0.4914859999998953,-99,-99,57,letter,2,18,V,R,
7,3,main,31,49,1.5006412000002456,['c'],0,right,['8'],3,1.7886030999998184,-99,-99,49,letter,2,18,V,R,
8,3,main,16,64,3.5330033000000185,['n'],1,right,['9'],2,1.0485662999999477,-99,-99,64,letter,2,18,V,R,
9,3,main,57,23,1.100148600000466,['c'],1,left,['2'],5,0.3708716999999524,-99,-99,57,letter,2,18,V,R,
10,3,main,57,23,2.2501120000006267,['n'],0,left,['8'],3,0.6346671999999671,-99,-99,57,letter,2,18,V,R,
11,3,main,49,31,2.349963200000275,['n'],0,left,['3'],4,0.5476745999994819,-99,-99,49,letter,2,18,V,R,
12,3,main,49,31,0.950255499999912,['c'],1,left,['2'],5,0.8720090999995591,-99,-99,49,letter,2,18,V,R,
13,3,main,31,49,4.666630599999735,['n'],1,right,['8'],3,0.37952560000030644,-99,-99,49,letter,2,18,V,R,
14,3,main,57,23,1.2673182999997152,['c'],1,left,['2'],5,0.5696204000005309,-99,-99,57,letter,2,18,V,R,
15,3,main,31,49,1.1838642000002437,['n'],1,right,['3'],4,2.2119147000003068,-99,-99,49,letter,2,18,V,R,
16,3,main,57,23,2.183192599999529,['c'],1,left,['8'],3,0.40458250000028784,-99,-99,57,letter,2,18,V,R,
17,3,main,49,31,1.7665945999997348,['c'],1,left,['3'],4,0.33427410000058444,-99,-99,49,letter,2,18,V,R,
18,3,main,16,64,1.2167518000005657,['n'],1,right,['2'],5,0.30462830000033136,-99,-99,64,letter,2,18,V,R,
19,3,main,23,57,1.316581799999767,['n'],1,right,['3'],4,0.5123720999999932,-99,-99,57,letter,2,18,V,R,
20,3,main,64,16,1.4835893999998007,['c'],1,left,['3'],4,0.7526162000003751,-99,-99,64,letter,2,18,V,R,
21,3,main,64,16,1.149707199999284,['c'],1,left,['2'],5,0.3090275999993537,-99,-99,64,letter,2,18,V,R,
22,3,main,23,57,1.1327925999994477,['n'],1,right,['1'],6,0.3796860000002198,-99,-99,57,letter,2,18,V,R,
23,3,main,16,64,1.0508501999993314,['n'],1,right,['1'],6,0.11469140000008338,-99,-99,64,letter,2,18,V,R,
24,3,main,31,49,1.4502233000002889,['n'],1,right,['1'],6,0.22827369999959046,-99,-99,49,letter,2,18,V,R,
25,3,main,31,49,2.3505386000006183,['n'],1,right,['3'],4,0.7013882999999623,-99,-99,49,letter,2,18,V,R,
26,3,main,23,57,1.0664882000000944,['n'],1,right,['2'],5,0.32716400000026624,-99,-99,57,letter,2,18,V,R,
27,3,main,23,57,2.7666564000001017,['n'],1,right,['3'],4,0.8436778000004779,-99,-99,57,letter,2,18,V,R,
28,3,main,64,16,0.899811100000079,['c'],1,left,['2'],5,0.42227510000066104,-99,-99,64,letter,2,18,V,R,
29,3,main,64,16,0.8498764000005394,['c'],1,left,['3'],4,0.6121208000004117,-99,-99,64,letter,2,18,V,R,
30,3,main,64,16,1.3503037000000404,['c'],1,left,['2'],5,0.37363080000068294,-99,-99,64,letter,2,18,V,R,
31,3,main,31,49,1.0504312000002756,['n'],1,right,['3'],4,1.5012913999999,-99,-99,49,letter,2,18,V,R,
32,3,main,57,23,2.33316239999931,['n'],0,left,['9'],2,1.2364059999999881,-99,-99,57,letter,2,18,V,R,
33,3,main,16,64,1.183592200000021,['n'],1,right,['3'],4,1.1082860000005894,-99,-99,64,letter,2,18,V,R,
34,3,main,16,64,2.1498651999991125,['c'],0,right,['3'],4,0.6746776999998474,-99,-99,64,letter,2,18,V,R,
35,3,main,64,16,4.749772499999381,['c'],1,left,['3'],4,1.434599299999718,-99,-99,64,letter,2,18,V,R,
0,4,main,64,16,1.750347199999851,['c'],1,left,['3'],4,0.354446100000132,-99,-99,64,letter,2,18,V,R,
1,4,main,57,23,1.3003269000000728,['c'],1,left,['3'],4,1.2645944999994754,-99,-99,57,letter,2,18,V,R,
2,4,main,31,49,0.9998252999994293,['n'],1,right,['3'],4,0.9822899999999208,-99,-99,49,letter,2,18,V,R,
3,4,main,31,49,1.000164300000506,['n'],1,right,['3'],4,1.8312632999995913,-99,-99,49,letter,2,18,V,R,
4,4,main,23,57,1.1512172000002465,['n'],1,right,['2'],5,0.288434099999904,-99,-99,57,letter,2,18,V,R,
5,4,main,64,16,1.0170724999998129,['c'],1,left,['1'],6,0.50867449999987,-99,-99,64,letter,2,18,V,R,
6,4,main,23,57,1.4007900000005975,['n'],1,right,['8'],3,0.7370818999997937,-99,-99,57,letter,2,18,V,R,
7,4,main,57,23,2.216813500000171,['c'],1,left,['3'],4,0.4435109999994893,-99,-99,57,letter,2,18,V,R,
8,4,main,16,64,1.1501288999997996,['n'],1,right,['2'],5,0.30036479999944277,-99,-99,64,letter,2,18,V,R,
9,4,main,49,31,1.7833482999994885,['c'],1,left,['2'],5,0.9374846000000616,-99,-99,49,letter,2,18,V,R,
10,4,main,57,23,3.8664687000000413,['n'],0,left,['9'],2,0.6821040000004359,-99,-99,57,letter,2,18,V,R,
11,4,main,49,31,2.9499712000006184,['n'],0,left,['3'],4,0.3772412999996959,-99,-99,49,letter,2,18,V,R,
12,4,main,57,23,2.266962899999271,['c'],1,left,['2'],5,0.9126589999996213,-99,-99,57,letter,2,18,V,R,
13,4,main,23,57,1.0332041000001482,['n'],1,right,['2'],5,0.4505193999993935,-99,-99,57,letter,2,18,V,R,
14,4,main,31,49,1.31661990000066,['n'],1,right,['3'],4,0.38033179999911226,-99,-99,49,letter,2,18,V,R,
15,4,main,16,64,0.9998984000003475,['n'],1,right,['3'],4,0.26118920000044454,-99,-99,64,letter,2,18,V,R,
16,4,main,49,31,1.5844073000007484,['c'],1,left,['8'],3,0.3794775000005757,-99,-99,49,letter,2,18,V,R,
17,4,main,57,23,4.799643100000139,['n'],0,left,['8'],3,0.7807985999997982,-99,-99,57,letter,2,18,V,R,
18,4,main,57,23,1.0833278000000064,['c'],1,left,['2'],5,0.3065888000000996,-99,-99,57,letter,2,18,V,R,
19,4,main,64,16,2.6672663999997894,['c'],1,left,['3'],4,0.4122585999994044,-99,-99,64,letter,2,18,V,R,
20,4,main,49,31,1.3672440000000279,['c'],1,left,['3'],4,0.42115019999982906,-99,-99,49,letter,2,18,V,R,
21,4,main,16,64,0.9671899999993911,['n'],1,right,['1'],6,0.30223519999981363,-99,-99,64,letter,2,18,V,R,
22,4,main,23,57,0.8672162000002572,['n'],1,right,['1'],6,0.3356897999992725,-99,-99,57,letter,2,18,V,R,
23,4,main,49,31,1.7507187000001068,['c'],1,left,['3'],4,0.36475289999998495,-99,-99,49,letter,2,18,V,R,
24,4,main,31,49,1.0506208999995579,['n'],1,right,['2'],5,0.5963990999998714,-99,-99,49,letter,2,18,V,R,
25,4,main,64,16,1.0836193000004641,['c'],1,left,['3'],4,0.8654120999999577,-99,-99,64,letter,2,18,V,R,
26,4,main,49,31,2.1004886000000624,['c'],1,left,['8'],3,0.31511649999993097,-99,-99,49,letter,2,18,V,R,
27,4,main,31,49,1.650268800000049,['n'],1,right,['3'],4,0.4447079000001395,-99,-99,49,letter,2,18,V,R,
28,4,main,16,64,0.867156199999954,['n'],1,right,['2'],5,0.5043525999999474,-99,-99,64,letter,2,18,V,R,
29,4,main,23,57,1.5332412000007025,['n'],1,right,['3'],4,0.37520219999987603,-99,-99,57,letter,2,18,V,R,
30,4,main,16,64,0.8831448000000819,['n'],1,right,['3'],4,0.1495508999996673,-99,-99,64,letter,2,18,V,R,
31,4,main,64,16,2.433541299999888,['n'],0,left,['3'],4,0.6867726999998922,-99,-99,64,letter,2,18,V,R,
32,4,main,31,49,1.1668740999994043,['n'],1,right,['3'],4,1.124942899999951,-99,-99,49,letter,2,18,V,R,
33,4,main,64,16,0.9337033000001611,['c'],1,left,['2'],5,0.5633867000005921,-99,-99,64,letter,2,18,V,R,
34,4,main,16,64,1.033362600000146,['n'],1,right,['3'],4,0.35564660000000003,-99,-99,64,letter,2,18,V,R,
35,4,main,23,57,2.7001434999992853,['c'],0,right,['3'],4,2.761965199999395,-99,-99,57,letter,2,18,V,R,
0,5,main,49,31,1.2830438999999387,['n'],0,left,['2'],5,0.7015946999999869,-99,-99,49,letter,2,18,V,R,
1,5,main,57,23,0.9497509000002538,['c'],1,left,['3'],4,0.5237454000007347,-99,-99,57,letter,2,18,V,R,
2,5,main,31,49,2.499746000000414,['n'],1,right,['3'],4,0.27435739999964426,-99,-99,49,letter,2,18,V,R,
3,5,main,49,31,1.6158739000002242,['c'],1,left,['8'],3,1.5429513999997653,-99,-99,49,letter,2,18,V,R,
4,5,main,31,49,0.9503178000004482,['n'],1,right,['3'],4,1.0917263000001185,-99,-99,49,letter,2,18,V,R,
5,5,main,64,16,1.3671537000000171,['c'],1,left,['2'],5,0.46628450000025623,-99,-99,64,letter,2,18,V,R,
6,5,main,49,31,2.083081100000527,['c'],1,left,['3'],4,0.8930844999995315,-99,-99,49,letter,2,18,V,R,
7,5,main,64,16,2.7665821000000506,['n'],0,left,['9'],2,1.4512617999998838,-99,-99,64,letter,2,18,V,R,
8,5,main,23,57,0.9501372000004267,['n'],1,right,['2'],5,0.2836321000004318,-99,-99,57,letter,2,18,V,R,
9,5,main,16,64,1.8997237999992649,['n'],1,right,['2'],5,0.7407585999999355,-99,-99,64,letter,2,18,V,R,
10,5,main,57,23,3.799837800000205,['c'],1,left,['8'],3,0.5597895999999309,-99,-99,57,letter,2,18,V,R,
11,5,main,57,23,3.1171865999995134,['c'],1,left,['3'],4,0.34981600000082835,-99,-99,57,letter,2,18,V,R,
12,5,main,31,49,0.8838368000006085,['n'],1,right,['2'],5,0.4926858999997421,-99,-99,49,letter,2,18,V,R,
13,5,main,64,16,1.0332155999994939,['c'],1,left,['1'],6,0.3202512999996543,-99,-99,64,letter,2,18,V,R,
14,5,main,64,16,1.29988400000002,['c'],1,left,['1'],6,0.49598470000000816,-99,-99,64,letter,2,18,V,R,
15,5,main,57,23,2.716623499999514,['c'],1,left,['3'],4,0.8636876999999004,-99,-99,57,letter,2,18,V,R,
16,5,main,31,49,1.033407900000384,['n'],1,right,['3'],4,0.42001669999990554,-99,-99,49,letter,2,18,V,R,
17,5,main,49,31,1.549200600000404,['c'],1,left,['3'],4,0.3897305000000415,-99,-99,49,letter,2,18,V,R,
18,5,main,31,49,1.249975199999426,['n'],1,right,['2'],5,0.2446735000003173,-99,-99,49,letter,2,18,V,R,
19,5,main,16,64,1.1499622000001182,['n'],1,right,['2'],5,0.3969983000006323,-99,-99,64,letter,2,18,V,R,
20,5,main,31,49,1.2997944999997344,['n'],1,right,['2'],5,0.9212473999996291,-99,-99,49,letter,2,18,V,R,
21,5,main,16,64,1.0502071999999316,['n'],1,right,['1'],6,0.2668896000004679,-99,-99,64,letter,2,18,V,R,
22,5,main,49,31,1.483476200000041,['c'],1,left,['8'],3,0.34130370000002586,-99,-99,49,letter,2,18,V,R,
23,5,main,16,64,1.0002502999996068,['n'],1,right,['2'],5,1.168087199999718,-99,-99,64,letter,2,18,V,R,
24,5,main,23,57,1.000768799999605,['n'],1,right,['2'],5,0.47351830000025075,-99,-99,57,letter,2,18,V,R,
25,5,main,57,23,1.1168168000003789,['c'],1,left,['3'],4,1.018757299999379,-99,-99,57,letter,2,18,V,R,
26,5,main,64,16,3.316567500000019,['c'],1,left,['3'],4,1.8062250000002678,-99,-99,64,letter,2,18,V,R,
27,5,main,16,64,1.0336859999997614,['n'],1,right,['2'],5,0.34909890000017185,-99,-99,64,letter,2,18,V,R,
28,5,main,23,57,0.7493645000004108,['n'],1,right,['2'],5,0.33738850000008824,-99,-99,57,letter,2,18,V,R,
29,5,main,23,57,2.0834561000001486,['c'],0,right,['8'],3,0.3051124000003256,-99,-99,57,letter,2,18,V,R,
30,5,main,64,16,4.449155299999802,['n'],0,left,['8'],3,0.7878279999995357,-99,-99,64,letter,2,18,V,R,
31,5,main,23,57,0.9169449000000895,['n'],1,right,['2'],5,0.911923100000422,-99,-99,57,letter,2,18,V,R,
32,5,main,57,23,1.2337675999997373,['c'],1,left,['2'],5,0.4903125999999247,-99,-99,57,letter,2,18,V,R,
33,5,main,23,57,1.483581200000117,['c'],0,right,['2'],5,0.5239768999999797,-99,-99,57,letter,2,18,V,R,
34,5,main,16,64,0.9501233000000866,['n'],1,right,['3'],4,0.3056899000002886,-99,-99,64,letter,2,18,V,R,
