withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,44,36,6.966059900000005,['c'],1,left,['9'],2,7.568176299999891,[0.8179095],100.0,44,hard,plus,colour,beta,,,24,18,V,L,
1,0,training,27,53,10.431226899999956,['n'],1,right,['8'],3,8.99876949999998,[-1.38254887],100.0,53,easy,plus,colour,beta,,,24,18,V,L,
2,0,training,53,27,2.9167474999999286,['c'],1,left,['8'],3,4.9760519999999815,[0.97815255],100.0,53,easy,plus,colour,beta,,,24,18,V,L,
3,0,training,53,27,2.383519700000079,['c'],1,left,['8'],3,3.184420200000204,[0.49574814],100.0,53,easy,plus,colour,beta,,,24,18,V,L,
4,0,training,33,47,2.1503465000000688,['n'],1,right,['3'],4,8.449789499999952,[-0.90917514],100.0,47,medium,plus,colour,beta,,,24,18,V,L,
5,0,training,27,53,1.5998976000000766,['c'],0,right,['3'],4,2.7577946999999767,[-0.39666794],2.0,53,easy,plus,colour,beta,,,24,18,V,L,
6,0,training,33,47,5.048859400000083,['c'],0,right,['3'],4,3.557306199999857,[-0.34486354],6.0,47,medium,plus,colour,beta,,,24,18,V,L,
7,0,training,53,27,2.5828853999998955,['c'],1,left,['3'],4,1.1425888999999643,[0.35519556],100.0,53,easy,plus,colour,beta,,,24,18,V,L,
8,0,training,27,53,3.2000495000002047,['n'],1,right,['3'],4,3.4725039999998444,[-0.81224731],100.0,53,easy,plus,colour,beta,,,24,18,V,L,
9,0,training,36,44,1.399941900000158,['n'],1,right,['3'],4,1.6046406000000388,[-0.10627832],91.0,44,hard,plus,colour,beta,,,24,18,V,L,
10,0,training,36,44,1.2335841000001437,['n'],1,right,['2'],5,1.2581632999999783,[-0.17488236],98.0,44,hard,plus,colour,beta,,,24,18,V,L,
11,0,training,36,44,1.2167894000001525,['c'],0,right,['2'],5,1.6949013000000832,[-0.09514927],37.0,44,hard,plus,colour,beta,,,24,18,V,L,
12,0,training,47,33,1.0168285000002015,['n'],0,left,['3'],4,0.9215646000000106,[0.15582815],13.0,47,medium,plus,colour,beta,,,24,18,V,L,
13,0,training,44,36,1.433559999999943,['c'],1,left,['3'],4,0.7067796000001181,[0.02552664],85.0,44,hard,plus,colour,beta,,,24,18,V,L,
14,0,training,53,27,1.0503835999998046,['c'],1,left,['2'],5,0.9317075000001296,[0.10968063],96.0,53,easy,plus,colour,beta,,,24,18,V,L,
