withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,49,31,7.7168987000000016,['c'],1,left,['8'],4,9.48375139999996,[0.80612916],99.0,49,hard,minus,letter,beta,,,23,19,V,R,
1,0,training,64,16,7.616193399999929,['c'],1,left,['9'],5,2.9167336000000432,[0.66109843],100.0,64,easy,minus,letter,beta,,,23,19,V,R,
2,0,training,16,64,3.4671250000001237,['n'],1,right,['3'],3,4.604335799999944,[-1.09303936],100.0,64,easy,minus,letter,beta,,,23,19,V,R,
3,0,training,16,64,2.5169965000000047,['n'],1,right,['0'],6,0.13359430000014072,[-0.12790391],97.0,64,easy,minus,letter,beta,,,23,19,V,R,
4,0,training,49,31,2.150026499999967,['n'],0,left,['3'],3,2.9621133000000555,[0.33447411],2.0,49,hard,minus,letter,beta,,,23,19,V,R,
5,0,training,57,23,3.482836799999859,['c'],1,left,['0'],6,1.7194480000000567,[0.37738836],99.0,57,medium,minus,letter,beta,,,23,19,V,R,
6,0,training,16,64,2.56612240000004,['n'],1,right,['0'],6,0.8992647000000034,[-0.33960005],100.0,64,easy,minus,letter,beta,,,23,19,V,R,
7,0,training,49,31,4.0161633000000165,['n'],0,left,['9'],5,1.701868599999898,[0.14529597],6.0,49,hard,minus,letter,beta,,,23,19,V,R,
8,0,training,49,31,2.9164401000000453,['n'],0,left,['1'],1,1.7803619999999682,[-0.10779985],67.0,49,hard,minus,letter,beta,,,23,19,V,R,
9,0,training,31,49,3.283603200000016,['c'],0,right,['3'],3,1.3449462999999469,[0.04253694],45.0,49,hard,minus,letter,beta,,,23,19,V,R,
10,0,training,57,23,3.2167249999999967,['n'],0,left,['0'],6,2.0655601000000843,[-0.11905207],69.0,57,medium,minus,letter,beta,,,23,19,V,R,
11,0,training,23,57,3.232873599999948,['n'],1,right,['9'],5,2.788290300000199,[-0.16877229],77.0,57,medium,minus,letter,beta,,,23,19,V,R,
12,0,training,49,31,2.433402399999977,['c'],1,left,['8'],4,3.0661651999998867,[0.23557357],86.0,49,hard,minus,letter,beta,,,23,19,V,R,
13,0,training,57,23,2.4333698000000368,['n'],0,left,['3'],3,1.0609067000000323,[0.18096441],2.0,57,medium,minus,letter,beta,,,23,19,V,R,
14,0,training,64,16,3.983592999999928,['n'],0,left,['8'],4,2.0827398999999787,[0.60513218],0.0,64,easy,minus,letter,beta,,,23,19,V,R,
