withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,62,18,2.66679269999986,['c'],1,left,['9'],2,2.457752199999959,[0.50563543],100.0,62,easy,control,shape,alpha,,,10,16,V,R,
1,0,training,18,62,3.8499833999994735,['c'],0,right,['8'],3,2.8677886000004946,[-0.67387932],0.0,62,easy,control,shape,alpha,,,10,16,V,R,
2,0,training,31,49,6.366991199999575,['n'],1,right,['8'],3,2.0096834999994826,[-0.22652288],95.0,49,hard,control,shape,alpha,,,10,16,V,R,
3,0,training,23,57,3.68357879999985,['n'],1,right,['3'],4,2.397018399999979,[-0.34534025],98.0,57,medium,control,shape,alpha,,,10,16,V,R,
4,0,training,31,49,3.400152199999866,['c'],0,right,['9'],2,2.0444625000000087,[0.07797455],73.0,49,hard,control,shape,alpha,,,10,16,V,R,
5,0,training,18,62,3.3839687999998205,['n'],1,right,['8'],3,1.242415699999583,[-0.33743593],100.0,62,easy,control,shape,alpha,,,10,16,V,R,
6,0,training,18,62,3.767113099999733,['n'],1,right,['3'],4,3.2422842000005403,[-0.88993551],100.0,62,easy,control,shape,alpha,,,10,16,V,R,
7,0,training,62,18,2.350572400000601,['c'],1,left,['2'],5,1.4092780000000857,[0.18437623],94.0,62,easy,control,shape,alpha,,,10,16,V,R,
8,0,training,31,49,2.6829684999993333,['c'],0,right,['3'],4,3.572258299999703,[-0.06690228],35.0,49,hard,control,shape,alpha,,,10,16,V,R,
9,0,training,18,62,2.199425599999813,['c'],0,right,['3'],4,3.204356199999893,[-0.65855572],0.0,62,easy,control,shape,alpha,,,10,16,V,R,
10,0,training,62,18,2.8495082999997976,['c'],1,left,['8'],3,1.2253498000000036,[0.40712068],100.0,62,easy,control,shape,alpha,,,10,16,V,R,
11,0,training,57,23,1.7837368000000424,['c'],1,left,['1'],6,0.9366042999999991,[0.27972881],99.0,57,medium,control,shape,alpha,,,10,16,V,R,
12,0,training,49,31,1.7673589999994874,['c'],1,left,['2'],5,1.2036261000002924,[0.12526301],89.0,49,hard,control,shape,alpha,,,10,16,V,R,
13,0,training,18,62,4.25010839999959,['c'],0,right,['8'],3,1.873098299999583,[-0.20326665],6.0,62,easy,control,shape,alpha,,,10,16,V,R,
14,0,training,23,57,2.566322200000286,['n'],1,right,['9'],2,1.4302858000000924,[-0.12684501],87.0,57,medium,control,shape,alpha,,,10,16,V,R,
15,0,training,31,49,1.9164021999995384,['c'],0,right,['3'],4,1.2235227999999552,[-0.00947985],46.0,49,hard,control,shape,alpha,,,10,16,V,R,
16,0,training,31,49,2.4837831999993796,['c'],0,right,['2'],5,0.6824887000002491,[0.09096351],88.0,49,hard,control,shape,alpha,,,10,16,V,R,
17,0,training,31,49,3.03345360000003,['n'],1,right,['8'],3,0.2535937999991802,[0.02625397],28.0,49,hard,control,shape,alpha,,,10,16,V,R,
18,0,training,49,31,2.066984200000661,['n'],0,left,['3'],4,0.5043963000007352,[-0.09010799],91.0,49,hard,control,shape,alpha,,,10,16,V,R,
19,0,training,57,23,4.983162799999263,['n'],0,left,['3'],4,1.7963218000004417,[-0.00943649],53.0,57,medium,control,shape,alpha,,,10,16,V,R,
20,0,training,18,62,1.4833552000000054,['c'],0,right,['2'],5,0.5682501000001139,[0.11147428],93.0,62,easy,control,shape,alpha,,,10,16,V,R,
21,0,training,62,18,1.4005655999999362,['c'],1,left,['3'],4,0.35238769999978103,[0.1480272],99.0,62,easy,control,shape,alpha,,,10,16,V,R,
22,0,training,57,23,2.566769799999747,['c'],1,left,['8'],3,0.27482640000016545,[0.09018784],96.0,57,medium,control,shape,alpha,,,10,16,V,R,
23,0,training,57,23,1.5330100999999559,['c'],1,left,['1'],6,0.3219060999999783,[0.10147089],96.0,57,medium,control,shape,alpha,,,10,16,V,R,
24,0,training,23,57,2.199415500000214,['c'],0,right,['3'],4,1.156464099999539,[-0.15649421],7.0,57,medium,control,shape,alpha,,,10,16,V,R,
25,0,training,49,31,2.816919300000336,['c'],1,left,['2'],5,0.7972207000002527,[-0.03804172],32.0,49,hard,control,shape,alpha,,,10,16,V,R,
