withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,57,23,4.966684600000008,['n'],0,left,['3'],3,2.530894500000045,[0.16116897],29.0,57,medium,minus,shape,alpha,,,13,18,V,R,
1,0,training,23,57,3.616460699999948,['n'],1,right,['8'],4,2.467764700000089,[-0.10775437],65.0,57,medium,minus,shape,alpha,,,13,18,V,R,
2,0,training,18,62,3.8834154999999555,['n'],1,right,['8'],4,7.820832999999993,[-1.17176373],98.0,62,easy,minus,shape,alpha,,,13,18,V,R,
3,0,training,23,57,2.249651199999903,['n'],1,right,['3'],3,2.8951863000000913,[-0.12527431],66.0,57,medium,minus,shape,alpha,,,13,18,V,R,
4,0,training,31,49,1.2999862000000348,['n'],1,right,['8'],4,1.5343473000000358,[-0.08167573],64.0,49,hard,minus,shape,alpha,,,13,18,V,R,
5,0,training,57,23,1.2837681999999404,['c'],1,left,['9'],5,1.492992299999969,[0.389796],95.0,57,medium,minus,shape,alpha,,,13,18,V,R,
6,0,training,62,18,1.0334014000000025,['c'],1,left,['9'],5,1.9426793000000089,[0.60352721],98.0,62,easy,minus,shape,alpha,,,13,18,V,R,
7,0,training,23,57,1.1840292000000545,['n'],1,right,['8'],4,0.8487460999999712,[-0.07189334],67.0,57,medium,minus,shape,alpha,,,13,18,V,R,
8,0,training,23,57,1.8332120999999688,['n'],1,right,['8'],4,1.1964036000000533,[-0.08678167],67.0,57,medium,minus,shape,alpha,,,13,18,V,R,
9,0,training,49,31,1.3331921000000193,['c'],1,left,['8'],4,1.6301317999999583,[0.08980629],65.0,49,hard,minus,shape,alpha,,,13,18,V,R,
10,0,training,23,57,1.1837919000000738,['n'],1,right,['8'],4,1.300608000000011,[-0.3358214],93.0,57,medium,minus,shape,alpha,,,13,18,V,R,
11,0,training,62,18,1.1669845000000123,['c'],1,left,['9'],5,0.5369519999999284,[0.10196262],78.0,62,easy,minus,shape,alpha,,,13,18,V,R,
12,0,training,18,62,1.1333670999999867,['n'],1,right,['9'],5,0.8455330999998978,[-0.21921541],90.0,62,easy,minus,shape,alpha,,,13,18,V,R,
13,0,training,57,23,1.3667361999999912,['c'],1,left,['9'],5,1.3403741999999284,[0.24047865],87.0,57,medium,minus,shape,alpha,,,13,18,V,R,
14,0,training,62,18,1.3001983000000337,['c'],1,left,['9'],5,1.0181493000000046,[0.19985306],86.0,62,easy,minus,shape,alpha,,,13,18,V,R,
15,0,training,31,49,1.1831637000000228,['n'],1,right,['9'],5,1.305233899999962,[-0.01520807],53.0,49,hard,minus,shape,alpha,,,13,18,V,R,
16,0,training,31,49,1.7657170999999607,['n'],1,right,['8'],4,1.5738689999999451,[-0.257918],86.0,49,hard,minus,shape,alpha,,,13,18,V,R,
17,0,training,49,31,1.0165625999999293,['c'],1,left,['9'],5,0.6295023000000128,[0.05450743],65.0,49,hard,minus,shape,alpha,,,13,18,V,R,
18,0,training,31,49,1.9327402999999777,['c'],0,right,['3'],3,1.2867646999999351,[0.06079324],62.0,49,hard,minus,shape,alpha,,,13,18,V,R,
19,0,training,57,23,0.999699899999996,['c'],1,left,['8'],4,2.002350799999931,[0.2054806],79.0,57,medium,minus,shape,alpha,,,13,18,V,R,
20,0,training,49,31,1.8503054999999904,['c'],1,left,['2'],2,2.4156394999999975,[0.16933562],73.0,49,hard,minus,shape,alpha,,,13,18,V,R,
21,0,training,18,62,1.5510280000000876,['n'],1,right,['8'],4,1.5282164000000193,[-0.26014155],87.0,62,easy,minus,shape,alpha,,,13,18,V,R,
22,0,training,62,18,1.3669516999999587,['c'],1,left,['8'],4,0.8112736999999015,[0.25948981],93.0,62,easy,minus,shape,alpha,,,13,18,V,R,
23,0,training,49,31,0.9672180999999682,['c'],1,left,['9'],5,0.6037071000000651,[0.14046568],84.0,49,hard,minus,shape,alpha,,,13,18,V,R,
24,0,training,49,31,1.0328625999999304,['c'],1,left,['9'],5,1.9053592000000208,[0.19121777],78.0,49,hard,minus,shape,alpha,,,13,18,V,R,
25,0,training,62,18,1.050695800000085,['c'],1,left,['9'],5,0.48181110000007266,[0.1087608],80.0,62,easy,minus,shape,alpha,,,13,18,V,R,
26,0,training,62,18,1.1997691999999915,['c'],1,left,['9'],5,0.7901854000000412,[0.25877908],93.0,62,easy,minus,shape,alpha,,,13,18,V,R,
27,0,training,57,23,1.4668133000000125,['c'],1,left,['9'],5,0.48324730000001637,[0.02904281],59.0,57,medium,minus,shape,alpha,,,13,18,V,R,
28,0,training,31,49,2.483506299999931,['n'],1,right,['2'],2,1.1244628999999122,[-0.15553693],79.0,49,hard,minus,shape,alpha,,,13,18,V,R,
29,0,training,18,62,1.9828658000000132,['c'],0,right,['3'],3,0.5597138000000541,[-0.06560391],31.0,62,easy,minus,shape,alpha,,,13,18,V,R,
30,0,training,18,62,1.432876599999986,['n'],1,right,['8'],4,0.6794078000000354,[-0.00694733],52.0,62,easy,minus,shape,alpha,,,13,18,V,R,
31,0,training,23,57,3.7834761999999955,['c'],0,right,['3'],3,0.7807253999999375,[-0.02935404],43.0,57,medium,minus,shape,alpha,,,13,18,V,R,
32,0,training,57,23,2.1339361999999937,['c'],1,left,['3'],3,1.0877792999999656,[0.22967559],88.0,57,medium,minus,shape,alpha,,,13,18,V,R,
33,0,training,31,49,2.1672701999999617,['n'],1,right,['8'],4,1.2050422999999455,[0.02611174],45.0,49,hard,minus,shape,alpha,,,13,18,V,R,
34,0,training,18,62,1.5996345999999448,['n'],1,right,['9'],5,0.9400948000001108,[-0.0626265],64.0,62,easy,minus,shape,alpha,,,13,18,V,R,
35,0,training,49,31,2.1001029000000244,['c'],1,left,['8'],4,5.25804160000007,[0.58020484],91.0,49,hard,minus,shape,alpha,,,13,18,V,R,
0,1,training,18,62,1.3828911000000517,['n'],1,right,['8'],4,2.996451400000069,[-0.48357757],93.0,62,easy,minus,shape,alpha,,,13,18,V,R,
1,1,training,23,57,0.9005985999999666,['n'],1,right,['0'],6,0.7038959999999861,[-0.14703607],83.0,57,medium,minus,shape,alpha,,,13,18,V,R,
2,1,training,57,23,0.9830643999999893,['c'],1,left,['9'],5,0.5474646000000121,[0.05902369],67.0,57,medium,minus,shape,alpha,,,13,18,V,R,
3,1,training,23,57,1.267788899999914,['n'],1,right,['8'],4,0.9145151999999825,[-0.19341381],86.0,57,medium,minus,shape,alpha,,,13,18,V,R,
4,1,training,49,31,1.4840659999999843,['c'],1,left,['8'],4,1.7862457999999606,[0.60387147],98.0,49,hard,minus,shape,alpha,,,13,18,V,R,
5,1,training,49,31,3.2332863999999972,['c'],1,left,['3'],3,1.2087619999999788,[0.22215033],86.0,49,hard,minus,shape,alpha,,,13,18,V,R,
6,1,training,62,18,0.9335450000000947,['c'],1,left,['9'],5,0.826693700000078,[0.1441469],81.0,62,easy,minus,shape,alpha,,,13,18,V,R,
7,1,training,31,49,1.5332530000000588,['n'],1,right,['8'],4,0.5797139000001152,[0.0321599],41.0,49,hard,minus,shape,alpha,,,13,18,V,R,
8,1,training,57,23,1.0166244000001825,['c'],1,left,['0'],6,5.227334300000166,[0.79438142],96.0,57,medium,minus,shape,alpha,,,13,18,V,R,
9,1,training,18,62,2.3169021000001067,['n'],1,right,['3'],3,0.6755576000000474,[-0.15384664],84.0,62,easy,minus,shape,alpha,,,13,18,V,R,
10,1,training,31,49,1.3164793999999347,['n'],1,right,['9'],5,0.8914240000001428,[-0.03679613],59.0,49,hard,minus,shape,alpha,,,13,18,V,R,
11,1,training,49,31,0.9996283999998923,['c'],1,left,['9'],5,0.7750366000000213,[0.09848363],73.0,49,hard,minus,shape,alpha,,,13,18,V,R,
12,1,training,62,18,1.2833642999999029,['c'],1,left,['9'],5,0.508125100000143,[0.03470328],61.0,62,easy,minus,shape,alpha,,,13,18,V,R,
13,1,training,18,62,1.067272100000082,['n'],1,right,['9'],5,0.8041299999999865,[-0.17172751],85.0,62,easy,minus,shape,alpha,,,13,18,V,R,
14,1,training,31,49,1.2002247000000352,['c'],0,right,['9'],5,0.6350917000002028,[0.13020692],81.0,49,hard,minus,shape,alpha,,,13,18,V,R,
15,1,training,49,31,0.7999949000000015,['c'],1,left,['8'],4,0.6325819000001047,[0.15711147],86.0,49,hard,minus,shape,alpha,,,13,18,V,R,
16,1,training,18,62,1.0997171999999864,['n'],1,right,['9'],5,0.42707240000004276,[-0.17745661],92.0,62,easy,minus,shape,alpha,,,13,18,V,R,
17,1,training,57,23,0.9507955000001402,['c'],1,left,['0'],6,0.5712888999998995,[0.11725195],80.0,57,medium,minus,shape,alpha,,,13,18,V,R,
18,1,training,62,18,2.367880699999887,['c'],1,left,['3'],3,1.549200400000018,[0.19582953],80.0,62,easy,minus,shape,alpha,,,13,18,V,R,
19,1,training,57,23,1.2670459999999366,['c'],1,left,['0'],6,0.5317110999999386,[0.12575742],83.0,57,medium,minus,shape,alpha,,,13,18,V,R,
20,1,training,49,31,1.766909799999894,['c'],1,left,['9'],5,0.8155676000001222,[0.00219471],51.0,49,hard,minus,shape,alpha,,,13,18,V,R,
21,1,training,57,23,0.9503027000000657,['c'],1,left,['9'],5,0.6078206000001956,[0.15059265],85.0,57,medium,minus,shape,alpha,,,13,18,V,R,
22,1,training,62,18,1.2167763999998442,['c'],1,left,['9'],5,0.5421964000001935,[0.09705104],77.0,62,easy,minus,shape,alpha,,,13,18,V,R,
23,1,training,23,57,1.466511999999966,['n'],1,right,['2'],2,1.0932651999999052,[-0.17047732],81.0,57,medium,minus,shape,alpha,,,13,18,V,R,
24,1,training,49,31,0.916607200000044,['c'],1,left,['0'],6,1.0043504999998731,[-0.02216654],45.0,49,hard,minus,shape,alpha,,,13,18,V,R,
25,1,training,23,57,2.067150300000094,['c'],0,right,['2'],2,1.0168416999999863,[-0.0845678],32.0,57,medium,minus,shape,alpha,,,13,18,V,R,
26,1,training,23,57,1.1335246000001007,['n'],1,right,['9'],5,0.6178139000001011,[-0.02917945],58.0,57,medium,minus,shape,alpha,,,13,18,V,R,
27,1,training,62,18,1.1842037000001255,['c'],1,left,['9'],5,0.6488543000000391,[0.06142059],67.0,62,easy,minus,shape,alpha,,,13,18,V,R,
28,1,training,31,49,1.216527600000063,['n'],1,right,['8'],4,0.9180876000000353,[-0.20080367],87.0,49,hard,minus,shape,alpha,,,13,18,V,R,
29,1,training,31,49,1.1504813999999897,['n'],1,right,['8'],4,0.7143681000000015,[-0.0709444],68.0,49,hard,minus,shape,alpha,,,13,18,V,R,
30,1,training,23,57,1.0498849000000519,['n'],1,right,['9'],5,1.1793016000001444,[-0.07343548],65.0,57,medium,minus,shape,alpha,,,13,18,V,R,
31,1,training,62,18,0.9330262999999377,['c'],1,left,['0'],6,0.5578829999999471,[0.17193652],89.0,62,easy,minus,shape,alpha,,,13,18,V,R,
32,1,training,31,49,1.5499641999999767,['n'],1,right,['3'],3,1.0088100999998915,[0.06443644],36.0,49,hard,minus,shape,alpha,,,13,18,V,R,
