withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,23,57,2.900198199999977,['n'],1,right,['3'],3,3.0869308000000046,[-0.16673085],70.0,57,medium,minus,letter,alpha,,,41,18,V,R,
1,0,training,64,16,1.5336886999999706,['c'],1,left,['8'],4,0.8451536000000033,[0.23160603],91.0,64,easy,minus,letter,alpha,,,41,18,V,R,
2,0,training,49,31,0.9657712999999148,['c'],1,left,['9'],5,0.4446637999999439,[0.07004906],72.0,49,hard,minus,letter,alpha,,,41,18,V,R,
3,0,training,49,31,0.9503667000000178,['n'],0,left,['3'],3,0.5564703000000009,[0.02914256],41.0,49,hard,minus,letter,alpha,,,41,18,V,R,
4,0,training,64,16,2.449612399999978,['c'],1,left,['3'],3,1.1641436999999542,[0.22570351],87.0,64,easy,minus,letter,alpha,,,41,18,V,R,
5,0,training,31,49,1.9995029000000386,['n'],1,right,['8'],4,0.27701999999999316,[-0.05708909],73.0,49,hard,minus,letter,alpha,,,41,18,V,R,
6,0,training,16,64,0.6833107999999584,['n'],1,right,['0'],6,0.24633669999991525,[-0.04623913],70.0,64,easy,minus,letter,alpha,,,41,18,V,R,
7,0,training,49,31,1.083081800000059,['n'],0,left,['8'],4,0.264902300000017,[0.02422028],40.0,49,hard,minus,letter,alpha,,,41,18,V,R,
8,0,training,57,23,0.9333206999999675,['c'],1,left,['8'],4,0.9767233999999689,[0.26410324],92.0,57,medium,minus,letter,alpha,,,41,18,V,R,
9,0,training,16,64,1.1666430000000219,['n'],1,right,['0'],6,0.22602789999996276,[-0.1362077],93.0,64,easy,minus,letter,alpha,,,41,18,V,R,
10,0,training,49,31,0.8324989000000187,['c'],1,left,['9'],5,0.8312519999999495,[-0.10668691],26.0,49,hard,minus,letter,alpha,,,41,18,V,R,
11,0,training,23,57,0.8000435000000152,['n'],1,right,['9'],5,0.5653053999999429,[-0.07300675],71.0,57,medium,minus,letter,alpha,,,41,18,V,R,
12,0,training,64,16,0.849782399999981,['c'],1,left,['8'],4,0.356514299999958,[0.11877463],86.0,64,easy,minus,letter,alpha,,,41,18,V,R,
13,0,training,16,64,0.8000031999999919,['n'],1,right,['0'],6,0.25380859999995664,[-0.16591371],95.0,64,easy,minus,letter,alpha,,,41,18,V,R,
14,0,training,64,16,0.6999677999999676,['c'],1,left,['9'],5,0.2389264999999341,[0.03677747],66.0,64,easy,minus,letter,alpha,,,41,18,V,R,
15,0,training,31,49,0.8999865000000682,['c'],0,right,['2'],2,1.080810700000029,[-0.05791379],38.0,49,hard,minus,letter,alpha,,,41,18,V,R,
16,0,training,16,64,0.8501865999999154,['n'],1,right,['9'],5,0.3067644999999857,[-0.11475486],87.0,64,easy,minus,letter,alpha,,,41,18,V,R,
17,0,training,23,57,0.7166089000000966,['n'],1,right,['8'],4,0.6093415000000277,[-0.06287804],67.0,57,medium,minus,letter,alpha,,,41,18,V,R,
18,0,training,57,23,1.7497715000000653,['c'],1,left,['8'],4,0.8431080999999949,[0.12380142],77.0,57,medium,minus,letter,alpha,,,41,18,V,R,
19,0,training,57,23,0.783334200000013,['c'],1,left,['9'],5,0.2572364000000107,[0.15303644],94.0,57,medium,minus,letter,alpha,,,41,18,V,R,
20,0,training,31,49,1.4664774000000307,['n'],1,right,['8'],4,0.9313435999999911,[-0.20257571],87.0,49,hard,minus,letter,alpha,,,41,18,V,R,
21,0,training,57,23,0.7001459000000523,['c'],1,left,['9'],5,0.16925630000002911,[0.0587662],78.0,57,medium,minus,letter,alpha,,,41,18,V,R,
22,0,training,16,64,0.6171983999998929,['n'],1,right,['9'],5,0.30568720000007943,[-0.14453069],91.0,64,easy,minus,letter,alpha,,,41,18,V,R,
23,0,training,23,57,0.8998984999999493,['n'],1,right,['9'],5,0.6808424999999261,[-0.0732793],69.0,57,medium,minus,letter,alpha,,,41,18,V,R,
24,0,training,31,49,1.1170425999999907,['c'],0,right,['3'],3,0.3129672000000028,[0.02029356],58.0,49,hard,minus,letter,alpha,,,41,18,V,R,
25,0,training,64,16,1.9331525000000056,['c'],1,left,['8'],4,0.5671095999999807,[0.09373739],75.0,64,easy,minus,letter,alpha,,,41,18,V,R,
26,0,training,49,31,1.0495071999999936,['c'],1,left,['3'],3,0.35002620000000206,[0.066909],73.0,49,hard,minus,letter,alpha,,,41,18,V,R,
27,0,training,57,23,1.499840000000063,['c'],1,left,['8'],4,0.764509500000031,[0.18334394],87.0,57,medium,minus,letter,alpha,,,41,18,V,R,
28,0,training,31,49,0.816767700000014,['n'],1,right,['9'],5,0.19683249999991403,[0.01583057],42.0,49,hard,minus,letter,alpha,,,41,18,V,R,
29,0,training,23,57,0.8163291000000754,['n'],1,right,['9'],5,0.4040833000000248,[-0.06822659],72.0,57,medium,minus,letter,alpha,,,41,18,V,R,
30,0,training,16,64,0.8501751000000013,['n'],1,right,['0'],6,0.649196599999982,[-0.18342873],89.0,64,easy,minus,letter,alpha,,,41,18,V,R,
31,0,training,23,57,1.183244699999932,['c'],0,right,['3'],3,0.5358400999999731,[-0.01024918],47.0,57,medium,minus,letter,alpha,,,41,18,V,R,
32,0,training,64,16,0.8500101999999288,['c'],1,left,['8'],4,0.871823500000005,[0.21853256],89.0,64,easy,minus,letter,alpha,,,41,18,V,R,
33,0,training,49,31,1.03347210000004,['c'],1,left,['8'],4,0.2913118000000168,[0.15317305],93.0,49,hard,minus,letter,alpha,,,41,18,V,R,
34,0,training,57,23,0.8171098000000256,['c'],1,left,['0'],6,0.09488139999996292,[0.1060349],96.0,57,medium,minus,letter,alpha,,,41,18,V,R,
35,0,training,31,49,1.1493591999999353,['n'],1,right,['9'],5,0.6604985999999826,[-0.26410399],95.0,49,hard,minus,letter,alpha,,,41,18,V,R,
0,1,training,49,31,0.8499169000000393,['n'],0,left,['8'],4,0.6626345000000811,[0.01498139],46.0,49,hard,minus,letter,alpha,,,41,18,V,R,
1,1,training,64,16,0.7832885999999917,['c'],1,left,['8'],4,0.2288087000000587,[0.07367359],80.0,64,easy,minus,letter,alpha,,,41,18,V,R,
2,1,training,16,64,0.733402700000056,['n'],1,right,['0'],6,0.11781410000003234,[-0.03729931],73.0,64,easy,minus,letter,alpha,,,41,18,V,R,
3,1,training,57,23,1.2329320000000052,['c'],1,left,['8'],4,0.4077584999999999,[0.08490717],77.0,57,medium,minus,letter,alpha,,,41,18,V,R,
4,1,training,16,64,0.6501541999999745,['n'],1,right,['0'],6,0.2449096999999938,[-0.0714608],79.0,64,easy,minus,letter,alpha,,,41,18,V,R,
5,1,training,23,57,1.016640499999994,['c'],0,right,['2'],2,1.2101074999999355,[0.10199522],70.0,57,medium,minus,letter,alpha,,,41,18,V,R,
6,1,training,23,57,0.6830245999999534,['n'],1,right,['0'],6,0.08619250000003831,[-0.0608858],87.0,57,medium,minus,letter,alpha,,,41,18,V,R,
7,1,training,64,16,0.9001141999999618,['c'],1,left,['9'],5,0.13466519999997217,[0.03983822],73.0,64,easy,minus,letter,alpha,,,41,18,V,R,
8,1,training,57,23,1.0500768000000562,['c'],1,left,['8'],4,0.5912727999999561,[0.13028291],82.0,57,medium,minus,letter,alpha,,,41,18,V,R,
9,1,training,57,23,1.0500018999999838,['c'],1,left,['8'],4,0.13311490000000958,[0.07381976],86.0,57,medium,minus,letter,alpha,,,41,18,V,R,
10,1,training,16,64,0.7158445000000029,['n'],1,right,['0'],6,0.10700150000002395,[-0.03161682],70.0,64,easy,minus,letter,alpha,,,41,18,V,R,
11,1,training,16,64,1.4335334000001012,['n'],1,right,['9'],5,0.373085299999957,[-0.01817778],57.0,64,easy,minus,letter,alpha,,,41,18,V,R,
12,1,training,57,23,0.9496199999999817,['c'],1,left,['8'],4,0.3754824999999755,[0.11918304],85.0,57,medium,minus,letter,alpha,,,41,18,V,R,
13,1,training,64,16,0.8166766000000507,['c'],1,left,['3'],3,0.27117759999998725,[0.18781823],96.0,64,easy,minus,letter,alpha,,,41,18,V,R,
14,1,training,16,64,0.7171554999999898,['n'],1,right,['0'],6,0.04726770000002034,[-0.0716749],95.0,64,easy,minus,letter,alpha,,,41,18,V,R,
15,1,training,49,31,1.2165092999999843,['c'],1,left,['8'],4,0.2764309000000367,[0.07914902],79.0,49,hard,minus,letter,alpha,,,41,18,V,R,
16,1,training,49,31,0.8668113000001085,['n'],0,left,['8'],4,0.6864283999999543,[0.03825987],40.0,49,hard,minus,letter,alpha,,,41,18,V,R,
17,1,training,57,23,0.6666568000000552,['n'],0,left,['2'],2,1.3275525000000243,[0.1029036],31.0,57,medium,minus,letter,alpha,,,41,18,V,R,
18,1,training,49,31,1.0162642000000233,['c'],1,left,['8'],4,0.5049784999999929,[0.14417539],86.0,49,hard,minus,letter,alpha,,,41,18,V,R,
19,1,training,31,49,1.115847400000007,['n'],1,right,['9'],5,0.2556230999999798,[-0.10701156],87.0,49,hard,minus,letter,alpha,,,41,18,V,R,
20,1,training,64,16,1.4335128000000168,['c'],1,left,['8'],4,0.3876887999999781,[0.0180128],56.0,64,easy,minus,letter,alpha,,,41,18,V,R,
21,1,training,23,57,0.6666449000000512,['n'],1,right,['9'],5,0.1285769999999502,[-0.00192726],51.0,57,medium,minus,letter,alpha,,,41,18,V,R,
22,1,training,49,31,1.7333666999999195,['c'],1,left,['8'],4,0.2540278000000171,[0.02309071],60.0,49,hard,minus,letter,alpha,,,41,18,V,R,
23,1,training,31,49,0.7000185999999076,['n'],1,right,['8'],4,0.09524840000005952,[-0.10064984],95.0,49,hard,minus,letter,alpha,,,41,18,V,R,
24,1,training,49,31,0.7001179000000093,['n'],0,left,['9'],5,0.15095640000004096,[-0.05174621],77.0,49,hard,minus,letter,alpha,,,41,18,V,R,
25,1,training,31,49,0.6172279999999546,['n'],1,right,['0'],6,0.14420209999991584,[-0.04365629],74.0,49,hard,minus,letter,alpha,,,41,18,V,R,
26,1,training,57,23,1.0496669999999995,['c'],1,left,['3'],3,0.5840699000000313,[0.19805897],91.0,57,medium,minus,letter,alpha,,,41,18,V,R,
27,1,training,31,49,2.066138600000045,['c'],0,right,['8'],4,0.32482179999999516,[-0.07135553],24.0,49,hard,minus,letter,alpha,,,41,18,V,R,
28,1,training,23,57,0.6495777999999746,['n'],1,right,['0'],6,0.08536400000002686,[-0.11534376],97.0,57,medium,minus,letter,alpha,,,41,18,V,R,
29,1,training,31,49,0.8324278000000049,['n'],1,right,['9'],5,0.18454480000002604,[-0.0848964],86.0,49,hard,minus,letter,alpha,,,41,18,V,R,
30,1,training,64,16,1.1829946999999947,['c'],1,left,['9'],5,0.2497422999998662,[0.0763356],80.0,64,easy,minus,letter,alpha,,,41,18,V,R,
31,1,training,23,57,0.6834661000000324,['n'],1,right,['9'],5,0.10838029999990795,[-0.0594481],83.0,57,medium,minus,letter,alpha,,,41,18,V,R,
