withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,23,57,7.600064799999927,['n'],1,right,['0'],1,5.17300780000005,[-0.4363004],85.0,57,medium,minus,letter,alpha,,,14,17,V,R,
1,0,training,31,49,5.015894800000069,['n'],1,right,['9'],2,2.4840657000000874,[-0.21594597],77.0,49,hard,minus,letter,alpha,,,14,17,V,R,
2,0,training,31,49,4.14947810000001,['c'],0,right,['0'],1,1.1535559000000148,[0.14663004],77.0,49,hard,minus,letter,alpha,,,14,17,V,R,
3,0,training,16,64,1.9336385999999948,['c'],0,right,['8'],3,3.869359799999984,[-0.57477972],7.0,64,easy,minus,letter,alpha,,,14,17,V,R,
4,0,training,64,16,2.1162764999999126,['c'],1,left,['3'],4,3.2368340000000444,[1.03736958],99.0,64,easy,minus,letter,alpha,,,14,17,V,R,
5,0,training,16,64,2.133125899999868,['c'],0,right,['8'],3,1.6208645000001525,[-0.38731916],6.0,64,easy,minus,letter,alpha,,,14,17,V,R,
6,0,training,31,49,1.4502379000000474,['n'],1,right,['3'],4,2.4173683999999867,[-0.38176523],90.0,49,hard,minus,letter,alpha,,,14,17,V,R,
7,0,training,49,31,1.4659918999998354,['n'],0,left,['3'],4,1.292827700000089,[0.08832572],33.0,49,hard,minus,letter,alpha,,,14,17,V,R,
8,0,training,31,49,1.1503230000000713,['n'],1,right,['3'],4,0.8981178999999884,[-0.09979912],72.0,49,hard,minus,letter,alpha,,,14,17,V,R,
9,0,training,57,23,1.7667081999998118,['n'],0,left,['9'],2,0.7028833000001669,[0.0725798],31.0,57,medium,minus,letter,alpha,,,14,17,V,R,
10,0,training,49,31,1.583224599999994,['c'],1,left,['9'],2,1.897906599999942,[0.39104953],93.0,49,hard,minus,letter,alpha,,,14,17,V,R,
11,0,training,23,57,2.066474400000061,['n'],1,right,['3'],4,1.826381500000025,[-0.50390306],97.0,57,medium,minus,letter,alpha,,,14,17,V,R,
12,0,training,49,31,1.5497806000000764,['c'],1,left,['8'],3,0.9620562999998583,[0.16093915],81.0,49,hard,minus,letter,alpha,,,14,17,V,R,
13,0,training,57,23,1.4334057999999459,['c'],1,left,['8'],3,0.522138699999914,[0.07874268],73.0,57,medium,minus,letter,alpha,,,14,17,V,R,
14,0,training,31,49,1.0166380999999092,['n'],1,right,['3'],4,2.147687999999789,[-0.24709503],82.0,49,hard,minus,letter,alpha,,,14,17,V,R,
15,0,training,64,16,0.8003353999999945,['c'],1,left,['2'],5,0.9008257999998932,[0.22998446],90.0,64,easy,minus,letter,alpha,,,14,17,V,R,
