withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,47,33,3.6831670999999915,['n'],0,left,['3'],3,5.779825100002199,[0.34379016],22.0,47,medium,minus,colour,alpha,,,21,18,V,R,
1,0,training,33,47,2.8832000000002154,['c'],0,right,['3'],3,2.9749833999994735,[-0.67294879],3.0,47,medium,minus,colour,alpha,,,21,18,V,R,
2,0,training,27,53,2.250299700001051,['n'],1,right,['9'],5,1.5250202999995963,[-0.35953669],93.0,53,easy,minus,colour,alpha,,,21,18,V,R,
3,0,training,53,27,3.066143899999588,['c'],1,left,['3'],3,1.4604566999987583,[0.40192833],95.0,53,easy,minus,colour,alpha,,,21,18,V,R,
4,0,training,27,53,1.1999933999977657,['n'],1,right,['0'],6,1.6171037999993132,[-0.4221444],95.0,53,easy,minus,colour,alpha,,,21,18,V,R,
5,0,training,36,44,2.1167433000009623,['n'],1,right,['0'],6,0.7388327000007848,[-0.10557467],75.0,44,hard,minus,colour,alpha,,,21,18,V,R,
6,0,training,53,27,3.999844399997528,['c'],1,left,['2'],2,1.5654844999990019,[0.44564464],96.0,53,easy,minus,colour,alpha,,,21,18,V,R,
7,0,training,33,47,1.5170670999978029,['n'],1,right,['9'],5,1.65681350000159,[-0.2689888],87.0,47,medium,minus,colour,alpha,,,21,18,V,R,
8,0,training,47,33,2.1495963000015763,['c'],1,left,['9'],5,1.5756149000008008,[0.35592787],93.0,47,medium,minus,colour,alpha,,,21,18,V,R,
9,0,training,47,33,1.8829067000006035,['c'],1,left,['9'],5,2.7238904000005277,[0.39029984],89.0,47,medium,minus,colour,alpha,,,21,18,V,R,
10,0,training,44,36,2.6990542999992613,['c'],1,left,['0'],6,1.3781027000004542,[0.1011187],68.0,44,hard,minus,colour,alpha,,,21,18,V,R,
11,0,training,36,44,2.849928600000567,['n'],1,right,['9'],5,1.0560206000009202,[-0.0051368],51.0,44,hard,minus,colour,alpha,,,21,18,V,R,
12,0,training,44,36,2.5003614999986894,['n'],0,left,['3'],3,1.9773845999989135,[-0.01782136],53.0,44,hard,minus,colour,alpha,,,21,18,V,R,
13,0,training,53,27,2.3334154999975,['n'],0,left,['9'],5,1.4762102999993658,[0.23495554],15.0,53,easy,minus,colour,alpha,,,21,18,V,R,
14,0,training,53,27,1.883028700001887,['c'],1,left,['0'],6,1.1255913999993936,[0.29876792],93.0,53,easy,minus,colour,alpha,,,21,18,V,R,
15,0,training,33,47,1.5334160999991582,['n'],1,right,['9'],5,1.7784774000028847,[-0.25582471],85.0,47,medium,minus,colour,alpha,,,21,18,V,R,
16,0,training,47,33,1.2328114000010828,['c'],1,left,['0'],6,1.1529048999982479,[0.16798653],80.0,47,medium,minus,colour,alpha,,,21,18,V,R,
17,0,training,47,33,1.1007582999991428,['n'],0,left,['9'],5,0.958081000000675,[0.03556402],42.0,47,medium,minus,colour,alpha,,,21,18,V,R,
18,0,training,27,53,3.0498374000017066,['n'],1,right,['9'],5,1.477241900000081,[-0.5978298],99.0,53,easy,minus,colour,alpha,,,21,18,V,R,
19,0,training,36,44,1.2667397000004712,['n'],1,right,['0'],6,0.7825060000031954,[-0.12809165],79.0,44,hard,minus,colour,alpha,,,21,18,V,R,
20,0,training,53,27,1.2159523000009358,['c'],1,left,['9'],5,1.38170380000156,[0.33356719],93.0,53,easy,minus,colour,alpha,,,21,18,V,R,
21,0,training,27,53,1.2332698000027449,['n'],1,right,['0'],6,3.4920617999996466,[-0.43658893],89.0,53,easy,minus,colour,alpha,,,21,18,V,R,
22,0,training,47,33,5.115526699999464,['c'],1,left,['2'],2,2.179291899999953,[0.21622511],79.0,47,medium,minus,colour,alpha,,,21,18,V,R,
23,0,training,36,44,1.9000104999977339,['n'],1,right,['3'],3,1.3671931999997469,[-0.15091209],76.0,44,hard,minus,colour,alpha,,,21,18,V,R,
24,0,training,44,36,4.683775100002094,['c'],1,left,['3'],3,0.26895210000293446,[0.10613809],86.0,44,hard,minus,colour,alpha,,,21,18,V,R,
25,0,training,36,44,2.0166086999997788,['n'],1,right,['8'],4,0.6970653999997012,[-0.11821156],78.0,44,hard,minus,colour,alpha,,,21,18,V,R,
26,0,training,44,36,4.999293299999408,['n'],0,left,['8'],4,1.5335176000007777,[0.1233218],29.0,44,hard,minus,colour,alpha,,,21,18,V,R,
27,0,training,44,36,5.24921870000253,['c'],1,left,['8'],4,2.1338390999990224,[0.26928428],84.0,44,hard,minus,colour,alpha,,,21,18,V,R,
28,0,training,36,44,0.9835981000032916,['n'],1,right,['9'],5,0.4644695999995747,[0.04583277],35.0,44,hard,minus,colour,alpha,,,21,18,V,R,
29,0,training,33,47,1.6665420999997878,['n'],1,right,['9'],5,3.6827664999982517,[-0.52362247],92.0,47,medium,minus,colour,alpha,,,21,18,V,R,
30,0,training,27,53,4.216145799997321,['n'],1,right,['3'],3,1.7898299000007682,[-0.49481249],97.0,53,easy,minus,colour,alpha,,,21,18,V,R,
31,0,training,44,36,2.9331139999994775,['n'],0,left,['2'],2,1.3202901000004204,[0.13496174],26.0,44,hard,minus,colour,alpha,,,21,18,V,R,
32,0,training,53,27,2.283647899999778,['c'],1,left,['9'],5,1.8075812000024598,[0.55292333],98.0,53,easy,minus,colour,alpha,,,21,18,V,R,
33,0,training,33,47,1.1996788999967976,['n'],1,right,['9'],5,0.5102834999997867,[-0.17944506],91.0,47,medium,minus,colour,alpha,,,21,18,V,R,
34,0,training,27,53,0.9501846999992267,['n'],1,right,['9'],5,0.2673465000007127,[-0.05009111],70.0,53,easy,minus,colour,alpha,,,21,18,V,R,
35,0,training,33,47,0.9168529000016861,['n'],1,right,['9'],5,0.3236845999999787,[-0.01365734],55.0,47,medium,minus,colour,alpha,,,21,18,V,R,
0,1,training,36,44,1.1834258999988378,['n'],1,right,['9'],5,1.3191917000003741,[-0.17255166],79.0,44,hard,minus,colour,alpha,,,21,18,V,R,
1,1,training,27,53,1.0336050999976578,['n'],1,right,['9'],5,0.7364464000020234,[-0.29390499],96.0,53,easy,minus,colour,alpha,,,21,18,V,R,
2,1,training,44,36,1.8832465999985288,['n'],0,left,['8'],4,0.366798099999869,[-0.04419123],66.0,44,hard,minus,colour,alpha,,,21,18,V,R,
3,1,training,44,36,1.5166231999974116,['c'],1,left,['3'],3,1.370979700001044,[0.17476433],79.0,44,hard,minus,colour,alpha,,,21,18,V,R,
4,1,training,47,33,1.91656950000106,['c'],1,left,['8'],4,0.43129290000069886,[0.11722955],83.0,47,medium,minus,colour,alpha,,,21,18,V,R,
5,1,training,33,47,1.6331948000006378,['n'],1,right,['8'],4,4.164064500000677,[-0.71914136],96.0,47,medium,minus,colour,alpha,,,21,18,V,R,
6,1,training,33,47,0.9005007999985537,['n'],1,right,['9'],5,0.3043450000004668,[-0.12368668],88.0,47,medium,minus,colour,alpha,,,21,18,V,R,
7,1,training,36,44,1.6499292999978934,['c'],0,right,['8'],4,0.77743510000073,[-0.05123218],37.0,44,hard,minus,colour,alpha,,,21,18,V,R,
8,1,training,47,33,1.6669550000005984,['c'],1,left,['8'],4,2.751267599996936,[0.65926695],97.0,47,medium,minus,colour,alpha,,,21,18,V,R,
9,1,training,44,36,1.1499867999991693,['n'],0,left,['9'],5,3.1939509000003454,[0.22425605],24.0,44,hard,minus,colour,alpha,,,21,18,V,R,
10,1,training,27,53,1.683352100000775,['n'],1,right,['9'],5,1.1020002000004752,[-0.2383677],89.0,53,easy,minus,colour,alpha,,,21,18,V,R,
11,1,training,53,27,1.1504284000002372,['c'],1,left,['0'],6,0.6187930999985838,[0.12545952],81.0,53,easy,minus,colour,alpha,,,21,18,V,R,
12,1,training,33,47,0.8332116000019596,['n'],1,right,['9'],5,0.8879168000021309,[-0.36615162],97.0,47,medium,minus,colour,alpha,,,21,18,V,R,
13,1,training,53,27,1.1175765999978466,['c'],1,left,['9'],5,0.5591592000018863,[0.18414089],90.0,53,easy,minus,colour,alpha,,,21,18,V,R,
