withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,31,49,2.01643039999999,['c'],0,right,['2'],2,3.077337899999975,[-0.34412959],3.0,49,hard,control,letter,alpha,,,11,18,V,R,
1,0,training,64,16,4.8997249000001375,['n'],0,left,['3'],3,4.764569100000017,[0.91680818],0.0,64,easy,control,letter,alpha,,,11,18,V,R,
2,0,training,64,16,3.0998243000001366,['c'],1,left,['8'],4,1.9284955000000537,[0.41916256],100.0,64,easy,control,letter,alpha,,,11,18,V,R,
3,0,training,57,23,3.9168531000000257,['n'],0,left,['3'],3,0.4860211000000163,[-0.04214239],75.0,57,medium,control,letter,alpha,,,11,18,V,R,
4,0,training,49,31,2.750149099999817,['n'],0,left,['3'],3,0.6197817999998279,[0.04275595],27.0,49,hard,control,letter,alpha,,,11,18,V,R,
5,0,training,64,16,3.21592940000005,['n'],0,left,['2'],2,1.8016394000001128,[0.1997983],6.0,64,easy,control,letter,alpha,,,11,18,V,R,
6,0,training,23,57,2.016944599999988,['n'],1,right,['8'],4,2.0081542999998874,[-0.54929252],100.0,57,medium,control,letter,alpha,,,11,18,V,R,
7,0,training,31,49,2.0505232000000433,['n'],1,right,['9'],5,0.47714990000008584,[-0.1594908],98.0,49,hard,control,letter,alpha,,,11,18,V,R,
8,0,training,31,49,1.9995996000000105,['c'],0,right,['8'],4,1.233058999999912,[0.11697747],87.0,49,hard,control,letter,alpha,,,11,18,V,R,
9,0,training,49,31,1.68344019999995,['c'],1,left,['8'],4,0.32375600000000304,[-0.00163553],49.0,49,hard,control,letter,alpha,,,11,18,V,R,
10,0,training,31,49,2.266350099999954,['n'],1,right,['8'],4,1.6673471999999947,[-0.38257583],100.0,49,hard,control,letter,alpha,,,11,18,V,R,
11,0,training,64,16,1.232617399999981,['c'],1,left,['0'],6,0.34269979999999123,[0.10383501],96.0,64,easy,control,letter,alpha,,,11,18,V,R,
12,0,training,49,31,2.083468900000071,['n'],0,left,['9'],5,1.5971538999999666,[0.12111494],15.0,49,hard,control,letter,alpha,,,11,18,V,R,
13,0,training,49,31,5.5993923000000905,['c'],1,left,['8'],4,3.252482500000042,[0.37452151],98.0,49,hard,control,letter,alpha,,,11,18,V,R,
14,0,training,49,31,1.1677865999999995,['c'],1,left,['0'],6,0.23492080000005444,[0.05762478],89.0,49,hard,control,letter,alpha,,,11,18,V,R,
15,0,training,57,23,1.2501024999999117,['c'],1,left,['0'],6,0.15071990000001279,[0.11702968],100.0,57,medium,control,letter,alpha,,,11,18,V,R,
16,0,training,16,64,0.8000521000001299,['n'],1,right,['0'],6,0.12045929999999316,[-0.05705073],95.0,64,easy,control,letter,alpha,,,11,18,V,R,
17,0,training,49,31,2.3665547000000515,['n'],0,left,['8'],4,0.6850349999999708,[-0.03066278],66.0,49,hard,control,letter,alpha,,,11,18,V,R,
18,0,training,64,16,1.3503256999999849,['c'],1,left,['9'],5,0.3706985999999688,[0.12500229],98.0,64,easy,control,letter,alpha,,,11,18,V,R,
19,0,training,16,64,0.9330396000000292,['n'],1,right,['0'],6,0.10176210000008723,[-0.01899824],74.0,64,easy,control,letter,alpha,,,11,18,V,R,
20,0,training,23,57,0.9832255000001169,['n'],1,right,['9'],5,0.241857600000003,[-0.14011854],99.0,57,medium,control,letter,alpha,,,11,18,V,R,
21,0,training,23,57,0.8835076000000299,['n'],1,right,['0'],6,0.15606580000007853,[-0.08555279],98.0,57,medium,control,letter,alpha,,,11,18,V,R,
22,0,training,23,57,0.9160230999998475,['n'],1,right,['9'],5,0.24864200000001802,[-0.04072018],81.0,57,medium,control,letter,alpha,,,11,18,V,R,
23,0,training,31,49,2.0495769999999993,['c'],0,right,['8'],4,0.14819099999999708,[0.00708655],58.0,49,hard,control,letter,alpha,,,11,18,V,R,
24,0,training,16,64,1.7836039999999684,['c'],0,right,['8'],4,0.4785779999999704,[0.007121],55.0,64,easy,control,letter,alpha,,,11,18,V,R,
25,0,training,23,57,1.9160925000001043,['n'],1,right,['9'],5,0.1665327000000616,[-0.09284571],98.0,57,medium,control,letter,alpha,,,11,18,V,R,
26,0,training,64,16,1.1832868999999846,['c'],1,left,['0'],6,0.12005390000012994,[0.04060235],89.0,64,easy,control,letter,alpha,,,11,18,V,R,
