withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,23,57,1.4169349000003422,['n'],1,right,['8'],4,1.82782109999971,[-0.12348937],84.0,57,medium,control,shape,alpha,,,19,19,V,R,
1,0,training,62,18,1.1326493000015034,['c'],1,left,['8'],4,1.1406386999988172,[0.3340729],100.0,62,easy,control,shape,alpha,,,19,19,V,R,
2,0,training,49,31,1.866719000001467,['c'],1,left,['8'],4,1.0442260000017995,[-0.08016417],20.0,49,hard,control,shape,alpha,,,19,19,V,R,
3,0,training,31,49,1.2504418999997142,['n'],1,right,['2'],2,1.2318176000007952,[-0.05493747],71.0,49,hard,control,shape,alpha,,,19,19,V,R,
4,0,training,62,18,1.0675111999989895,['c'],1,left,['9'],5,0.7636741999995138,[0.25241519],99.0,62,easy,control,shape,alpha,,,19,19,V,R,
5,0,training,23,57,1.2005948000005446,['n'],1,right,['3'],3,1.1245263000018895,[-0.34180573],100.0,57,medium,control,shape,alpha,,,19,19,V,R,
6,0,training,57,23,1.016274199999316,['c'],1,left,['8'],4,0.8864480000011099,[0.25761266],99.0,57,medium,control,shape,alpha,,,19,19,V,R,
7,0,training,23,57,0.9334225999991759,['n'],1,right,['8'],4,0.644968800002971,[-0.09532375],89.0,57,medium,control,shape,alpha,,,19,19,V,R,
8,0,training,62,18,0.8670268999994732,['c'],1,left,['9'],5,0.5122723000022233,[0.08557979],90.0,62,easy,control,shape,alpha,,,19,19,V,R,
9,0,training,57,23,0.8664807000022847,['c'],1,left,['9'],5,0.4488564999992377,[0.15543983],98.0,57,medium,control,shape,alpha,,,19,19,V,R,
10,0,training,31,49,1.1167007999974885,['n'],1,right,['3'],3,0.45781979999810574,[-0.04769213],78.0,49,hard,control,shape,alpha,,,19,19,V,R,
11,0,training,57,23,1.0501593999979377,['c'],1,left,['8'],4,0.48509349999949336,[0.06524504],84.0,57,medium,control,shape,alpha,,,19,19,V,R,
12,0,training,49,31,1.533266200000071,['c'],1,left,['8'],4,0.44350459999986924,[0.15855103],99.0,49,hard,control,shape,alpha,,,19,19,V,R,
13,0,training,49,31,0.7333159999980126,['c'],1,left,['9'],5,0.5799068999986048,[-0.00987246],44.0,49,hard,control,shape,alpha,,,19,19,V,R,
14,0,training,62,18,0.7831869999972696,['c'],1,left,['9'],5,0.6771948999994493,[0.16856402],98.0,62,easy,control,shape,alpha,,,19,19,V,R,
15,0,training,23,57,1.450034900000901,['c'],0,right,['8'],4,0.5517294999990554,[0.01068787],56.0,57,medium,control,shape,alpha,,,19,19,V,R,
16,0,training,18,62,1.066759199999069,['n'],1,right,['8'],4,0.510172500002227,[-0.09368687],91.0,62,easy,control,shape,alpha,,,19,19,V,R,
17,0,training,18,62,1.2665863000001991,['n'],1,right,['8'],4,0.7668193999998039,[-0.18558374],98.0,62,easy,control,shape,alpha,,,19,19,V,R,
18,0,training,18,62,0.84989029999997,['n'],1,right,['9'],5,0.5327221999978065,[-0.2305659],100.0,62,easy,control,shape,alpha,,,19,19,V,R,
19,0,training,31,49,1.382756099999824,['c'],0,right,['3'],3,0.5759165999988909,[0.12255867],95.0,49,hard,control,shape,alpha,,,19,19,V,R,
20,0,training,57,23,0.9841334000011557,['c'],1,left,['8'],4,1.0492085000005318,[0.14901708],93.0,57,medium,control,shape,alpha,,,19,19,V,R,
21,0,training,49,31,1.4666078000009293,['n'],0,left,['3'],3,0.6517129999992903,[0.02413325],37.0,49,hard,control,shape,alpha,,,19,19,V,R,
22,0,training,18,62,1.0668366999998398,['n'],1,right,['9'],5,0.5101710999988427,[-0.09882415],92.0,62,easy,control,shape,alpha,,,19,19,V,R,
23,0,training,62,18,0.999731799998699,['c'],1,left,['8'],4,0.40936650000003283,[0.11548736],96.0,62,easy,control,shape,alpha,,,19,19,V,R,
24,0,training,49,31,0.7672779999993509,['c'],1,left,['9'],5,0.4659108000014385,[0.02887248],68.0,49,hard,control,shape,alpha,,,19,19,V,R,
25,0,training,62,18,0.950272899997799,['c'],1,left,['8'],4,0.43299089999709395,[0.0974455],93.0,62,easy,control,shape,alpha,,,19,19,V,R,
26,0,training,57,23,0.8664118999986385,['c'],1,left,['9'],5,0.3252128000021912,[0.10334885],96.0,57,medium,control,shape,alpha,,,19,19,V,R,
27,0,training,57,23,0.8662125000009837,['c'],1,left,['9'],5,0.3805924000007508,[-0.03651908],26.0,57,medium,control,shape,alpha,,,19,19,V,R,
28,0,training,18,62,0.9000131000029796,['n'],1,right,['9'],5,0.6731149000006553,[-0.13794538],95.0,62,easy,control,shape,alpha,,,19,19,V,R,
29,0,training,31,49,1.0000928999979806,['n'],1,right,['8'],4,0.7414829999979702,[-0.01876638],60.0,49,hard,control,shape,alpha,,,19,19,V,R,
30,0,training,31,49,1.4818919000026654,['n'],1,right,['3'],3,0.37214529999982915,[-0.12265212],97.0,49,hard,control,shape,alpha,,,19,19,V,R,
31,0,training,23,57,0.6669569999976375,['n'],1,right,['8'],4,0.46592819999932544,[-0.06095827],83.0,57,medium,control,shape,alpha,,,19,19,V,R,
32,0,training,49,31,1.2163935999997193,['c'],1,left,['3'],3,0.45452120000118157,[0.1877527],99.0,49,hard,control,shape,alpha,,,19,19,V,R,
33,0,training,18,62,1.1502386000029219,['n'],1,right,['8'],4,0.541742699999304,[-0.11341477],94.0,62,easy,control,shape,alpha,,,19,19,V,R,
34,0,training,23,57,0.9331854000010935,['n'],1,right,['9'],5,0.3302259999982198,[-0.05089136],83.0,57,medium,control,shape,alpha,,,19,19,V,R,
35,0,training,31,49,1.2514120999985607,['c'],0,right,['3'],3,0.7068059999983234,[0.06177534],79.0,49,hard,control,shape,alpha,,,19,19,V,R,
0,1,training,62,18,0.9844991999998456,['c'],1,left,['9'],5,0.5961975999998685,[0.11870838],94.0,62,easy,control,shape,alpha,,,19,19,V,R,
1,1,training,23,57,0.933328099999926,['n'],1,right,['9'],5,0.8786045999986527,[-0.16455462],96.0,57,medium,control,shape,alpha,,,19,19,V,R,
2,1,training,49,31,1.1672526999973343,['c'],1,left,['8'],4,0.4046892000005755,[0.18514046],99.0,49,hard,control,shape,alpha,,,19,19,V,R,
