withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
20,6,main,18,62,0.5507556000011391,['n'],1,right,['0'],6,0.04999810000117577,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
21,6,main,23,57,0.5006123000002844,['n'],1,right,['0'],6,0.07637810000051104,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
22,6,main,18,62,0.7504146999999648,['c'],0,right,['2'],2,0.09200959999907354,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
23,6,main,57,23,0.5671207000013965,['c'],1,left,['0'],6,0.08207129999937024,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
24,6,main,49,31,0.7344097999994119,['c'],1,left,['2'],2,0.25737500000104774,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
25,6,main,23,57,0.6010109999988344,['c'],0,right,['0'],6,0.11157950000051642,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
26,6,main,57,23,0.5676739999998972,['c'],1,left,['0'],6,0.020523199998933706,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
27,6,main,62,18,0.6173085999998875,['c'],1,left,['8'],4,0.21928400000069814,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
28,6,main,31,49,0.6165256000003865,['n'],1,right,['8'],4,0.12210439999944356,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
29,6,main,23,57,1.1837490999987494,['n'],1,right,['0'],6,0.038313699998980155,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
30,6,main,23,57,0.9003025000001799,['c'],0,right,['0'],6,0.06513219999942521,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
31,6,main,57,23,0.650455699998929,['n'],0,left,['0'],6,0.06858189999911701,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
32,6,main,31,49,0.7342597999995633,['n'],1,right,['0'],6,0.08479719999922963,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
33,6,main,57,23,1.100133599999026,['c'],1,left,['2'],2,0.101633899999797,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
34,6,main,31,49,1.1004185999991023,['c'],0,right,['9'],5,0.16580969999995432,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
35,6,main,62,18,0.6672741000002134,['n'],0,left,['0'],6,0.02055389999986801,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
0,7,main,18,62,0.6843313000008493,['n'],1,right,['0'],6,0.01937480000015057,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
1,7,main,57,23,0.5503282000008767,['n'],0,left,['0'],6,0.013117899999997462,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
2,7,main,31,49,0.6504026999991765,['n'],1,right,['0'],6,0.05054000000018277,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
3,7,main,57,23,0.5833414999997331,['c'],1,left,['9'],5,0.08944940000037604,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
4,7,main,23,57,0.8334642000008898,['n'],1,right,['0'],6,0.06883469999957015,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
5,7,main,31,49,0.6337118999999802,['n'],1,right,['9'],5,0.2168681999992259,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
6,7,main,18,62,0.46794000000045344,['n'],1,right,['0'],6,0.013951700000689016,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
7,7,main,18,62,0.8840297999995528,['n'],1,right,['0'],6,0.05791329999919981,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
8,7,main,49,31,0.7672430999991775,['n'],0,left,['0'],6,0.041366999999809195,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
9,7,main,57,23,0.7667180999997072,['c'],1,left,['2'],2,0.08988520000093558,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
10,7,main,62,18,0.7505631000003632,['c'],1,left,['0'],6,0.39241560000118625,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
11,7,main,49,31,0.7836532000001171,['c'],1,left,['0'],6,0.0737688999997772,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
12,7,main,49,31,0.7500958999989962,['c'],1,left,['0'],6,0.04138509999938833,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
13,7,main,31,49,1.1671518000002834,['n'],1,right,['0'],6,0.39347190000080445,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
14,7,main,57,23,0.6177960000004532,['c'],1,left,['0'],6,0.09763670000029379,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
15,7,main,31,49,0.6842956000000413,['n'],1,right,['0'],6,0.018698400001085247,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
16,7,main,18,62,0.8010118999991391,['n'],1,right,['0'],6,0.0019310999996378087,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
17,7,main,23,57,0.7331985000000714,['n'],1,right,['0'],6,0.03670860000056564,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
18,7,main,31,49,0.6502493000007235,['n'],1,right,['0'],6,0.0736732999994274,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
19,7,main,23,57,0.6172563999989507,['n'],1,right,['0'],6,0.014532600000165985,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
20,7,main,62,18,0.7337987999999314,['c'],1,left,['0'],6,0.000545599999895785,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
21,7,main,18,62,0.5179002000004402,['c'],0,right,['0'],6,0.09199789999911445,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
22,7,main,23,57,0.6003484000011667,['n'],1,right,['0'],6,0.36872029999904044,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
23,7,main,62,18,0.8168683999992936,['c'],1,left,['2'],2,0.4816188000004331,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
24,7,main,23,57,0.61692149999908,['c'],0,right,['3'],3,0.19793790000039735,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
25,7,main,62,18,0.7170695000004343,['c'],1,left,['0'],6,0.0015726000001450302,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
26,7,main,57,23,0.7503467999995337,['c'],1,left,['0'],6,0.3394763000014791,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
27,7,main,31,49,0.7335707999991428,['n'],1,right,['0'],6,0.089033099999142,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
28,7,main,49,31,0.5505778999995528,['c'],1,left,['0'],6,0.06384439999965252,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
29,7,main,23,57,0.6170928999999887,['n'],1,right,['0'],6,0.06860239999878104,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
30,7,main,18,62,0.6170499999989261,['n'],1,right,['0'],6,0.009507900000244263,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
31,7,main,62,18,0.6505099999994854,['c'],1,left,['0'],6,0.15957069999967644,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
32,7,main,49,31,0.6002611000003526,['c'],1,left,['9'],5,0.06570020000071963,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
33,7,main,49,31,0.6161488999987341,['c'],1,left,['8'],4,0.16678519999913988,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
34,7,main,62,18,0.7167925000012474,['c'],1,left,['0'],6,0.01938719999998284,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
35,7,main,57,23,0.8335876999990433,['c'],1,left,['3'],3,0.0019262999994680285,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
0,8,main,31,49,0.5662721000007878,['c'],0,right,['0'],6,0.26175720000173897,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
1,8,main,23,57,0.8341596999998728,['n'],1,right,['0'],6,0.44193450000057055,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
2,8,main,23,57,0.5335906999989675,['n'],1,right,['9'],5,0.14746569999988424,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
3,8,main,18,62,0.7175478000008297,['n'],1,right,['8'],4,0.7048397999988083,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
4,8,main,62,18,0.6006890999997267,['c'],1,left,['3'],3,0.5570436999987578,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
5,8,main,49,31,0.36648670000067796,['c'],1,left,['3'],3,0.10468670000045677,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
6,8,main,31,49,0.7331346999999369,['n'],1,right,['9'],5,0.15151539999897068,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
7,8,main,18,62,0.8339159000006475,['n'],1,right,['0'],6,0.11236400000052527,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
8,8,main,31,49,0.4835272000000259,['n'],1,right,['0'],6,0.0563402000007045,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
9,8,main,62,18,0.6004253000010067,['c'],1,left,['9'],5,0.12653010000030918,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
10,8,main,62,18,0.6505956999990303,['c'],1,left,['9'],5,0.0801489000004949,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
11,8,main,23,57,0.7668235000001005,['c'],0,right,['8'],4,0.17425189999994473,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
12,8,main,18,62,0.9504009000011138,['n'],1,right,['0'],6,0.17777600000044913,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
13,8,main,57,23,0.6495474999992439,['c'],1,left,['2'],2,0.19247270000050776,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
14,8,main,18,62,0.5836662999990949,['n'],1,right,['0'],6,0.2740477000006649,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
15,8,main,23,57,0.5006551999995281,['n'],1,right,['0'],6,0.131552400000146,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
16,8,main,57,23,0.46710669999993115,['n'],0,left,['0'],6,0.2515370000000985,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
17,8,main,31,49,0.6007254000014655,['c'],0,right,['9'],5,0.2177535999999236,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
18,8,main,18,62,0.6000991000000795,['n'],1,right,['0'],6,0.08917479999945499,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
19,8,main,57,23,0.48381440000048315,['n'],0,left,['9'],5,0.35461989999930665,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
20,8,main,49,31,0.39984889999868756,['c'],1,left,['9'],5,0.24481759999980568,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
21,8,main,31,49,0.45005680000031134,['n'],1,right,['9'],5,0.6970688000001246,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
22,8,main,62,18,0.5999989000010828,['c'],1,left,['0'],6,0.03709520000120392,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
23,8,main,57,23,0.8838826000010158,['c'],1,left,['0'],6,0.20864679999976943,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
24,8,main,49,31,1.2502317999988009,['n'],0,left,['0'],6,0.10291109999889159,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
25,8,main,23,57,0.583912699999928,['n'],1,right,['0'],6,0.2517133000001195,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
26,8,main,57,23,0.5509179000000586,['c'],1,left,['8'],4,0.2040032999993855,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
27,8,main,62,18,0.6670658999992156,['c'],1,left,['8'],4,0.13720649999959278,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
28,8,main,31,49,0.7840814999999566,['n'],1,right,['9'],5,0.14885770000000775,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
29,8,main,49,31,0.8177202000006218,['n'],0,left,['3'],3,0.3183056999987457,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
30,8,main,18,62,0.8338769000001776,['n'],1,right,['0'],6,0.35255809999944177,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
31,8,main,23,57,1.149861100000635,['c'],0,right,['3'],3,0.004787700001543271,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
32,8,main,62,18,0.8007475000013073,['c'],1,left,['2'],2,0.21319100000073377,-99,-99,62,easy,plus,shape,alpha,7,21,M,R,
33,8,main,49,31,0.8172312999995484,['c'],1,left,['2'],2,0.2198738000006415,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
34,8,main,57,23,1.1332751000009011,['c'],1,left,['2'],2,0.03778910000073665,-99,-99,57,medium,plus,shape,alpha,7,21,M,R,
35,8,main,49,31,1.4160448000002361,['n'],0,left,['9'],5,0.30028200000015204,-99,-99,49,hard,plus,shape,alpha,7,21,M,R,
0,0,training,16,64,2.5506829999994807,['n'],1,right,['0'],6,2.843507600000521,[-0.55409389],100.0,64,easy,control,letter,alpha,7,21,M,R,
1,0,training,49,31,1.282672299999831,['c'],1,left,['8'],4,0.06159450000086508,[0.03866529],94.0,49,hard,control,letter,alpha,7,21,M,R,
2,0,training,57,23,0.7493479999993724,['c'],1,left,['8'],4,0.03639219999968191,[0.0410917],98.0,57,medium,control,letter,alpha,7,21,M,R,
3,0,training,49,31,0.8661415000005945,['c'],1,left,['9'],5,0.7913099999987026,[0.01383254],57.0,49,hard,control,letter,alpha,7,21,M,R,
4,0,training,23,57,0.7659738999991532,['c'],0,right,['9'],5,0.6243023999995785,[-0.07441334],16.0,57,medium,control,letter,alpha,7,21,M,R,
5,0,training,23,57,0.7336341999998695,['n'],1,right,['0'],6,0.11326109999936307,[-0.04217956],90.0,57,medium,control,letter,alpha,7,21,M,R,
6,0,training,64,16,0.6502734000005148,['c'],1,left,['9'],5,0.010079000001496752,[0.06277935],100.0,64,easy,control,letter,alpha,7,21,M,R,
7,0,training,23,57,1.1166656000004878,['n'],1,right,['0'],6,0.40423400000145193,[-0.13820139],98.0,57,medium,control,letter,alpha,7,21,M,R,
8,0,training,16,64,1.366432700000587,['n'],1,right,['0'],6,0.4847203000008449,[-0.11082602],95.0,64,easy,control,letter,alpha,7,21,M,R,
9,0,training,16,64,0.666877999999997,['n'],1,right,['0'],6,0.07770400000117661,[-0.04498128],95.0,64,easy,control,letter,alpha,7,21,M,R,
10,0,training,49,31,0.7828032999987045,['n'],0,left,['0'],6,0.05072470000050089,[-0.0336871],94.0,49,hard,control,letter,alpha,7,21,M,R,
11,0,training,31,49,0.8500239999993937,['c'],0,right,['2'],2,0.19822779999958584,[0.03855628],83.0,49,hard,control,letter,alpha,7,21,M,R,
12,0,training,23,57,0.9503368000005139,['n'],1,right,['0'],6,0.0159297999998671,[-0.06125534],100.0,57,medium,control,letter,alpha,7,21,M,R,
13,0,training,57,23,0.8496359000000666,['n'],0,left,['0'],6,0.020757800000865245,[-0.0604899],100.0,57,medium,control,letter,alpha,7,21,M,R,
14,0,training,16,64,0.5833305999985896,['n'],1,right,['0'],6,0.10006809999867983,[-0.03450819],88.0,64,easy,control,letter,alpha,7,21,M,R,
15,0,training,64,16,0.6168637999999191,['c'],1,left,['2'],2,0.6063296000011178,[0.11996821],94.0,64,easy,control,letter,alpha,7,21,M,R,
16,0,training,64,16,0.700544199999058,['c'],1,left,['1'],1,0.5454642000004242,[0.10086332],92.0,64,easy,control,letter,alpha,7,21,M,R,
17,0,training,31,49,0.6665407000000414,['c'],0,right,['1'],1,0.6485049000002618,[0.07687687],85.0,49,hard,control,letter,alpha,7,21,M,R,
18,0,training,31,49,0.7498434999997698,['c'],0,right,['3'],3,0.5839087000003929,[0.07978562],87.0,49,hard,control,letter,alpha,7,21,M,R,
19,0,training,49,31,0.883408399999098,['c'],1,left,['9'],5,0.3404363999998168,[0.01190609],59.0,49,hard,control,letter,alpha,7,21,M,R,
20,0,training,57,23,0.6499980000007781,['n'],0,left,['0'],6,0.05212509999910253,[-0.0529017],98.0,57,medium,control,letter,alpha,7,21,M,R,
21,0,training,23,57,0.8003484000000753,['n'],1,right,['9'],5,0.15363780000006955,[-0.1096372],99.0,57,medium,control,letter,alpha,7,21,M,R,
22,0,training,49,31,0.7000802000002295,['n'],0,left,['0'],6,0.047398800001246855,[-0.01813394],82.0,49,hard,control,letter,alpha,7,21,M,R,
23,0,training,64,16,0.8166420000015933,['n'],0,left,['0'],6,0.0365512000007584,[-0.04297871],98.0,64,easy,control,letter,alpha,7,21,M,R,
24,0,training,23,57,0.48313989999951445,['n'],1,right,['0'],6,0.022331000000122003,[-0.05456118],100.0,57,medium,control,letter,alpha,7,21,M,R,
25,0,training,57,23,0.5999420999996801,['n'],0,left,['0'],6,0.05257989999881829,[-0.08285958],100.0,57,medium,control,letter,alpha,7,21,M,R,
26,0,training,57,23,0.8163432999990619,['c'],1,left,['2'],2,0.13762620000125025,[0.03134764],82.0,57,medium,control,letter,alpha,7,21,M,R,
27,0,training,31,49,0.5833569000005809,['n'],1,right,['0'],6,0.09977139999864448,[-0.01796988],74.0,49,hard,control,letter,alpha,7,21,M,R,
28,0,training,57,23,0.9000606000008702,['c'],1,left,['0'],6,0.03528819999883126,[0.03916903],98.0,57,medium,control,letter,alpha,7,21,M,R,
29,0,training,49,31,0.7835323999988759,['c'],1,left,['0'],6,0.1542063999986567,[0.05345704],92.0,49,hard,control,letter,alpha,7,21,M,R,
30,0,training,31,49,0.3169218000002729,['n'],1,right,['0'],6,0.07844449999902281,[-0.09127725],100.0,49,hard,control,letter,alpha,7,21,M,R,
31,0,training,16,64,0.3497781000005489,['n'],1,right,['0'],6,0.052622299999711686,[-0.07649693],100.0,64,easy,control,letter,alpha,7,21,M,R,
32,0,training,16,64,0.8497525000002497,['n'],1,right,['0'],6,0.02455499999996391,[-0.06914331],100.0,64,easy,control,letter,alpha,7,21,M,R,
33,0,training,64,16,0.3840424999998504,['n'],0,left,['0'],6,0.22319340000103693,[0.07166524],6.0,64,easy,control,letter,alpha,7,21,M,R,
34,0,training,31,49,0.6001871999997093,['c'],0,right,['2'],2,0.2776897000003373,[0.03851154],79.0,49,hard,control,letter,alpha,7,21,M,R,
35,0,training,64,16,2.466743900000438,['c'],1,left,['9'],5,0.3671813999990263,[0.01250512],59.0,64,easy,control,letter,alpha,7,21,M,R,
0,1,training,64,16,1.3668183000008867,['c'],1,left,['1'],1,0.04220530000020517,[0.06185687],100.0,64,easy,control,letter,alpha,7,21,M,R,
1,1,training,31,49,1.1173070999993797,['n'],1,right,['9'],5,0.13132779999978084,[-0.0199701],73.0,49,hard,control,letter,alpha,7,21,M,R,
2,1,training,49,31,1.4169932999993762,['n'],0,left,['9'],5,0.30043640000076266,[0.01334188],39.0,49,hard,control,letter,alpha,7,21,M,R,
3,1,training,57,23,0.583284399999684,['c'],1,left,['0'],6,0.03301849999843398,[0.02721797],93.0,57,medium,control,letter,alpha,7,21,M,R,
4,1,training,49,31,0.6831900000015594,['c'],1,left,['9'],5,0.13977429999977176,[0.00502298],56.0,49,hard,control,letter,alpha,7,21,M,R,
5,1,training,23,57,0.6336620000001858,['n'],1,right,['9'],5,0.21216329999879235,[-0.08866578],97.0,57,medium,control,letter,alpha,7,21,M,R,
6,1,training,64,16,0.7668008000000555,['n'],0,left,['9'],5,0.03648059999977704,[-0.04574615],99.0,64,easy,control,letter,alpha,7,21,M,R,
7,1,training,49,31,1.1336661999994249,['n'],0,left,['9'],5,0.28541930000028515,[0.00432645],46.0,49,hard,control,letter,alpha,7,21,M,R,
8,1,training,49,31,0.5332161999995151,['n'],0,left,['9'],5,0.03626559999975143,[-0.04441479],98.0,49,hard,control,letter,alpha,7,21,M,R,
9,1,training,64,16,0.949843399999736,['c'],1,left,['2'],2,0.26085410000086995,[0.14358011],99.0,64,easy,control,letter,alpha,7,21,M,R,
10,1,training,31,49,0.7502409000007901,['n'],1,right,['9'],5,0.14750920000005863,[-0.064932],95.0,49,hard,control,letter,alpha,7,21,M,R,
11,1,training,57,23,0.8665584999998828,['c'],1,left,['2'],2,0.36973179999949934,[0.08112699],92.0,57,medium,control,letter,alpha,7,21,M,R,
12,1,training,23,57,0.7168364999997721,['c'],0,right,['3'],3,0.6851511999993818,[-0.10170499],10.0,57,medium,control,letter,alpha,7,21,M,R,
13,1,training,16,64,0.6502896999991208,['n'],1,right,['9'],5,0.07922280000093451,[-0.00941474],65.0,64,easy,control,letter,alpha,7,21,M,R,
14,1,training,23,57,0.6501275999999052,['n'],1,right,['0'],6,0.05743529999926977,[-0.06191516],99.0,57,medium,control,letter,alpha,7,21,M,R,
15,1,training,49,31,0.8498319999998785,['n'],0,left,['9'],5,0.1883799999995972,[-0.06776483],94.0,49,hard,control,letter,alpha,7,21,M,R,
16,1,training,23,57,0.6834355999999389,['n'],1,right,['0'],6,0.2085557999998855,[-0.03110102],77.0,57,medium,control,letter,alpha,7,21,M,R,
17,1,training,64,16,0.6159643000009964,['n'],0,left,['2'],2,0.4066772000005585,[0.10583811],5.0,64,easy,control,letter,alpha,7,21,M,R,
18,1,training,16,64,0.6836320000002161,['n'],1,right,['0'],6,0.17838409999967553,[-0.11090755],99.0,64,easy,control,letter,alpha,7,21,M,R,
19,1,training,16,64,1.1832802999997512,['n'],1,right,['0'],6,0.050618799999938346,[-0.06084881],99.0,64,easy,control,letter,alpha,7,21,M,R,
20,1,training,31,49,1.116740800000116,['n'],1,right,['9'],5,0.13993789999949513,[0.01398661],34.0,49,hard,control,letter,alpha,7,21,M,R,
21,1,training,49,31,0.38343719999829773,['n'],0,left,['0'],6,0.060858200000438956,[-0.05615151],98.0,49,hard,control,letter,alpha,7,21,M,R,
22,1,training,57,23,0.66641829999935,['n'],0,left,['0'],6,0.0074777000008907635,[-0.04660907],100.0,57,medium,control,letter,alpha,7,21,M,R,
23,1,training,31,49,0.3005342999986169,['n'],1,right,['0'],6,0.0022468999995908234,[-0.0538177],100.0,49,hard,control,letter,alpha,7,21,M,R,
24,1,training,31,49,0.9671878999997716,['n'],1,right,['0'],6,0.051212000000305125,[-0.05818629],99.0,49,hard,control,letter,alpha,7,21,M,R,
25,1,training,31,49,0.9002694999999221,['c'],0,right,['2'],2,0.18074340000021039,[-0.00817553],41.0,49,hard,control,letter,alpha,7,21,M,R,
26,1,training,16,64,0.8340843000005407,['n'],1,right,['0'],6,0.3716211999999359,[-0.17709238],99.0,64,easy,control,letter,alpha,7,21,M,R,
27,1,training,64,16,0.8498429000010219,['n'],0,left,['0'],6,0.12201240000104008,[-0.08429676],99.0,64,easy,control,letter,alpha,7,21,M,R,
28,1,training,64,16,1.2665587999999843,['c'],1,left,['9'],5,0.36164559999997437,[0.08500334],93.0,64,easy,control,letter,alpha,7,21,M,R,
29,1,training,57,23,1.4829078000002482,['n'],0,left,['9'],5,0.3750696000006428,[0.04724153],20.0,57,medium,control,letter,alpha,7,21,M,R,
30,1,training,16,64,1.0163957000004302,['c'],0,right,['0'],6,0.05491319999964617,[0.01734705],79.0,64,easy,control,letter,alpha,7,21,M,R,
31,1,training,57,23,1.5833939999993163,['n'],0,left,['0'],6,0.060589799999434035,[-0.01925064],80.0,57,medium,control,letter,alpha,7,21,M,R,
32,1,training,57,23,0.533859900000607,['n'],0,left,['9'],5,0.012222500001371372,[-0.06380098],100.0,57,medium,control,letter,alpha,7,21,M,R,
33,1,training,23,57,1.1495771999998396,['c'],0,right,['9'],5,0.05321850000109407,[0.06120792],99.0,57,medium,control,letter,alpha,7,21,M,R,
34,1,training,16,64,1.6334014999993087,['n'],1,right,['9'],5,0.07348189999902388,[-0.08771753],100.0,64,easy,control,letter,alpha,7,21,M,R,
35,1,training,23,57,1.983125699998709,['n'],1,right,['9'],5,0.015068999999130028,[-0.0718247],100.0,57,medium,control,letter,alpha,7,21,M,R,
0,2,training,64,16,1.9334564000000682,['c'],1,left,['2'],2,0.03313520000119752,[0.05798025],100.0,64,easy,control,letter,alpha,7,21,M,R,
1,2,training,64,16,1.4832788000003347,['n'],0,left,['9'],5,3.5319251000000804,[0.56132057],0.0,64,easy,control,letter,alpha,7,21,M,R,
2,2,training,57,23,0.23276409999925818,['n'],0,left,['9'],5,0.012045599998600665,[-0.04205161],100.0,57,medium,control,letter,alpha,7,21,M,R,
3,2,training,57,23,0.21593029999894497,['c'],1,left,['2'],2,0.6341024999983347,[0.26627581],100.0,57,medium,control,letter,alpha,7,21,M,R,
4,2,training,16,64,0.8834040999990975,['c'],0,right,['2'],2,0.38829900000018824,[-0.00735123],45.0,64,easy,control,letter,alpha,7,21,M,R,
5,2,training,57,23,0.8168814000000566,['c'],1,left,['2'],2,0.20330640000065614,[0.06244226],92.0,57,medium,control,letter,alpha,7,21,M,R,
6,2,training,57,23,0.43346940000083123,['c'],1,left,['2'],2,0.2335177000004478,[0.09196494],97.0,57,medium,control,letter,alpha,7,21,M,R,
7,2,training,16,64,0.8331273000003421,['n'],1,right,['0'],6,0.05424019999918528,[-0.07689621],100.0,64,easy,control,letter,alpha,7,21,M,R,
8,2,training,16,64,0.11903820000043197,['n'],1,right,['9'],5,0.14803930000016408,[-0.05970677],94.0,64,easy,control,letter,alpha,7,21,M,R,
9,2,training,23,57,0.8001312999986112,['n'],1,right,['0'],6,0.3735453999997844,[0.06057368],14.0,57,medium,control,letter,alpha,7,21,M,R,
10,2,training,49,31,0.26639760000034585,['n'],0,left,['9'],5,0.32252599999992526,[-0.02497088],69.0,49,hard,control,letter,alpha,7,21,M,R,
11,2,training,31,49,1.6833222000004753,['c'],0,right,['1'],1,0.24947119999887946,[-0.0505018],14.0,49,hard,control,letter,alpha,7,21,M,R,
12,2,training,31,49,0.39976679999927,['n'],1,right,['0'],6,0.1992273000014393,[-0.0328192],79.0,49,hard,control,letter,alpha,7,21,M,R,
13,2,training,31,49,0.6165142999998352,['n'],1,right,['0'],6,0.07832349999989674,[-0.09292252],100.0,49,hard,control,letter,alpha,7,21,M,R,
14,2,training,49,31,3.115853799999968,['n'],0,left,['9'],5,0.21377039999970293,[0.00066189],49.0,49,hard,control,letter,alpha,7,21,M,R,
15,2,training,64,16,0.7833050999997795,['n'],0,left,['9'],5,0.11753909999970347,[-0.05711303],95.0,64,easy,control,letter,alpha,7,21,M,R,
16,2,training,16,64,2.8161989000000176,['n'],1,right,['0'],6,0.48770129999866185,[-0.11084404],95.0,64,easy,control,letter,alpha,7,21,M,R,
17,2,training,31,49,0.949967700000343,['n'],1,right,['0'],6,0.549508699999933,[-0.01688427],60.0,49,hard,control,letter,alpha,7,21,M,R,
18,2,training,57,23,1.4335049000001163,['n'],0,left,['0'],6,0.33391719999963243,[0.11000852],3.0,57,medium,control,letter,alpha,7,21,M,R,
19,2,training,64,16,1.9836851000000024,['c'],1,left,['9'],5,0.008870499999829917,[0.0412121],100.0,64,easy,control,letter,alpha,7,21,M,R,
20,2,training,31,49,0.8172118000002229,['n'],1,right,['9'],5,0.07892990000073041,[-0.01552238],73.0,49,hard,control,letter,alpha,7,21,M,R,
21,2,training,23,57,0.8334577000005083,['n'],1,right,['0'],6,0.04999669999961043,[-0.05184063],98.0,57,medium,control,letter,alpha,7,21,M,R,
22,2,training,57,23,0.7002090999994834,['c'],1,left,['0'],6,0.04345620000094641,[0.04968549],99.0,57,medium,control,letter,alpha,7,21,M,R,
23,2,training,23,57,0.4829325999999128,['n'],1,right,['9'],5,0.1259236999994755,[-0.05322493],94.0,57,medium,control,letter,alpha,7,21,M,R,
24,2,training,23,57,0.7330180999997538,['n'],1,right,['0'],6,0.06684270000005199,[-0.02943878],89.0,57,medium,control,letter,alpha,7,21,M,R,
25,2,training,49,31,0.6334883999988961,['n'],0,left,['8'],4,0.20611819999976433,[-0.09713035],98.0,49,hard,control,letter,alpha,7,21,M,R,
26,2,training,16,64,3.534390099999655,['c'],0,right,['2'],2,0.17624849999992875,[0.00290816],53.0,64,easy,control,letter,alpha,7,21,M,R,
