withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
27,2,training,49,31,0.6164102000002458,['c'],1,left,['3'],3,0.04012279999915336,[0.06792335],100.0,49,hard,control,letter,alpha,7,21,M,R,
28,2,training,64,16,0.7003588999996282,['n'],0,left,['1'],1,0.2732505999993009,[-0.02340069],69.0,64,easy,control,letter,alpha,7,21,M,R,
29,2,training,49,31,0.5834033999999519,['n'],0,left,['8'],4,0.29404040000008536,[-0.1191007],98.0,49,hard,control,letter,alpha,7,21,M,R,
30,2,training,16,64,0.6831762999991042,['n'],1,right,['0'],6,0.1025989000008849,[-0.08523085],99.0,64,easy,control,letter,alpha,7,21,M,R,
31,2,training,64,16,0.6000549999989744,['c'],1,left,['0'],6,0.08202929999970365,[0.05869853],98.0,64,easy,control,letter,alpha,7,21,M,R,
32,2,training,23,57,1.0500331000002916,['n'],1,right,['9'],5,0.25246729999889794,[-0.03677981],79.0,57,medium,control,letter,alpha,7,21,M,R,
33,2,training,31,49,0.833531000000221,['n'],1,right,['0'],6,0.16877700000077311,[-0.08256485],97.0,49,hard,control,letter,alpha,7,21,M,R,
34,2,training,49,31,0.983447000000524,['c'],1,left,['0'],6,0.146285099999659,[0.10640139],99.0,49,hard,control,letter,alpha,7,21,M,R,
35,2,training,23,57,0.7329707000008057,['n'],1,right,['0'],6,0.07056209999973362,[-0.07612692],99.0,57,medium,control,letter,alpha,7,21,M,R,
0,3,main,49,31,0.7505851999994775,['c'],1,left,['9'],5,0.06807899999876099,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
1,3,main,64,16,0.4670700000006036,['c'],1,left,['9'],5,0.07900390000031621,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
2,3,main,49,31,0.2501983999991353,['n'],0,left,['0'],6,0.09762849999970058,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
3,3,main,57,23,0.2837923999995837,['n'],0,left,['9'],5,0.09834829999999783,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
4,3,main,16,64,0.28362080000079004,['c'],0,right,['9'],5,0.06731300000137708,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
5,3,main,23,57,0.23344019999967713,['n'],1,right,['9'],5,0.15146699999968405,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
6,3,main,64,16,0.2830615000002581,['c'],1,left,['1'],1,0.15037870000014664,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
7,3,main,23,57,0.31692110000039975,['c'],0,right,['2'],2,0.43564950000109093,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
8,3,main,64,16,0.4003959000001487,['n'],0,left,['9'],5,0.25855030000093393,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
9,3,main,16,64,0.4501966999996512,['n'],1,right,['0'],6,0.022601099999519647,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
10,3,main,49,31,0.43332920000102604,['n'],0,left,['0'],6,0.02089940000041679,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
11,3,main,31,49,0.550093799998649,['c'],0,right,['2'],2,0.014220200000636396,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
12,3,main,49,31,1.2499051999984658,['c'],1,left,['2'],2,0.011651200000414974,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
13,3,main,16,64,0.8172996000012063,['c'],0,right,['9'],5,0.07497200000034354,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
14,3,main,57,23,0.4661318999987998,['n'],0,left,['8'],4,0.11720509999940987,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
15,3,main,23,57,0.4836617999990267,['n'],1,right,['0'],6,0.157848599999852,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
16,3,main,49,31,0.6994377999999415,['n'],0,left,['1'],1,0.18766219999997702,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
17,3,main,31,49,0.7006579999997484,['c'],0,right,['2'],2,0.0728237999992416,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
18,3,main,31,49,0.4001029999999446,['n'],1,right,['8'],4,0.30989409999892814,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
19,3,main,57,23,0.6336923999988358,['n'],0,left,['9'],5,0.12867550000009942,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
20,3,main,16,64,0.516426499998488,['n'],1,right,['9'],5,0.05488900000091235,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
21,3,main,49,31,0.4674187999989954,['n'],0,left,['9'],5,0.018282400000316557,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
22,3,main,64,16,0.36671389999901294,['n'],0,left,['8'],4,0.0995005000004312,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
23,3,main,23,57,0.8174431000006734,['c'],0,right,['2'],2,0.12667039999905683,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
24,3,main,31,49,0.783070299999963,['n'],1,right,['0'],6,0.4428005999998277,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
25,3,main,57,23,0.7169876000007207,['n'],0,left,['0'],6,0.17287949999990815,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
26,3,main,31,49,0.46689340000011725,['n'],1,right,['9'],5,0.16370769999957702,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
27,3,main,23,57,0.4829157000003761,['n'],1,right,['9'],5,0.07394840000051772,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
28,3,main,16,64,0.5835750999995071,['n'],1,right,['0'],6,0.35194030000093335,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
29,3,main,31,49,0.6998462999999902,['n'],1,right,['0'],6,0.05458589999943797,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
30,3,main,16,64,0.4011217999996006,['n'],1,right,['0'],6,0.06843300000036834,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
31,3,main,64,16,0.4503609999992477,['n'],0,left,['0'],6,0.0158449999998993,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
32,3,main,64,16,0.5500804999992397,['n'],0,left,['0'],6,0.4250671000008879,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
33,3,main,57,23,0.7171937000002799,['c'],1,left,['0'],6,0.06010950000018056,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
34,3,main,23,57,0.6002473999997164,['c'],0,right,['0'],6,0.03413449999970908,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
35,3,main,57,23,0.6164066000001185,['c'],1,left,['0'],6,0.4083827000013116,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
0,4,main,31,49,1.26635510000051,['c'],0,right,['0'],6,0.27518549999876996,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
1,4,main,31,49,0.299862400001075,['n'],1,right,['0'],6,0.4288269999997283,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
2,4,main,57,23,0.5667881999997917,['n'],0,left,['8'],4,0.22892510000019684,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
3,4,main,23,57,0.5833442000002833,['c'],0,right,['3'],3,0.5485730000000331,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
4,4,main,57,23,1.2668044999991253,['n'],0,left,['2'],2,0.524014000000534,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
5,4,main,49,31,0.8832029000004695,['c'],1,left,['2'],2,0.05230850000043574,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
6,4,main,57,23,0.9832418000005418,['c'],1,left,['2'],2,0.04288859999905981,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
7,4,main,64,16,0.7002334999997402,['c'],1,left,['0'],6,0.2856202000002668,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
8,4,main,31,49,0.6338029999988066,['n'],1,right,['0'],6,0.3934745999995357,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
9,4,main,57,23,1.1170441000012943,['n'],0,left,['8'],4,0.23765219999950205,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
10,4,main,23,57,0.7001353000014205,['n'],1,right,['0'],6,0.056435200000123587,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
11,4,main,23,57,0.533719300001394,['n'],1,right,['9'],5,0.2252769000006083,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
12,4,main,64,16,0.7502748999995674,['c'],1,left,['0'],6,0.10664839999844844,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
13,4,main,57,23,0.5663727000010113,['c'],1,left,['9'],5,0.1281846999991103,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
14,4,main,16,64,0.566446900000301,['n'],1,right,['0'],6,0.020225899999786634,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
15,4,main,16,64,0.5834343000005902,['n'],1,right,['0'],6,0.41286010000112583,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
16,4,main,49,31,0.7838855999998486,['c'],1,left,['1'],1,1.0047988000005716,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
17,4,main,16,64,0.6504324999987148,['n'],1,right,['8'],4,1.6589672999998584,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
18,4,main,49,31,0.81708929999877,['c'],1,left,['2'],2,0.23252359999969485,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
19,4,main,64,16,0.7666769999996177,['c'],1,left,['9'],5,0.3205373000000691,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
20,4,main,16,64,0.7669590000004973,['n'],1,right,['0'],6,0.08558300000004238,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
21,4,main,23,57,0.8510016000000178,['n'],1,right,['9'],5,0.016449299999294453,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
22,4,main,49,31,0.6667995000007068,['n'],0,left,['9'],5,0.18124360000001616,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
23,4,main,49,31,0.6001380999987305,['n'],0,left,['9'],5,0.038023199998860946,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
24,4,main,57,23,1.3996585000004416,['c'],1,left,['9'],5,0.04481180000038876,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
25,4,main,31,49,0.5501602999993338,['c'],0,right,['9'],5,0.19693630000074336,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
26,4,main,23,57,0.6667043999987072,['c'],0,right,['9'],5,0.0985712000001513,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
27,4,main,49,31,1.2334941999997682,['c'],1,left,['1'],1,0.845171199998731,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
28,4,main,16,64,0.7010436000000482,['n'],1,right,['0'],6,0.015661900000850437,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
29,4,main,64,16,0.6331902999991144,['c'],1,left,['3'],3,0.13349640000160434,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
30,4,main,31,49,1.5835778999989998,['n'],1,right,['2'],2,0.38533540000025823,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
31,4,main,64,16,0.616998200001035,['n'],0,left,['8'],4,0.6173569999991741,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
32,4,main,23,57,0.6492641999993793,['n'],1,right,['9'],5,0.03892160000032163,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
33,4,main,31,49,1.0166748999999982,['c'],0,right,['0'],6,0.6851979999992182,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
34,4,main,16,64,0.6998997999999119,['n'],1,right,['0'],6,0.0538669999987178,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
35,4,main,64,16,0.6836920000005193,['c'],1,left,['0'],6,0.6170375999990938,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
0,5,main,31,49,0.6835102999993978,['n'],1,right,['0'],6,0.03789119999964896,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
1,5,main,64,16,0.6831590000001597,['c'],1,left,['9'],5,0.0892483000006905,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
2,5,main,31,49,1.9493093000000954,['n'],1,right,['9'],5,0.04017790000034438,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
3,5,main,23,57,0.6006025000006048,['c'],0,right,['1'],1,0.6711663999994926,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
4,5,main,49,31,0.6333997000001546,['c'],1,left,['9'],5,0.7478405000001658,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
5,5,main,64,16,0.6676349000008486,['c'],1,left,['0'],6,0.08260220000011032,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
6,5,main,64,16,0.5500966999989032,['c'],1,left,['8'],4,0.13760529999854043,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
7,5,main,16,64,0.716527300000962,['n'],1,right,['0'],6,0.2158212000013009,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
8,5,main,31,49,0.6669111000010162,['n'],1,right,['9'],5,0.148590000000695,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
9,5,main,31,49,0.6167370999992272,['n'],1,right,['8'],4,0.11814389999926789,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
10,5,main,31,49,0.7163507000004756,['n'],1,right,['9'],5,0.18107299999974202,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
11,5,main,16,64,1.1168483000001288,['n'],1,right,['9'],5,0.19315280000046187,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
12,5,main,31,49,0.6336431999989145,['n'],1,right,['0'],6,0.06462439999995695,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
13,5,main,64,16,0.6835756999989826,['n'],0,left,['0'],6,0.25871079999888025,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
14,5,main,57,23,0.6835905000007187,['n'],0,left,['0'],6,0.2053464000000531,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
15,5,main,49,31,0.3831884999999602,['c'],1,left,['9'],5,0.3104667999996309,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
16,5,main,16,64,0.6002399000008154,['n'],1,right,['0'],6,0.3062936999995145,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
17,5,main,64,16,0.7656580000002577,['c'],1,left,['0'],6,0.08732869999948889,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
18,5,main,23,57,0.7333810000000085,['n'],1,right,['9'],5,0.07108180000068387,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
19,5,main,23,57,0.7001079999990907,['n'],1,right,['9'],5,0.12019929999951273,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
20,5,main,49,31,0.366079899999022,['n'],0,left,['0'],6,0.19726210000044375,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
21,5,main,49,31,0.3503669000001537,['n'],0,left,['8'],4,0.30324709999877086,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
22,5,main,49,31,0.7332843999993202,['c'],1,left,['9'],5,0.03814389999934065,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
23,5,main,57,23,0.7500067999990279,['c'],1,left,['0'],6,0.1666981999987911,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
24,5,main,64,16,0.5669763999994757,['c'],1,left,['0'],6,0.21764640000037616,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
25,5,main,57,23,0.7675785999999789,['c'],1,left,['0'],6,0.1305448000002798,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
26,5,main,57,23,0.7501936000007845,['c'],1,left,['0'],6,0.047384000001329696,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
27,5,main,57,23,0.7335944999995263,['c'],1,left,['0'],6,0.11217150000084075,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
28,5,main,16,64,0.9833278999994945,['c'],0,right,['0'],6,0.21237730000029842,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
29,5,main,16,64,0.6842675000007148,['n'],1,right,['0'],6,0.3842640000002575,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
30,5,main,57,23,0.7507092999985616,['c'],1,left,['0'],6,0.06732600000032107,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
31,5,main,23,57,0.81687729999976,['c'],0,right,['0'],6,0.06429260000004433,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
32,5,main,23,57,5.633175599999959,['n'],1,right,['0'],6,0.3969096000000718,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
33,5,main,23,57,3.900101100000029,['n'],1,right,['9'],5,0.20941629999833822,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
34,5,main,49,31,0.6001362999995763,['c'],1,left,['9'],5,0.1295085999990988,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
35,5,main,16,64,0.6169429000001401,['n'],1,right,['0'],6,0.1315690999999788,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
0,6,main,64,16,0.716050400000313,['c'],1,left,['9'],5,0.1407325000000128,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
1,6,main,64,16,0.8663524000003235,['n'],0,left,['9'],5,0.43659090000073775,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
2,6,main,64,16,0.950045700001283,['n'],0,left,['9'],5,0.14156929999990098,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
3,6,main,57,23,2.2328323000001546,['n'],0,left,['9'],5,0.4156358000000182,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
4,6,main,23,57,1.1342246999993222,['n'],1,right,['0'],6,0.20937599999888334,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
5,6,main,49,31,0.86679390000063,['c'],1,left,['0'],6,0.8388947999992524,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
6,6,main,31,49,0.6336139000013645,['n'],1,right,['0'],6,0.3004766000012751,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
7,6,main,31,49,0.666541500000676,['c'],0,right,['0'],6,0.16602830000010727,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
8,6,main,16,64,0.5503628000005847,['n'],1,right,['0'],6,0.00996820000000298,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
9,6,main,64,16,0.9168784000012238,['n'],0,left,['2'],2,0.24430740000025253,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
10,6,main,31,49,0.3672115000008489,['n'],1,right,['9'],5,0.123564699999406,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
11,6,main,49,31,0.5836402999993879,['n'],0,left,['8'],4,0.20796399999926507,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
12,6,main,16,64,0.416918999999325,['n'],1,right,['9'],5,0.1514991000003647,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
13,6,main,57,23,0.5336786999996548,['n'],0,left,['2'],2,0.3001096999996662,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
14,6,main,31,49,0.3841355000004114,['n'],1,right,['9'],5,0.2570601000006718,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
15,6,main,57,23,0.36664179999934277,['n'],0,left,['2'],2,0.36056830000052287,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
16,6,main,49,31,0.28353729999980715,['n'],0,left,['3'],3,0.23934369999915361,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
17,6,main,31,49,1.6163381000005757,['c'],0,right,['8'],4,0.181606300000567,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
18,6,main,23,57,0.5500504999999976,['n'],1,right,['0'],6,0.08835350000117614,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
19,6,main,64,16,0.6663552000009076,['c'],1,left,['0'],6,0.042559999999866704,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
20,6,main,57,23,0.8666002999998454,['n'],0,left,['9'],5,0.16669179999917105,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
21,6,main,16,64,0.5162149999996473,['n'],1,right,['9'],5,0.05942049999976007,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
22,6,main,31,49,0.6502036000001681,['n'],1,right,['8'],4,0.15976020000016433,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
23,6,main,16,64,0.6339052000002994,['n'],1,right,['0'],6,0.2403692999996565,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
24,6,main,23,57,0.6338892000003398,['c'],0,right,['2'],2,0.2539841999987402,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
25,6,main,16,64,0.5668958000005659,['c'],0,right,['3'],3,0.12517970000044443,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
26,6,main,16,64,0.7172572999988915,['n'],1,right,['1'],1,0.39658459999918705,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
27,6,main,49,31,0.6832500000000437,['n'],0,left,['2'],2,0.14485099999910744,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
28,6,main,64,16,0.533683600000586,['c'],1,left,['3'],3,0.18194150000090303,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
29,6,main,23,57,0.5998548999996274,['n'],1,right,['3'],3,0.13467659999878379,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
30,6,main,57,23,0.6836327000000892,['n'],0,left,['8'],4,0.07006900000124006,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
31,6,main,23,57,0.48346010000022943,['n'],1,right,['0'],6,0.1282549999996263,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
32,6,main,57,23,0.7338826999985031,['n'],0,left,['0'],6,0.4779417999998259,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
33,6,main,49,31,0.7171349000000191,['n'],0,left,['9'],5,0.11011770000004617,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
34,6,main,49,31,0.8497413999994023,['n'],0,left,['0'],6,0.04020470000068599,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
35,6,main,23,57,0.5834236999999121,['n'],1,right,['0'],6,0.09532290000061039,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
0,7,main,64,16,1.8668765000002168,['n'],0,left,['9'],5,0.39906730000075186,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
1,7,main,49,31,0.6331000000009226,['n'],0,left,['1'],1,0.1819300999995903,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
2,7,main,23,57,0.5501776000000973,['c'],0,right,['9'],5,0.44136710000020685,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
3,7,main,23,57,0.4006231999992451,['n'],1,right,['3'],3,0.23148930000024848,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
4,7,main,31,49,0.5334982000003947,['c'],0,right,['2'],2,0.0571380000001227,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
5,7,main,57,23,0.6002886000005674,['c'],1,left,['1'],1,0.20717689999946742,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
6,7,main,64,16,0.566805899999963,['c'],1,left,['3'],3,0.2568503000002238,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
7,7,main,23,57,0.6669577000011486,['n'],1,right,['8'],4,0.5723031000015908,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
8,7,main,57,23,0.5502446000009513,['n'],0,left,['9'],5,0.09585189999961585,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
9,7,main,64,16,0.5498980000011215,['n'],0,left,['9'],5,0.10193119999894407,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
10,7,main,57,23,0.6997797999993054,['n'],0,left,['9'],5,0.19811639999898034,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
11,7,main,31,49,0.6502396999985649,['n'],1,right,['9'],5,0.06841720000011264,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
12,7,main,16,64,0.4670012000005954,['n'],1,right,['0'],6,0.03103499999997439,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
13,7,main,16,64,0.6331444000006741,['n'],1,right,['0'],6,0.18071769999914977,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
14,7,main,31,49,1.316496699999334,['n'],1,right,['0'],6,0.24877480000031937,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
15,7,main,16,64,0.46664160000000265,['n'],1,right,['9'],5,0.02815829999963171,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
16,7,main,23,57,0.6004221999992296,['n'],1,right,['9'],5,0.13108939999983704,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
17,7,main,31,49,0.7002778999994916,['n'],1,right,['9'],5,0.16172399999959453,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
18,7,main,31,49,0.5662539000004472,['n'],1,right,['0'],6,0.03665809999984049,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
19,7,main,49,31,0.6332813000008173,['n'],0,left,['0'],6,0.0262442999992345,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
20,7,main,57,23,0.5169808999999077,['n'],0,left,['9'],5,0.052910300000803545,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
21,7,main,49,31,0.6833475000003091,['c'],1,left,['3'],3,0.26381020000007993,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
22,7,main,49,31,0.6502301000000443,['c'],1,left,['2'],2,0.08325569999942672,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
23,7,main,49,31,0.7839514999996027,['c'],1,left,['1'],1,0.25677660000110336,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
24,7,main,23,57,0.5667104000003746,['n'],1,right,['9'],5,0.04826829999910842,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
25,7,main,31,49,0.6501559000007546,['n'],1,right,['0'],6,0.05237399999896297,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
26,7,main,23,57,0.6329729999997653,['n'],1,right,['9'],5,0.5536644000003434,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
27,7,main,57,23,0.7006323000005068,['n'],0,left,['9'],5,0.4072524999992311,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
28,7,main,64,16,0.4001217999993969,['n'],0,left,['0'],6,0.32757930000116176,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
29,7,main,64,16,0.6842639999995299,['c'],1,left,['0'],6,0.07904549999875599,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
30,7,main,16,64,0.9006485999998404,['n'],1,right,['0'],6,0.19992369999999937,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
31,7,main,49,31,1.0499120999993465,['n'],0,left,['0'],6,0.470042499999181,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
32,7,main,16,64,2.083915799999886,['c'],0,right,['3'],3,0.2564227999991999,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
33,7,main,64,16,0.5340255999999499,['c'],1,left,['2'],2,0.19337090000044554,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
34,7,main,57,23,0.4331982000003336,['n'],0,left,['9'],5,0.1526916999991954,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
35,7,main,16,64,0.7833179000008386,['n'],1,right,['9'],5,0.06756769999992684,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
0,8,main,31,49,0.7169430999983888,['n'],1,right,['0'],6,0.0005424999999377178,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
1,8,main,49,31,0.6663367000001017,['n'],0,left,['0'],6,0.1659546999999293,-99,-99,49,hard,control,letter,alpha,7,21,M,R,
2,8,main,57,23,0.5830306000007113,['c'],1,left,['2'],2,0.20003360000009707,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
3,8,main,16,64,0.6498484000003373,['n'],1,right,['9'],5,0.2622358999997232,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
4,8,main,16,64,0.8671083999997791,['n'],1,right,['3'],3,0.7450828000000911,-99,-99,64,easy,control,letter,alpha,7,21,M,R,
5,8,main,23,57,0.6168813000003865,['n'],1,right,['9'],5,0.4187536999997974,-99,-99,57,medium,control,letter,alpha,7,21,M,R,
