withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,57,23,2.3664515000000392,['n'],0,left,['3'],3,6.916389800000047,[0.99413731],0.0,57,medium,plus,letter,alpha,,,35,19,V,R,
1,0,training,16,64,1.4991929999999911,['n'],1,right,['9'],5,1.1299819000000753,[-0.23424762],100.0,64,easy,plus,letter,alpha,,,35,19,V,R,
2,0,training,57,23,2.6000594999999294,['c'],1,left,['2'],2,1.5480893999999807,[0.17438246],99.0,57,medium,plus,letter,alpha,,,35,19,V,R,
3,0,training,49,31,2.116621000000009,['n'],0,left,['3'],3,0.8008328999999321,[-0.09796706],98.0,49,hard,plus,letter,alpha,,,35,19,V,R,
4,0,training,49,31,1.4995618000000377,['n'],0,left,['2'],2,1.2762119999999868,[-0.02670761],70.0,49,hard,plus,letter,alpha,,,35,19,V,R,
5,0,training,57,23,1.5331301999999596,['c'],1,left,['8'],4,1.138844600000084,[0.28818881],100.0,57,medium,plus,letter,alpha,,,35,19,V,R,
6,0,training,57,23,1.2833274999999276,['n'],0,left,['8'],4,1.1454784000000018,[-0.12357996],98.0,57,medium,plus,letter,alpha,,,35,19,V,R,
7,0,training,49,31,1.532711000000063,['c'],1,left,['8'],4,1.461422500000026,[0.10122456],95.0,49,hard,plus,letter,alpha,,,35,19,V,R,
8,0,training,23,57,1.1335226999999577,['n'],1,right,['9'],5,1.1567307000000255,[-0.10619622],97.0,57,medium,plus,letter,alpha,,,35,19,V,R,
9,0,training,23,57,1.1497506000000612,['n'],1,right,['9'],5,0.800041199999896,[-0.24657074],100.0,57,medium,plus,letter,alpha,,,35,19,V,R,
10,0,training,23,57,1.9162461999999323,['n'],1,right,['3'],3,0.8425478999999996,[-0.1675179],100.0,57,medium,plus,letter,alpha,,,35,19,V,R,
11,0,training,64,16,2.8825057000000243,['n'],0,left,['8'],4,1.0374961999999641,[0.29742692],0.0,64,easy,plus,letter,alpha,,,35,19,V,R,
