withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,18,62,1.1326378999983717,['n'],1,right,['8'],3,2.44002680000267,[-0.58078439],100.0,62,easy,control,shape,alpha,,,28,22,M,R,
1,0,training,62,18,0.6503981999994721,['n'],0,left,['3'],4,4.322837900002924,[0.86479612],0.0,62,easy,control,shape,alpha,,,28,22,M,R,
2,0,training,31,49,0.2677291999971203,['c'],0,right,['3'],4,0.20981120000215014,[0.0697983],94.0,49,hard,control,shape,alpha,,,28,22,M,R,
3,0,training,31,49,0.3168831000002683,['c'],0,right,['8'],3,0.3081257999983791,[0.0973035],96.0,49,hard,control,shape,alpha,,,28,22,M,R,
4,0,training,23,57,0.3181107999989763,['n'],1,right,['8'],3,0.3228778999982751,[-0.02688557],70.0,57,medium,control,shape,alpha,,,28,22,M,R,
5,0,training,57,23,0.9666848000015307,['c'],1,left,['8'],3,0.8220747000013944,[0.1307835],93.0,57,medium,control,shape,alpha,,,28,22,M,R,
6,0,training,57,23,0.10339589999784948,['c'],1,left,['3'],4,1.8765429000013683,[0.27965038],98.0,57,medium,control,shape,alpha,,,28,22,M,R,
7,0,training,49,31,0.6831533000004129,['n'],0,left,['3'],4,0.06926559999919846,[-0.0372633],93.0,49,hard,control,shape,alpha,,,28,22,M,R,
8,0,training,62,18,0.8999885000012,['c'],1,left,['8'],3,0.15013680000265595,[0.09185647],99.0,62,easy,control,shape,alpha,,,28,22,M,R,
9,0,training,31,49,0.6343176000009407,['n'],1,right,['8'],3,0.09453229999780888,[-0.10559756],100.0,49,hard,control,shape,alpha,,,28,22,M,R,
10,0,training,57,23,0.12562059999982012,['c'],1,left,['3'],4,0.5381694999996398,[0.01271689],58.0,57,medium,control,shape,alpha,,,28,22,M,R,
11,0,training,62,18,0.45034020000093733,['c'],1,left,['8'],3,0.009790799998881994,[0.04348977],100.0,62,easy,control,shape,alpha,,,28,22,M,R,
12,0,training,62,18,0.2997092000005068,['n'],0,left,['3'],4,0.08444089999829885,[0.01761602],25.0,62,easy,control,shape,alpha,,,28,22,M,R,
13,0,training,49,31,1.7006096000004618,['n'],0,left,['3'],4,0.020526199998130323,[-0.01807388],90.0,49,hard,control,shape,alpha,,,28,22,M,R,
14,0,training,23,57,1.6832582999995793,['c'],0,right,['9'],2,0.21557939999911468,[0.01069526],60.0,57,medium,control,shape,alpha,,,28,22,M,R,
15,0,training,57,23,0.6008910999989894,['n'],0,left,['2'],5,0.12677040000198758,[-0.02213159],75.0,57,medium,control,shape,alpha,,,28,22,M,R,
16,0,training,23,57,0.30080289999750676,['c'],0,right,['2'],5,0.1488671000006434,[-0.00040423],50.0,57,medium,control,shape,alpha,,,28,22,M,R,
17,0,training,18,62,0.5005708999997296,['c'],0,right,['9'],2,0.19468530000085593,[0.03757247],82.0,62,easy,control,shape,alpha,,,28,22,M,R,
18,0,training,49,31,0.07729400000243913,['n'],0,left,['9'],2,0.6662734999990789,[-0.04157346],71.0,49,hard,control,shape,alpha,,,28,22,M,R,
19,0,training,23,57,0.09829900000113412,['c'],0,right,['9'],2,0.20718940000006114,[0.07686166],95.0,57,medium,control,shape,alpha,,,28,22,M,R,
20,0,training,23,57,0.5332581999973627,['c'],0,right,['9'],2,0.39310589999877266,[-0.00667186],45.0,57,medium,control,shape,alpha,,,28,22,M,R,
21,0,training,49,31,2.616739699999016,['n'],0,left,['0'],1,0.5040874000005715,[-0.00787036],55.0,49,hard,control,shape,alpha,,,28,22,M,R,
22,0,training,18,62,0.35036310000214144,['n'],1,right,['0'],1,0.013249900002847426,[-0.05642591],100.0,62,easy,control,shape,alpha,,,28,22,M,R,
23,0,training,18,62,0.050190699999802746,['n'],1,right,['1'],6,0.30018630000267876,[-0.13096756],99.0,62,easy,control,shape,alpha,,,28,22,M,R,
24,0,training,49,31,0.33353229999920586,['n'],0,left,['1'],6,0.010478299998794682,[-0.05039562],100.0,49,hard,control,shape,alpha,,,28,22,M,R,
25,0,training,57,23,2.2833143999996537,['n'],0,left,"['9', '8']",2,0.662561100001767,[-0.03636338],69.0,57,medium,control,shape,alpha,,,28,22,M,R,
26,0,training,49,31,0.883185599999706,['n'],0,left,['0'],1,0.416886599999998,[0.04391278],23.0,49,hard,control,shape,alpha,,,28,22,M,R,
27,0,training,31,49,3.199575399998139,['c'],0,right,['0'],1,0.023450300002878066,[0.07253837],100.0,49,hard,control,shape,alpha,,,28,22,M,R,
