withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,57,23,4.116956699999946,['c'],1,left,['3'],4,3.7300513000000137,[0.30654927],81.0,57,medium,minus,shape,alpha,,,40,18,V,R,
1,0,training,62,18,1.9663200999999617,['c'],1,left,['3'],4,1.6529732000000195,[0.05623386],60.0,62,easy,minus,shape,alpha,,,40,18,V,R,
2,0,training,57,23,1.0833410999999842,['n'],0,left,['3'],4,0.7987990999999965,[-0.0947582],72.0,57,medium,minus,shape,alpha,,,40,18,V,R,
3,0,training,62,18,1.016937999999982,['c'],1,left,['2'],5,0.4928654000000279,[0.17924767],91.0,62,easy,minus,shape,alpha,,,40,18,V,R,
4,0,training,23,57,0.7672102999999879,['c'],0,right,['3'],4,0.4824118000000226,[0.03833681],62.0,57,medium,minus,shape,alpha,,,40,18,V,R,
5,0,training,18,62,0.9342566999999917,['n'],1,right,['2'],5,0.38505529999997634,[-0.03134614],61.0,62,easy,minus,shape,alpha,,,40,18,V,R,
6,0,training,18,62,0.8830334000000448,['n'],1,right,['8'],3,0.6293212000000494,[-0.13560391],82.0,62,easy,minus,shape,alpha,,,40,18,V,R,
7,0,training,31,49,0.9837459999999965,['c'],0,right,['3'],4,0.3964042000000063,[0.00117676],50.0,49,hard,minus,shape,alpha,,,40,18,V,R,
8,0,training,23,57,1.133465200000046,['n'],1,right,['3'],4,0.9187843000000839,[-0.14877103],80.0,57,medium,minus,shape,alpha,,,40,18,V,R,
9,0,training,49,31,0.8170358000000988,['c'],1,left,['3'],4,0.39281719999996767,[0.05474829],69.0,49,hard,minus,shape,alpha,,,40,18,V,R,
10,0,training,18,62,0.8004293999999845,['n'],1,right,['3'],4,0.49568470000008347,[-0.1019695],79.0,62,easy,minus,shape,alpha,,,40,18,V,R,
11,0,training,18,62,0.6004855999999563,['c'],0,right,['9'],2,0.747280700000033,[-0.0522301],37.0,62,easy,minus,shape,alpha,,,40,18,V,R,
12,0,training,49,31,0.8338136999999506,['c'],1,left,['2'],5,0.5317201999999952,[0.02780999],58.0,49,hard,minus,shape,alpha,,,40,18,V,R,
13,0,training,31,49,0.5336043999999447,['n'],1,right,['3'],4,0.22459830000002512,[-0.09545709],86.0,49,hard,minus,shape,alpha,,,40,18,V,R,
14,0,training,18,62,0.6331483000000162,['c'],0,right,['3'],4,0.1016065000000026,[0.00063683],50.0,62,easy,minus,shape,alpha,,,40,18,V,R,
15,0,training,49,31,0.8832668000000012,['c'],1,left,['3'],4,0.05312670000000708,[0.03822888],81.0,49,hard,minus,shape,alpha,,,40,18,V,R,
16,0,training,23,57,0.36744870000006813,['n'],1,right,['8'],3,0.22013449999997192,[-0.11589761],90.0,57,medium,minus,shape,alpha,,,40,18,V,R,
17,0,training,49,31,0.667397899999969,['c'],1,left,['2'],5,0.20862469999997302,[0.08098164],83.0,49,hard,minus,shape,alpha,,,40,18,V,R,
18,0,training,62,18,0.5999629000000368,['c'],1,left,['2'],5,0.18331719999991947,[0.09336432],88.0,62,easy,minus,shape,alpha,,,40,18,V,R,
19,0,training,57,23,0.4165934999999763,['c'],1,left,['2'],5,0.21475259999999707,[0.02837886],63.0,57,medium,minus,shape,alpha,,,40,18,V,R,
20,0,training,62,18,0.5666770999999926,['c'],1,left,['1'],6,0.11123139999995146,[0.03231416],70.0,62,easy,minus,shape,alpha,,,40,18,V,R,
21,0,training,23,57,0.8835011999999551,['n'],1,right,['3'],4,0.35093529999994644,[-0.11699619],86.0,57,medium,minus,shape,alpha,,,40,18,V,R,
22,0,training,49,31,0.7503135000000611,['c'],1,left,['3'],4,0.1386033999999654,[0.08947295],90.0,49,hard,minus,shape,alpha,,,40,18,V,R,
23,0,training,23,57,0.9169147000000066,['n'],1,right,['3'],4,0.15150170000003982,[-0.06018179],80.0,57,medium,minus,shape,alpha,,,40,18,V,R,
24,0,training,62,18,0.6172057999999652,['c'],1,left,['2'],5,0.22446660000002794,[0.10675746],88.0,62,easy,minus,shape,alpha,,,40,18,V,R,
25,0,training,49,31,0.9998104000000012,['c'],1,left,['1'],6,0.07088550000003124,[0.00965533],58.0,49,hard,minus,shape,alpha,,,40,18,V,R,
26,0,training,18,62,0.5844053000000713,['c'],0,right,['2'],5,0.10047280000003411,[0.07905438],90.0,62,easy,minus,shape,alpha,,,40,18,V,R,
27,0,training,23,57,0.4835319000000027,['n'],1,right,['2'],5,0.21273629999996047,[-0.04192341],69.0,57,medium,minus,shape,alpha,,,40,18,V,R,
28,0,training,62,18,0.6834044999999378,['c'],1,left,['2'],5,0.15236800000002404,[0.05468775],78.0,62,easy,minus,shape,alpha,,,40,18,V,R,
29,0,training,31,49,0.8175269999999273,['c'],0,right,['3'],4,0.1693080000000009,[-0.03190611],33.0,49,hard,minus,shape,alpha,,,40,18,V,R,
30,0,training,31,49,0.7340560000000096,['c'],0,right,['2'],5,0.14084090000005745,[0.01591198],59.0,49,hard,minus,shape,alpha,,,40,18,V,R,
31,0,training,57,23,0.7835917999999538,['c'],1,left,['2'],5,0.6871992999999748,[0.04289355],61.0,57,medium,minus,shape,alpha,,,40,18,V,R,
32,0,training,31,49,0.8005189000000428,['c'],0,right,['3'],4,0.05897030000005543,[0.04876834],86.0,49,hard,minus,shape,alpha,,,40,18,V,R,
33,0,training,57,23,0.7172887000000401,['c'],1,left,['2'],5,0.13120939999998882,[0.04093667],73.0,57,medium,minus,shape,alpha,,,40,18,V,R,
34,0,training,31,49,0.6173871000000872,['c'],0,right,['0'],1,1.0527577999999949,[-0.00015161],50.0,49,hard,minus,shape,alpha,,,40,18,V,R,
35,0,training,57,23,1.45033269999999,['c'],1,left,['3'],4,0.44808229999989635,[0.1151338],82.0,57,medium,minus,shape,alpha,,,40,18,V,R,
0,1,training,49,31,1.367515899999944,['c'],1,left,['2'],5,1.0553464000000758,[0.2585331],91.0,49,hard,minus,shape,alpha,,,40,18,V,R,
1,1,training,23,57,0.6837275999999974,['n'],1,right,['2'],5,0.08101770000007491,[-0.05616381],85.0,57,medium,minus,shape,alpha,,,40,18,V,R,
2,1,training,49,31,0.7004513000000543,['n'],0,left,['2'],5,0.47333800000001247,[0.01832818],44.0,49,hard,minus,shape,alpha,,,40,18,V,R,
3,1,training,31,49,0.5332785000000513,['c'],0,right,['2'],5,0.21631079999997382,[0.01756905],58.0,49,hard,minus,shape,alpha,,,40,18,V,R,
4,1,training,23,57,0.6837437000000364,['c'],0,right,['2'],5,0.25187639999990097,[0.02573622],61.0,57,medium,minus,shape,alpha,,,40,18,V,R,
5,1,training,62,18,0.7672970999999507,['c'],1,left,['2'],5,0.8268562999999176,[0.26287533],93.0,62,easy,minus,shape,alpha,,,40,18,V,R,
6,1,training,62,18,0.6166666000000305,['c'],1,left,['1'],6,0.2165239000000838,[0.0769828],82.0,62,easy,minus,shape,alpha,,,40,18,V,R,
7,1,training,18,62,0.9500050000000329,['c'],0,right,['3'],4,0.24170829999991383,[0.01909542],59.0,62,easy,minus,shape,alpha,,,40,18,V,R,
8,1,training,62,18,0.5999311000000489,['c'],1,left,['1'],6,0.2791184999999814,[0.0415426],67.0,62,easy,minus,shape,alpha,,,40,18,V,R,
9,1,training,62,18,0.7003754999999501,['c'],1,left,['2'],5,0.08789890000002742,[0.07045122],89.0,62,easy,minus,shape,alpha,,,40,18,V,R,
10,1,training,57,23,0.7007414999999355,['c'],1,left,['3'],4,0.19175940000002356,[0.03280736],66.0,57,medium,minus,shape,alpha,,,40,18,V,R,
11,1,training,23,57,0.6823470999999017,['n'],1,right,['9'],2,0.2921314000000166,[-0.07050265],76.0,57,medium,minus,shape,alpha,,,40,18,V,R,
12,1,training,57,23,0.9003003999999919,['c'],1,left,['2'],5,0.20399889999998777,[0.12165759],92.0,57,medium,minus,shape,alpha,,,40,18,V,R,
13,1,training,18,62,0.6007571999999755,['n'],1,right,['2'],5,0.2419392000000471,[-0.08597375],83.0,62,easy,minus,shape,alpha,,,40,18,V,R,
14,1,training,31,49,0.6668501000000333,['c'],0,right,['3'],4,0.19704399999989164,[0.0427129],70.0,49,hard,minus,shape,alpha,,,40,18,V,R,
15,1,training,57,23,0.9006133000000318,['c'],1,left,['1'],6,0.04860310000003665,[0.05989173],92.0,57,medium,minus,shape,alpha,,,40,18,V,R,
16,1,training,49,31,0.6670492999999169,['c'],1,left,['2'],5,0.18761940000001687,[0.07808455],83.0,49,hard,minus,shape,alpha,,,40,18,V,R,
17,1,training,49,31,0.5838602999999694,['c'],1,left,['2'],5,0.16382080000005317,[0.05031638],75.0,49,hard,minus,shape,alpha,,,40,18,V,R,
18,1,training,23,57,1.3502078999999867,['n'],1,right,['3'],4,0.6548975999999129,[-0.03706518],60.0,57,medium,minus,shape,alpha,,,40,18,V,R,
19,1,training,49,31,0.6170539999999392,['c'],1,left,['3'],4,0.09916959999998198,[0.05334924],82.0,49,hard,minus,shape,alpha,,,40,18,V,R,
20,1,training,31,49,0.9834498000000167,['c'],0,right,['3'],4,0.047598699999980454,[0.08883031],97.0,49,hard,minus,shape,alpha,,,40,18,V,R,
21,1,training,62,18,0.7326550000000225,['c'],1,left,['3'],4,0.07186860000001616,[0.03467109],76.0,62,easy,minus,shape,alpha,,,40,18,V,R,
22,1,training,31,49,0.5841025000000855,['c'],0,right,['1'],6,0.05263609999997243,[0.02169428],70.0,49,hard,minus,shape,alpha,,,40,18,V,R,
23,1,training,57,23,0.6493523000000323,['c'],1,left,['1'],6,0.14475640000000567,[0.06161478],81.0,57,medium,minus,shape,alpha,,,40,18,V,R,
24,1,training,18,62,0.7494956000000457,['n'],1,right,['2'],5,0.2603517000000011,[-0.05692918],73.0,62,easy,minus,shape,alpha,,,40,18,V,R,
25,1,training,57,23,0.866943400000082,['c'],1,left,['2'],5,0.36638749999997344,[0.07258569],75.0,57,medium,minus,shape,alpha,,,40,18,V,R,
26,1,training,31,49,0.849838200000022,['c'],0,right,['3'],4,0.021375700000021425,[0.06111168],98.0,49,hard,minus,shape,alpha,,,40,18,V,R,
27,1,training,18,62,0.6999272000000474,['n'],1,right,['2'],5,0.1926155999999537,[0.00801065],46.0,62,easy,minus,shape,alpha,,,40,18,V,R,
28,1,training,62,18,0.6502271000000519,['c'],1,left,['2'],5,0.053913299999976516,[0.06371825],92.0,62,easy,minus,shape,alpha,,,40,18,V,R,
29,1,training,57,23,0.7161139000000958,['c'],1,left,['1'],6,0.11132399999996778,[0.04628297],78.0,57,medium,minus,shape,alpha,,,40,18,V,R,
30,1,training,23,57,0.732957899999974,['c'],0,right,['2'],5,0.08480680000002394,[0.03530128],75.0,57,medium,minus,shape,alpha,,,40,18,V,R,
31,1,training,49,31,0.7174391999999443,['c'],1,left,['3'],4,0.5399194999999963,[-0.10549917],22.0,49,hard,minus,shape,alpha,,,40,18,V,R,
32,1,training,31,49,0.817186500000048,['c'],0,right,['9'],2,0.9087779000000182,[0.12278792],76.0,49,hard,minus,shape,alpha,,,40,18,V,R,
33,1,training,23,57,0.7168832999999495,['c'],0,right,['2'],5,0.11492789999999786,[-0.02071398],37.0,57,medium,minus,shape,alpha,,,40,18,V,R,
34,1,training,18,62,0.8836254000000281,['n'],1,right,['2'],5,0.273992499999963,[-0.02958003],62.0,62,easy,minus,shape,alpha,,,40,18,V,R,
35,1,training,18,62,0.8499997999999778,['n'],1,right,['3'],4,0.2362514999999803,[-0.10403029],87.0,62,easy,minus,shape,alpha,,,40,18,V,R,
0,2,training,31,49,0.8338451999999279,['n'],1,right,['2'],5,0.30413399999997637,[-0.05810753],72.0,49,hard,minus,shape,alpha,,,40,18,V,R,
1,2,training,18,62,0.5492737999999235,['n'],1,right,['2'],5,0.16508590000000822,[-0.1215078],94.0,62,easy,minus,shape,alpha,,,40,18,V,R,
2,2,training,57,23,0.7000408000000107,['c'],1,left,['2'],5,0.08996510000008584,[0.04562151],80.0,57,medium,minus,shape,alpha,,,40,18,V,R,
3,2,training,49,31,0.6001622999999654,['n'],0,left,['9'],2,0.8035677000000305,[-0.07498904],68.0,49,hard,minus,shape,alpha,,,40,18,V,R,
4,2,training,62,18,0.7333132999999634,['c'],1,left,['2'],5,0.12434989999997015,[0.02271756],64.0,62,easy,minus,shape,alpha,,,40,18,V,R,
5,2,training,57,23,0.6006840000000011,['c'],1,left,['1'],6,0.10278930000004038,[0.00930481],56.0,57,medium,minus,shape,alpha,,,40,18,V,R,
6,2,training,62,18,0.7500449000000344,['c'],1,left,['2'],5,0.15661890000001222,[0.09912824],90.0,62,easy,minus,shape,alpha,,,40,18,V,R,
7,2,training,49,31,0.5832280000000765,['c'],1,left,['3'],4,0.2461274999999432,[-0.01754572],42.0,49,hard,minus,shape,alpha,,,40,18,V,R,
8,2,training,31,49,0.8674495000000206,['n'],1,right,['9'],2,0.2891513000000714,[-0.01947976],58.0,49,hard,minus,shape,alpha,,,40,18,V,R,
9,2,training,31,49,0.6997211000000334,['c'],0,right,['2'],5,0.09675540000000638,[0.01771223],63.0,49,hard,minus,shape,alpha,,,40,18,V,R,
10,2,training,57,23,0.6495537000000695,['c'],1,left,['1'],6,0.12235480000003918,[0.0833564],89.0,57,medium,minus,shape,alpha,,,40,18,V,R,
11,2,training,23,57,0.7667987999999468,['n'],1,right,['2'],5,0.20573530000001483,[-0.10044676],88.0,57,medium,minus,shape,alpha,,,40,18,V,R,
12,2,training,23,57,0.6165793999999778,['n'],1,right,['1'],6,0.21153429999992568,[-0.0549459],75.0,57,medium,minus,shape,alpha,,,40,18,V,R,
13,2,training,31,49,0.6999345000000403,['c'],0,right,['3'],4,0.18187039999997978,[0.02386257],62.0,49,hard,minus,shape,alpha,,,40,18,V,R,
14,2,training,23,57,1.017098600000054,['c'],0,right,['3'],4,2.5417208000000073,[-0.37199344],11.0,57,medium,minus,shape,alpha,,,40,18,V,R,
15,2,training,49,31,0.849694999999997,['c'],1,left,['1'],6,0.01317200000005414,[0.03870519],95.0,49,hard,minus,shape,alpha,,,40,18,V,R,
16,2,training,57,23,0.7166975000000093,['c'],1,left,['2'],5,0.13032699999996566,[0.04723204],76.0,57,medium,minus,shape,alpha,,,40,18,V,R,
17,2,training,62,18,0.5997449999999844,['c'],1,left,['2'],5,0.0809842999999546,[0.06252092],88.0,62,easy,minus,shape,alpha,,,40,18,V,R,
18,2,training,62,18,0.5824800000000323,['c'],1,left,['1'],6,0.07816439999999147,[0.04748294],82.0,62,easy,minus,shape,alpha,,,40,18,V,R,
19,2,training,49,31,0.4512403999999606,['c'],1,left,['1'],6,0.19170420000000377,[0.03550572],67.0,49,hard,minus,shape,alpha,,,40,18,V,R,
20,2,training,62,18,2.050158799999963,['c'],1,left,['1'],6,0.2056287999999995,[0.14608945],95.0,62,easy,minus,shape,alpha,,,40,18,V,R,
21,2,training,57,23,0.7340070000000196,['c'],1,left,['1'],6,0.07924880000007306,[0.04897475],83.0,57,medium,minus,shape,alpha,,,40,18,V,R,
22,2,training,18,62,0.8168446999999333,['n'],1,right,['1'],6,0.4189636999999493,[-0.0108369],54.0,62,easy,minus,shape,alpha,,,40,18,V,R,
23,2,training,18,62,1.1836366999999655,['c'],0,right,['8'],3,1.673913999999968,[-0.44101492],4.0,62,easy,minus,shape,alpha,,,40,18,V,R,
24,2,training,62,18,1.5337032999999565,['n'],0,left,['8'],3,0.48117790000003424,[0.02831325],41.0,62,easy,minus,shape,alpha,,,40,18,V,R,
25,2,training,31,49,1.0178458999999975,['c'],0,right,['3'],4,0.14081320000002506,[0.05257225],78.0,49,hard,minus,shape,alpha,,,40,18,V,R,
