withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,49,31,7.66578269999809,['n'],0,left,['1'],1,8.659636399999727,[0.64119729],12.0,49,hard,minus,letter,alpha,,,23,18,V,R,
1,0,training,23,57,2.666250800000853,['c'],0,right,['3'],3,2.4999227000007522,[-0.1240846],33.0,57,medium,minus,letter,alpha,,,23,18,V,R,
2,0,training,16,64,2.1663111000016215,['n'],1,right,['3'],3,2.1921529000028386,[-0.34244134],89.0,64,easy,minus,letter,alpha,,,23,18,V,R,
3,0,training,16,64,1.349710700000287,['n'],1,right,['3'],3,1.0494440000002214,[-0.27531948],92.0,64,easy,minus,letter,alpha,,,23,18,V,R,
4,0,training,16,64,1.3833457000000635,['n'],1,right,['9'],5,0.7672429000012926,[-0.14455911],82.0,64,easy,minus,letter,alpha,,,23,18,V,R,
5,0,training,64,16,1.1166330999985803,['c'],1,left,['9'],5,0.9547132000006968,[0.1959425],86.0,64,easy,minus,letter,alpha,,,23,18,V,R,
6,0,training,16,64,1.1500798000015493,['n'],1,right,['9'],5,0.7981978000025265,[-0.22759051],91.0,64,easy,minus,letter,alpha,,,23,18,V,R,
7,0,training,57,23,1.316805000002205,['c'],1,left,['8'],4,0.6411900999992213,[0.13438992],82.0,57,medium,minus,letter,alpha,,,23,18,V,R,
8,0,training,57,23,1.0331707000004826,['c'],1,left,['0'],6,0.9337055000032706,[0.16232771],82.0,57,medium,minus,letter,alpha,,,23,18,V,R,
9,0,training,23,57,1.2668025000020862,['c'],0,right,['8'],4,0.5648188999984995,[-0.05279212],35.0,57,medium,minus,letter,alpha,,,23,18,V,R,
10,0,training,16,64,1.483301100000972,['n'],1,right,['8'],4,0.7937524000008125,[-0.33077246],97.0,64,easy,minus,letter,alpha,,,23,18,V,R,
11,0,training,57,23,1.583626200001163,['c'],1,left,['3'],3,1.2505435000020952,[0.12257758],73.0,57,medium,minus,letter,alpha,,,23,18,V,R,
12,0,training,23,57,2.9331770000026154,['c'],0,right,['8'],4,1.1546383000022615,[-0.03519871],43.0,57,medium,minus,letter,alpha,,,23,18,V,R,
13,0,training,31,49,1.4004813999999897,['n'],1,right,['9'],5,0.5317047000025923,[-0.10558254],79.0,49,hard,minus,letter,alpha,,,23,18,V,R,
14,0,training,31,49,1.0334714999989956,['n'],1,right,['9'],5,0.4773110000023735,[-0.07237907],72.0,49,hard,minus,letter,alpha,,,23,18,V,R,
15,0,training,23,57,1.5164786999994249,['n'],1,right,['8'],4,0.7245933999984118,[-0.09662825],74.0,57,medium,minus,letter,alpha,,,23,18,V,R,
16,0,training,64,16,1.1501834999980929,['c'],1,left,['8'],4,0.6409459999995306,[0.15105595],85.0,64,easy,minus,letter,alpha,,,23,18,V,R,
17,0,training,31,49,1.6337375999974029,['c'],0,right,['8'],4,0.5253052999978536,[0.08087391],73.0,49,hard,minus,letter,alpha,,,23,18,V,R,
18,0,training,16,64,1.0332334000013361,['c'],0,right,['8'],4,0.5506215000023076,[0.03572924],61.0,64,easy,minus,letter,alpha,,,23,18,V,R,
19,0,training,57,23,1.3327478999999585,['c'],1,left,['8'],4,0.5144094999996014,[0.1446134],86.0,57,medium,minus,letter,alpha,,,23,18,V,R,
20,0,training,31,49,1.8996368999978586,['n'],1,right,['9'],5,0.6494345999999496,[0.00307399],49.0,49,hard,minus,letter,alpha,,,23,18,V,R,
21,0,training,57,23,1.7837209999997867,['n'],0,left,['3'],3,0.8794505000005302,[0.13248546],22.0,57,medium,minus,letter,alpha,,,23,18,V,R,
22,0,training,49,31,1.050162999999884,['c'],1,left,['9'],5,0.2979352000002109,[0.12404735],89.0,49,hard,minus,letter,alpha,,,23,18,V,R,
23,0,training,57,23,1.0168658000002324,['c'],1,left,['8'],4,0.4767869999996037,[0.10556915],80.0,57,medium,minus,letter,alpha,,,23,18,V,R,
