withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,57,23,1.8501800000012736,['c'],1,left,['3'],4,2.51702369999839,[0.57651165],96.0,57,medium,minus,shape,alpha,,,22,18,V,R,
1,0,training,49,31,1.6498086000028707,['c'],1,left,['2'],5,1.4290910999989137,[0.10891928],69.0,49,hard,minus,shape,alpha,,,22,18,V,R,
2,0,training,31,49,1.9667475999995077,['n'],1,right,['3'],4,2.5801941999998235,[-0.2770354],83.0,49,hard,minus,shape,alpha,,,22,18,V,R,
3,0,training,62,18,1.5165524000003643,['c'],1,left,['2'],5,1.5911167000012938,[0.20293097],81.0,62,easy,minus,shape,alpha,,,22,18,V,R,
4,0,training,62,18,2.2168196000020544,['c'],1,left,['2'],5,0.8858007999988331,[0.27356846],93.0,62,easy,minus,shape,alpha,,,22,18,V,R,
5,0,training,62,18,1.6497724000000744,['c'],1,left,['2'],5,0.4393930999976874,[0.12425975],84.0,62,easy,minus,shape,alpha,,,22,18,V,R,
6,0,training,57,23,3.3823840000004566,['n'],0,left,['3'],4,4.070125700000062,[0.68034564],5.0,57,medium,minus,shape,alpha,,,22,18,V,R,
7,0,training,31,49,2.2006276000029175,['c'],0,right,['2'],5,0.8013229000025603,[0.07788676],69.0,49,hard,minus,shape,alpha,,,22,18,V,R,
8,0,training,57,23,1.2179858999988937,['c'],1,left,['2'],5,0.760153100000025,[0.09799856],73.0,57,medium,minus,shape,alpha,,,22,18,V,R,
9,0,training,18,62,1.2667112999988603,['n'],1,right,['0'],1,1.1019555999992008,[-0.26585142],91.0,62,easy,minus,shape,alpha,,,22,18,V,R,
10,0,training,62,18,1.582932900000742,['c'],1,left,['2'],5,0.39386930000182474,[0.17896488],93.0,62,easy,minus,shape,alpha,,,22,18,V,R,
11,0,training,18,62,1.4330464000013308,['n'],1,right,['9'],2,0.7920510999974795,[-0.21686385],90.0,62,easy,minus,shape,alpha,,,22,18,V,R,
12,0,training,23,57,2.0002298999970662,['n'],1,right,['8'],3,1.8878482000000076,[-0.17543513],76.0,57,medium,minus,shape,alpha,,,22,18,V,R,
13,0,training,57,23,2.933458999999857,['c'],1,left,['2'],5,0.4226989999988291,[0.05171819],67.0,57,medium,minus,shape,alpha,,,22,18,V,R,
14,0,training,62,18,1.0334578000001784,['c'],1,left,['1'],6,0.48361490000024787,[0.10810689],80.0,62,easy,minus,shape,alpha,,,22,18,V,R,
15,0,training,62,18,0.9334878999979992,['c'],1,left,['2'],5,0.3698159999985364,[0.1369144],88.0,62,easy,minus,shape,alpha,,,22,18,V,R,
16,0,training,49,31,1.0507462000023224,['c'],1,left,['2'],5,0.43223589999979595,[0.07564741],74.0,49,hard,minus,shape,alpha,,,22,18,V,R,
17,0,training,18,62,0.9676813000005495,['n'],1,right,['0'],1,0.8951807000012195,[-0.34159947],96.0,62,easy,minus,shape,alpha,,,22,18,V,R,
