withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
34,2,training,49,31,1.5168834000005518,['n'],0,left,['3'],4,0.2909611999994013,[0.00783405],47.0,49,hard,minus,letter,alpha,6,19,V,R,
35,2,training,49,31,0.633798900000329,['n'],0,left,['8'],3,1.1732056999999259,[0.16293606],21.0,49,hard,minus,letter,alpha,6,19,V,R,
0,3,main,31,49,0.8671822000005704,['n'],1,right,['3'],4,0.3348430999994889,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
1,3,main,31,49,0.7674319999996442,['n'],1,right,['3'],4,0.3231642999999167,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
2,3,main,31,49,0.4668347000006179,['n'],1,right,['3'],4,0.48388880000038625,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
3,3,main,16,64,0.35027590000026976,['n'],1,right,['3'],4,0.43457740000030753,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
4,3,main,57,23,0.3511815000001661,['n'],0,left,['3'],4,0.32333250000010594,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
5,3,main,49,31,0.31674569999995583,['n'],0,left,['3'],4,1.3383620000004157,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
6,3,main,64,16,1.0333301999999094,['c'],1,left,['3'],4,0.9560685999995258,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
7,3,main,57,23,0.9838810000001104,['c'],1,left,['3'],4,0.31898759999967297,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
8,3,main,16,64,0.6499653999999282,['n'],1,right,['1'],6,0.28033229999982723,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
9,3,main,31,49,0.5832718000001478,['n'],1,right,['1'],6,0.16601670000000013,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
10,3,main,64,16,1.633549999999559,['c'],1,left,['2'],5,0.23833920000015496,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
11,3,main,64,16,2.1331922999997914,['n'],0,left,['3'],4,0.9280840999999782,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
12,3,main,57,23,0.7502542000001995,['c'],1,left,['3'],4,0.2530223000003389,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
13,3,main,49,31,0.8670113999996829,['n'],0,left,['3'],4,0.17652329999964422,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
14,3,main,23,57,0.6669529000000693,['n'],1,right,['2'],5,0.20721270000012737,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
15,3,main,16,64,0.7669402999999875,['n'],1,right,['1'],6,0.18497370000022784,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
16,3,main,49,31,0.6004720000000816,['n'],0,left,['1'],6,0.44159140000010666,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
17,3,main,64,16,0.8664384000003338,['c'],1,left,['3'],4,0.5023375999999189,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
18,3,main,16,64,0.7164013999999952,['n'],1,right,['1'],6,0.14964400000008027,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
19,3,main,16,64,0.5003139000000374,['n'],1,right,['1'],6,0.20348879999983183,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
20,3,main,23,57,0.3832826000007117,['n'],1,right,['1'],6,0.13272479999977804,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
21,3,main,23,57,0.3498029000002134,['n'],1,right,['1'],6,0.16154110000024957,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
22,3,main,49,31,0.3502273000003697,['n'],0,left,['1'],6,0.14087500000005093,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
23,3,main,49,31,0.3842296999991959,['c'],1,left,['3'],4,0.2643798999997671,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
24,3,main,23,57,0.6826092000001154,['n'],1,right,['1'],6,0.13029410000035568,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
25,3,main,49,31,0.983094400000482,['c'],1,left,['3'],4,0.08604320000085863,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
26,3,main,23,57,0.4169334999996863,['n'],1,right,['1'],6,0.25788459999967017,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
27,3,main,57,23,0.6674339999999575,['n'],0,left,['1'],6,0.14189100000021426,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
28,3,main,31,49,0.8507761999999275,['n'],1,right,['1'],6,0.18250629999965895,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
29,3,main,64,16,0.5832098999999289,['n'],0,left,['1'],6,0.45606860000043525,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
30,3,main,64,16,0.4162845999999263,['c'],1,left,['3'],4,0.34168119999958435,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
31,3,main,31,49,0.799934900000153,['n'],1,right,['1'],6,0.10456199999953242,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
32,3,main,16,64,0.41696609999962675,['n'],1,right,['1'],6,0.16368510000029346,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
33,3,main,57,23,0.8173640000004525,['n'],0,left,['1'],6,0.23681179999948654,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
34,3,main,23,57,0.9002983000000313,['c'],0,right,['3'],4,0.11173630000030244,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
35,3,main,57,23,0.4162753000000521,['n'],0,left,['3'],4,0.2825616000000082,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
0,4,main,16,64,0.4845095000000583,['c'],0,right,['9'],2,1.2419537999994645,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
1,4,main,57,23,1.5996627000004082,['c'],1,left,['1'],6,0.2170974999999089,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
2,4,main,64,16,1.1161889000004521,['c'],1,left,['2'],5,0.4521176000007472,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
3,4,main,23,57,0.7836764999992738,['n'],1,right,['1'],6,0.0830947999993441,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
4,4,main,64,16,0.41726660000040283,['n'],0,left,['8'],3,1.2312042999992627,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
5,4,main,49,31,0.6500659000002997,['c'],1,left,['3'],4,0.3722301999996489,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
6,4,main,57,23,0.749997899999471,['c'],1,left,['3'],4,0.19956469999942783,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
7,4,main,64,16,0.966964199999893,['c'],1,left,['3'],4,0.18539220000002388,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
8,4,main,64,16,0.4502570000004198,['n'],0,left,['3'],4,0.3680588999995962,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
9,4,main,16,64,0.8004416999992827,['n'],1,right,['1'],6,0.03336529999978666,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
10,4,main,57,23,1.2993243999999322,['c'],1,left,['3'],4,0.22051740000006248,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
11,4,main,64,16,0.5171807999995508,['n'],0,left,['9'],2,0.9434404000003269,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
12,4,main,31,49,0.7001262000003408,['n'],1,right,['2'],5,0.4463771999999153,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
13,4,main,16,64,0.7172147999999652,['n'],1,right,['1'],6,0.1916903999999704,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
14,4,main,31,49,0.7339234999999462,['n'],1,right,['1'],6,0.0434371999999712,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
15,4,main,57,23,1.0168968000007226,['c'],1,left,['2'],5,0.7212761000000683,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
16,4,main,49,31,0.7328307999996468,['c'],1,left,['9'],2,1.0959222000001319,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
17,4,main,49,31,0.7670117999996364,['n'],0,left,['2'],5,0.26952499999970314,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
18,4,main,31,49,0.4168947999996817,['n'],1,right,['2'],5,0.2585149000005913,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
19,4,main,31,49,0.3670596999991176,['n'],1,right,['8'],3,1.5295024999995803,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
20,4,main,49,31,0.6001143999992564,['n'],0,left,['2'],5,0.24479339999925287,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
21,4,main,57,23,0.5164881000000605,['n'],0,left,['2'],5,0.5502865999997084,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
22,4,main,64,16,0.95067840000047,['c'],1,left,['3'],4,0.4265153999995164,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
23,4,main,57,23,0.6169864000003145,['c'],1,left,['3'],4,0.25730509999993956,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
24,4,main,23,57,0.6336424999999508,['n'],1,right,['1'],6,0.15823679999994056,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
25,4,main,23,57,0.6670113999998648,['n'],1,right,['1'],6,0.04579290000037872,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
26,4,main,16,64,0.4336659000000509,['n'],1,right,['1'],6,0.17045610000059241,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
27,4,main,23,57,0.4000454000006357,['n'],1,right,['1'],6,0.18001079999976355,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
28,4,main,31,49,1.8501105000004827,['c'],0,right,['8'],3,0.09904089999963617,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
29,4,main,31,49,0.6664930999995704,['n'],1,right,['2'],5,0.11661760000060895,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
30,4,main,16,64,0.6670075000001816,['n'],1,right,['1'],6,0.18140129999937926,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
31,4,main,49,31,0.4170657000004212,['n'],0,left,['1'],6,0.20526870000048802,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
32,4,main,23,57,0.6003048000002309,['n'],1,right,['1'],6,0.17350299999998242,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
33,4,main,23,57,0.48323270000037155,['n'],1,right,['1'],6,0.17989480000051117,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
34,4,main,16,64,0.48388410000006843,['n'],1,right,['1'],6,0.2814582999999402,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
35,4,main,49,31,0.5169298000000708,['n'],0,left,['1'],6,0.39359199999944394,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
0,5,main,49,31,1.0505031000002418,['c'],1,left,['3'],4,0.6733398999995188,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
1,5,main,31,49,0.24996610000016517,['n'],1,right,['2'],5,0.5727979000002961,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
2,5,main,31,49,0.28392989999974816,['n'],1,right,['2'],5,0.026789300000018557,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
3,5,main,64,16,0.3507706999998845,['n'],0,left,['2'],5,0.06033249999927648,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
4,5,main,23,57,0.31714560000000347,['n'],1,right,['3'],4,1.757187299999714,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
5,5,main,49,31,0.7330484999993132,['n'],0,left,['2'],5,0.28266699999949196,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
6,5,main,49,31,0.45071869999992487,['c'],1,left,['3'],4,0.26940560000002733,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
7,5,main,64,16,0.17460750000009284,['n'],0,left,['2'],5,0.12235429999964254,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
8,5,main,57,23,0.36660699999993085,['n'],0,left,['2'],5,0.2311384000004182,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
9,5,main,23,57,0.23344470000029105,['n'],1,right,['2'],5,0.2768669000006412,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
10,5,main,23,57,1.8835795999993934,['n'],1,right,['1'],6,0.1591387999997096,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
11,5,main,16,64,1.8335299999998824,['n'],1,right,['2'],5,0.6722564000001512,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
12,5,main,23,57,0.7335298000007242,['n'],1,right,['2'],5,0.632482500000151,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
13,5,main,49,31,0.41672730000027514,['n'],0,left,['1'],6,0.35074189999977534,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
14,5,main,57,23,0.3669995000000199,['n'],0,left,['2'],5,0.3218319999996311,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
15,5,main,64,16,0.34932390000085434,['n'],0,left,['2'],5,0.3114519000000655,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
16,5,main,57,23,0.08327800000006391,['n'],0,left,['1'],6,0.08313550000002579,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
17,5,main,16,64,1.0500089999995907,['n'],1,right,['1'],6,0.6139816999993855,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
18,5,main,23,57,0.4502806000000419,['n'],1,right,['1'],6,0.3474316000001636,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
19,5,main,31,49,0.7837170000002516,['n'],1,right,['3'],4,0.09438090000003285,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
20,5,main,64,16,0.33399829999962094,['n'],0,left,['3'],4,0.41320660000019416,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
21,5,main,16,64,0.4506962999994357,['c'],0,right,['9'],2,0.938501599999654,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
22,5,main,16,64,0.5504916999998386,['n'],1,right,['1'],6,0.19152940000003582,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
23,5,main,31,49,0.41697880000083387,['n'],1,right,['1'],6,0.11955180000040855,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
24,5,main,57,23,0.36703010000019276,['n'],0,left,['8'],3,1.2525573999992048,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
25,5,main,64,16,1.9502828000004229,['n'],0,left,['2'],5,0.3090099000000919,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
26,5,main,31,49,0.1481604000000516,['n'],1,right,['2'],5,0.16117859999940265,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
27,5,main,57,23,0.9502394999999524,['c'],1,left,['1'],6,0.46869210000022576,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
28,5,main,23,57,0.8511895000001459,['n'],1,right,['1'],6,0.09632500000043365,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
29,5,main,49,31,0.6507036000002699,['c'],1,left,['3'],4,0.3862824999996519,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
30,5,main,16,64,0.5333363999998255,['n'],1,right,['3'],4,0.157973000000311,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
31,5,main,31,49,0.8999680000006265,['n'],1,right,['3'],4,0.16416209999988496,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
32,5,main,16,64,0.4996172999999544,['n'],1,right,['2'],5,0.24960639999972045,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
33,5,main,64,16,0.29997670000011567,['n'],0,left,['3'],4,0.41963810000015656,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
34,5,main,49,31,1.0665318000001207,['n'],0,left,['2'],5,0.4566797999996197,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
35,5,main,57,23,0.6839982000001328,['n'],0,left,['1'],6,0.4435510000002978,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
0,6,main,31,49,0.41695419999996375,['n'],1,right,['2'],5,0.2910259000000224,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
1,6,main,49,31,1.7668713000002754,['n'],0,left,['3'],4,0.22547670000039943,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
2,6,main,23,57,0.3343525000000227,['n'],1,right,['2'],5,0.18750570000065636,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
3,6,main,23,57,0.08320609999918815,['n'],1,right,['2'],5,0.06033270000079938,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
4,6,main,57,23,0.7171575000002122,['n'],0,left,['3'],4,0.3337202000002435,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
5,6,main,57,23,0.3508968999994977,['c'],1,left,['8'],3,0.46597750000000815,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
6,6,main,23,57,0.5172391999994943,['n'],1,right,['3'],4,0.13912249999975757,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
7,6,main,57,23,0.6171295000003738,['n'],0,left,['3'],4,0.14132429999972373,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
8,6,main,57,23,0.4997699999994438,['n'],0,left,['2'],5,0.42018869999992603,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
9,6,main,16,64,0.6336733999996795,['n'],1,right,['1'],6,0.12223769999945944,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
10,6,main,16,64,0.45014809999975114,['n'],1,right,['1'],6,0.019771299999774783,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
11,6,main,23,57,0.8668376000005082,['c'],0,right,['8'],3,0.6248413999992408,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
12,6,main,64,16,0.534838800000216,['n'],0,left,['0'],1,0.9787532999998803,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
13,6,main,16,64,0.782868100000087,['n'],1,right,['1'],6,0.04447069999969244,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
14,6,main,64,16,1.3330979000002117,['c'],1,left,['8'],3,0.26146090000020195,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
15,6,main,57,23,0.38391279999996186,['n'],0,left,['1'],6,0.1233526999994865,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
16,6,main,49,31,0.5001928000001499,['n'],0,left,['1'],6,0.2427635999993072,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
17,6,main,16,64,0.4835209999992003,['n'],1,right,['1'],6,0.34255039999970904,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
18,6,main,64,16,1.032964500000162,['c'],1,left,['8'],3,0.11202080000020942,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
19,6,main,57,23,0.299986799999715,['n'],0,left,['1'],6,0.11156660000051488,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
20,6,main,23,57,0.3834966999993412,['n'],1,right,['1'],6,0.12400479999996605,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
21,6,main,16,64,0.33349640000051295,['n'],1,right,['1'],6,1.4498279999997976,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
22,6,main,31,49,0.41748480000023847,['n'],1,right,['1'],6,0.12753329999941343,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
23,6,main,64,16,0.46686140000019805,['n'],0,left,['1'],6,0.26345909999963624,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
24,6,main,16,64,0.41719349999948463,['n'],1,right,['1'],6,0.17259980000017094,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
25,6,main,49,31,0.8841644000003726,['n'],0,left,['1'],6,0.2743789999994988,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
26,6,main,49,31,0.6336293999993359,['n'],0,left,['1'],6,0.4308225000004313,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
27,6,main,31,49,0.7668600000006336,['n'],1,right,['2'],5,0.5111118000004353,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
28,6,main,31,49,0.5000276000000667,['n'],1,right,['2'],5,0.2788314999997965,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
29,6,main,64,16,2.465904299999238,['n'],0,left,['2'],5,0.504880299999968,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
30,6,main,23,57,0.4501890999999887,['c'],0,right,['9'],2,0.6591142999996009,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
31,6,main,31,49,0.3169035000000804,['n'],1,right,['2'],5,0.3327135999998063,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
32,6,main,49,31,0.40040660000067874,['n'],0,left,['9'],2,1.4396999999999025,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
33,6,main,31,49,0.40040929999941,['n'],1,right,['9'],2,0.8382623999996213,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
34,6,main,64,16,1.2163691000005201,['c'],1,left,['1'],6,0.5168675999993866,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
35,6,main,49,31,0.6502003000005061,['n'],0,left,['1'],6,0.022177799999553827,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
0,7,main,31,49,0.3835619999999835,['c'],0,right,['8'],3,1.7967397000002165,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
1,7,main,16,64,0.5332415000002584,['n'],1,right,['2'],5,0.3596465000000535,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
2,7,main,64,16,0.23315800000000309,['n'],0,left,['2'],5,0.22439339999982622,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
3,7,main,23,57,0.5002365999998801,['n'],1,right,['2'],5,0.45187949999944976,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
4,7,main,57,23,1.550336100000095,['n'],0,left,['2'],5,0.5481726999996681,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
5,7,main,64,16,0.3835807000004934,['n'],0,left,['2'],5,1.5670625000002474,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
6,7,main,49,31,1.149546999999984,['n'],0,left,['1'],6,0.49919969999973546,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
7,7,main,64,16,0.6998857999997199,['n'],0,left,['1'],6,0.7713314000002356,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
8,7,main,31,49,0.700084600000082,['n'],1,right,['1'],6,0.05665729999964242,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
9,7,main,16,64,0.6837140000006912,['n'],1,right,['1'],6,0.1393183999998655,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
10,7,main,57,23,1.0007394000003842,['c'],1,left,['3'],4,0.3346620999991501,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
11,7,main,31,49,0.6166449000002103,['n'],1,right,['3'],4,1.560512899999594,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
12,7,main,49,31,0.7671320999997988,['n'],0,left,['3'],4,0.8115423999997802,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
13,7,main,16,64,0.5498642000002292,['n'],1,right,['1'],6,0.30908629999976256,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
14,7,main,64,16,0.6838593999991645,['n'],0,left,['2'],5,0.6701038999999582,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
15,7,main,57,23,0.7662803000002896,['n'],0,left,['8'],3,1.333113499999854,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
16,7,main,31,49,0.9500331999997798,['n'],1,right,['8'],3,0.2501738999999361,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
17,7,main,23,57,0.17112559999986843,['n'],1,right,['8'],3,0.6163046000001486,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
18,7,main,49,31,0.7504497999998421,['n'],0,left,['8'],3,0.5136828999993668,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
19,7,main,49,31,0.7333054999999149,['c'],1,left,['8'],3,0.39991680000002816,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
20,7,main,57,23,0.9176831000004313,['n'],0,left,['8'],3,0.23545459999968443,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
21,7,main,23,57,0.8834337999996933,['c'],0,right,['3'],4,0.6070537999994485,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
22,7,main,23,57,0.8667941999992763,['n'],1,right,['1'],6,0.08463969999957044,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
23,7,main,16,64,0.5343178000002808,['n'],1,right,['1'],6,0.09198380000088946,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
24,7,main,31,49,0.5171648000005007,['n'],1,right,['1'],6,0.11623770000005607,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
25,7,main,64,16,4.8498201000002155,['c'],1,left,['3'],4,0.33420050000040646,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
26,7,main,49,31,0.7336417999995319,['n'],0,left,['2'],5,0.7557907000000341,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
27,7,main,23,57,0.6167083000000275,['n'],1,right,['3'],4,0.4294003999993947,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
28,7,main,16,64,0.5828652000000147,['n'],1,right,['1'],6,0.14902799999981653,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
29,7,main,64,16,2.2490974000002097,['n'],0,left,['1'],6,0.3894116000001304,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
30,7,main,57,23,0.43321130000003905,['n'],0,left,['3'],4,0.43680789999962144,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
31,7,main,23,57,0.3667092000005141,['n'],1,right,['2'],5,0.6607854000003499,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
32,7,main,57,23,0.36729659999946307,['n'],0,left,['3'],4,0.3959190999994462,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
33,7,main,16,64,0.4996639999999388,['n'],1,right,['1'],6,0.263875999999982,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
34,7,main,31,49,1.0829499000001306,['n'],1,right,['1'],6,1.2022247999993851,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
35,7,main,49,31,0.3503664999998364,['n'],0,left,['3'],4,0.4844669000003705,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
0,8,main,23,57,0.4337764000001698,['n'],1,right,['2'],5,0.5800497000000178,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
1,8,main,64,16,0.3335743999996339,['n'],0,left,['3'],4,0.5118527000004178,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
2,8,main,23,57,0.8832133000005342,['n'],1,right,['2'],5,0.29585930000030203,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
3,8,main,49,31,0.35037850000026083,['n'],0,left,['2'],5,0.254279900000256,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
4,8,main,16,64,0.34990769999967597,['n'],1,right,['2'],5,0.2623481000000538,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
5,8,main,31,49,0.11921720000009373,['n'],1,right,['2'],5,0.14759270000013203,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
6,8,main,49,31,0.30065250000006927,['n'],0,left,['2'],5,0.3539801000006264,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
7,8,main,16,64,0.3326777000002039,['n'],1,right,['2'],5,0.18285139999989042,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
8,8,main,49,31,0.266785599999821,['n'],0,left,['2'],5,0.3567105000001902,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
9,8,main,31,49,0.31677209999998013,['n'],1,right,['2'],5,0.2501629000007597,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
10,8,main,57,23,0.1236678999994183,['n'],0,left,['2'],5,0.24855329999991227,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
