withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
0,0,training,23,57,8.26586629999997,['c'],0,right,['8'],3,4.8416597000000365,[-0.68373297],0.0,57,medium,plus,shape,alpha,,,34,18,M,R,
1,0,training,62,18,4.083387599999924,['c'],1,left,['1'],6,5.595345999999836,[0.85242009],100.0,62,easy,plus,shape,alpha,,,34,18,M,R,
2,0,training,23,57,4.933545800000047,['n'],1,right,['3'],4,2.860782499999914,[-0.4307359],100.0,57,medium,plus,shape,alpha,,,34,18,M,R,
3,0,training,23,57,2.533957999999984,['n'],1,right,['2'],5,1.5642123000000083,[-0.22559702],100.0,57,medium,plus,shape,alpha,,,34,18,M,R,
4,0,training,18,62,4.967138900000009,['c'],0,right,['8'],3,7.134425599999986,[-1.07240321],0.0,62,easy,plus,shape,alpha,,,34,18,M,R,
5,0,training,49,31,3.13324590000002,['c'],1,left,['2'],5,1.6096164999999019,[0.2623468],100.0,49,hard,plus,shape,alpha,,,34,18,M,R,
6,0,training,49,31,3.74964470000009,['c'],1,left,['2'],5,2.6504924999999275,[0.24478623],100.0,49,hard,plus,shape,alpha,,,34,18,M,R,
7,0,training,18,62,1.9668839999999363,['n'],1,right,['2'],5,0.6333191999999599,[0.00136752],48.0,62,easy,plus,shape,alpha,,,34,18,M,R,
8,0,training,62,18,3.900187599999981,['c'],1,left,['2'],5,5.8672913999998855,[0.92379687],100.0,62,easy,plus,shape,alpha,,,34,18,M,R,
9,0,training,62,18,2.2333320000000185,['c'],1,left,['1'],6,1.1656212000000323,[0.11692321],98.0,62,easy,plus,shape,alpha,,,34,18,M,R,
10,0,training,31,49,2.0343877999998767,['n'],1,right,['2'],5,3.6049092000000655,[-0.18780926],97.0,49,hard,plus,shape,alpha,,,34,18,M,R,
11,0,training,57,23,1.1836358999998993,['c'],1,left,['2'],5,0.748241999999891,[0.22554061],100.0,57,medium,plus,shape,alpha,,,34,18,M,R,
12,0,training,23,57,4.549927099999877,['n'],1,right,['8'],3,1.536409100000128,[-0.08772299],93.0,57,medium,plus,shape,alpha,,,34,18,M,R,
13,0,training,18,62,2.383178700000144,['n'],1,right,['2'],5,1.1950540000000274,[-0.46730337],100.0,62,easy,plus,shape,alpha,,,34,18,M,R,
14,0,training,49,31,2.750206699999808,['n'],0,left,['3'],4,1.5249957999999424,[-0.11849089],97.0,49,hard,plus,shape,alpha,,,34,18,M,R,
15,0,training,23,57,2.5007671999999275,['n'],1,right,['2'],5,0.3479503000000932,[-0.06067127],98.0,57,medium,plus,shape,alpha,,,34,18,M,R,
16,0,training,23,57,1.4337691999999151,['n'],1,right,['2'],5,1.5633053999999902,[-0.0942424],94.0,57,medium,plus,shape,alpha,,,34,18,M,R,
