withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,task,sub,age,gender,handedness,
14,0,training,23,57,1.4835806000000957,['n'],1,right,['3'],4,0.4616516000005504,[-0.02509338],58.0,57,shape,4,18,M,R,
15,0,training,18,62,1.5784750000002532,['n'],1,right,['3'],4,0.35759649999999965,[-0.02568821],60.0,62,shape,4,18,M,R,
16,0,training,57,23,1.116442300000017,['c'],1,left,['3'],4,3.0898152999998274,[0.47921404],92.0,57,shape,4,18,M,R,
17,0,training,62,18,1.3277631999999358,['c'],1,left,['3'],4,0.8571827000005214,[0.19109743],86.0,62,shape,4,18,M,R,
18,0,training,49,31,1.646170600000005,['n'],0,left,['3'],4,0.4323304999998072,[0.04672926],35.0,49,shape,4,18,M,R,
19,0,training,23,57,1.211261899999954,['n'],1,right,['2'],5,0.772313700000268,[-0.11922719],77.0,57,shape,4,18,M,R,
20,0,training,49,31,1.619329299999663,['c'],1,left,['2'],5,0.3969278000004124,[0.02306809],58.0,49,shape,4,18,M,R,
21,0,training,31,49,1.4788398999999117,['c'],0,right,['3'],4,0.4896944000001895,[-0.03134627],40.0,49,shape,4,18,M,R,
22,0,training,49,31,1.1011945999998716,['n'],0,left,['3'],4,0.3566959999998289,[0.00248982],49.0,49,shape,4,18,M,R,
23,0,training,62,18,1.101709800000208,['c'],1,left,['8'],3,0.2733688999996957,[0.02565138],61.0,62,shape,4,18,M,R,
24,0,training,49,31,2.434894600000007,['n'],0,left,['2'],5,0.3487139999997453,[-0.033248],62.0,49,shape,4,18,M,R,
25,0,training,23,57,1.0235508000005211,['n'],1,right,['9'],2,0.3180245000003197,[-0.20096411],96.0,57,shape,4,18,M,R,
26,0,training,57,23,1.6075089000005391,['c'],1,left,['1'],6,0.5375097999994978,[0.18317131],90.0,57,shape,4,18,M,R,
27,0,training,18,62,6.901257800000167,['c'],0,right,['2'],5,0.31202920000032464,[-0.00837527],47.0,62,shape,4,18,M,R,
28,0,training,62,18,1.1609128000000055,['c'],1,left,['1'],6,0.6622311000000991,[0.1152555],78.0,62,shape,4,18,M,R,
29,0,training,49,31,1.240438499999982,['c'],1,left,['2'],5,0.20973920000051294,[-0.0109953],45.0,49,shape,4,18,M,R,
30,0,training,18,62,0.8964443000004394,['n'],1,right,['2'],5,0.5886009999994712,[-0.12362114],81.0,62,shape,4,18,M,R,
31,0,training,57,23,0.9489372999996704,['c'],1,left,['2'],5,0.10219529999994847,[0.07078627],88.0,57,shape,4,18,M,R,
32,0,training,31,49,1.1224824999999328,['c'],0,right,['2'],5,0.5568026999999347,[-0.16322276],12.0,49,shape,4,18,M,R,
33,0,training,23,57,1.4813417999994272,['c'],0,right,['9'],2,1.0452860000004875,[-0.13152415],24.0,57,shape,4,18,M,R,
34,0,training,23,57,1.0159610000000612,['c'],0,right,['9'],2,0.3805854000002,[0.01716945],56.0,57,shape,4,18,M,R,
35,0,training,57,23,0.8095434999995632,['c'],1,left,['8'],3,0.37405719999969733,[0.02259496],58.0,57,shape,4,18,M,R,
0,1,training,23,57,1.9623050000000148,['n'],1,right,['8'],3,3.7240463000007367,[-0.46533572],90.0,57,shape,4,18,M,R,
1,1,training,23,57,2.9904628999993292,['n'],1,right,['3'],4,4.86931580000055,[-0.53417026],90.0,57,shape,4,18,M,R,
2,1,training,57,23,0.9487137000005532,['c'],1,left,['1'],6,0.968083800000386,[0.11075958],73.0,57,shape,4,18,M,R,
3,1,training,31,49,2.0517939000001206,['n'],1,right,['2'],5,2.5477476999994906,[-0.14054402],69.0,49,shape,4,18,M,R,
4,1,training,23,57,2.3404497999999876,['c'],0,right,['3'],4,0.984844399999929,[0.08349214],68.0,57,shape,4,18,M,R,
5,1,training,49,31,2.4177373999991687,['c'],1,left,['9'],2,1.2236385999995036,[0.14362277],76.0,49,shape,4,18,M,R,
6,1,training,18,62,1.5743345000000772,['c'],0,right,['3'],4,1.0717787999992652,[-0.35502148],4.0,62,shape,4,18,M,R,
7,1,training,18,62,1.3301871000003302,['n'],1,right,['9'],2,0.3470690000003742,[-0.1639622],92.0,62,shape,4,18,M,R,
8,1,training,62,18,0.8786889999992127,['c'],1,left,['1'],6,0.3999868000000788,[0.11718508],84.0,62,shape,4,18,M,R,
9,1,training,31,49,1.5569779000006747,['c'],0,right,['2'],5,0.3133532000001651,[0.00505069],52.0,49,shape,4,18,M,R,
10,1,training,18,62,1.7251679999999396,['n'],1,right,['3'],4,0.5753715999999258,[-0.21647041],93.0,62,shape,4,18,M,R,
11,1,training,23,57,1.0788751999998567,['c'],0,right,['8'],3,2.102961100000357,[-0.20014754],22.0,57,shape,4,18,M,R,
12,1,training,62,18,0.8898856999994678,['c'],1,left,['1'],6,0.35780809999960184,[0.13432972],88.0,62,shape,4,18,M,R,
13,1,training,57,23,1.6148233999992954,['n'],0,left,['8'],3,2.3498209999997925,[0.39097719],9.0,57,shape,4,18,M,R,
14,1,training,18,62,1.434744000000137,['c'],0,right,['1'],6,0.8955122999996092,[-0.00206508],50.0,62,shape,4,18,M,R,
15,1,training,57,23,0.9577149999995527,['c'],1,left,['2'],5,1.2139145000001008,[0.33532777],94.0,57,shape,4,18,M,R,
16,1,training,49,31,0.8841679999995904,['c'],1,left,['2'],5,0.40216069999951287,[0.19428435],94.0,49,shape,4,18,M,R,
17,1,training,57,23,0.7702375999997457,['c'],1,left,['2'],5,0.31458479999946576,[0.12598557],88.0,57,shape,4,18,M,R,
18,1,training,57,23,0.6902251999999862,['c'],1,left,['2'],5,0.25061840000034863,[0.03066493],63.0,57,shape,4,18,M,R,
19,1,training,31,49,1.0989412999997512,['n'],1,right,['2'],5,0.8457432000004701,[-0.09630032],72.0,49,shape,4,18,M,R,
20,1,training,31,49,1.0741072999999233,['c'],0,right,['3'],4,1.0638699999999517,[0.07867089],67.0,49,shape,4,18,M,R,
21,1,training,62,18,1.5195331000004444,['c'],1,left,['9'],2,1.1294481000004453,[0.23354828],88.0,62,shape,4,18,M,R,
22,1,training,49,31,1.2704549999998562,['c'],1,left,['3'],4,0.5119069000002128,[-0.03762023],38.0,49,shape,4,18,M,R,
23,1,training,23,57,1.2411930000007487,['c'],0,right,['8'],3,0.6116089000006468,[-0.06668231],32.0,57,shape,4,18,M,R,
24,1,training,62,18,0.7427450000004683,['c'],1,left,['2'],5,0.5003999999998996,[0.17227005],90.0,62,shape,4,18,M,R,
25,1,training,49,31,0.9200064999995448,['c'],1,left,['2'],5,0.22859239999979764,[0.06755691],78.0,49,shape,4,18,M,R,
26,1,training,49,31,0.8420817000005627,['c'],1,left,['2'],5,0.3214717999999266,[0.13649665],90.0,49,shape,4,18,M,R,
27,1,training,18,62,2.0522224000005735,['c'],0,right,['8'],3,0.6374686999997721,[-0.0807699],29.0,62,shape,4,18,M,R,
28,1,training,31,49,1.2525234000004275,['n'],1,right,['0'],1,0.6791616999998951,[0.01472066],46.0,49,shape,4,18,M,R,
29,1,training,62,18,0.8266163999996934,['c'],1,left,['1'],6,0.323679600000105,[0.07380698],76.0,62,shape,4,18,M,R,
30,1,training,49,31,2.098582499999793,['c'],1,left,['3'],4,0.37972350000018196,[0.11419806],84.0,49,shape,4,18,M,R,
31,1,training,31,49,1.447649900000215,['n'],1,right,['2'],5,0.47347590000026685,[-0.02384353],58.0,49,shape,4,18,M,R,
32,1,training,62,18,1.162873999999647,['c'],1,left,['1'],6,0.2249469999997018,[0.06451321],77.0,62,shape,4,18,M,R,
33,1,training,23,57,1.7653831000006903,['n'],1,right,['3'],4,2.746096099999704,[0.05664508],42.0,57,shape,4,18,M,R,
34,1,training,57,23,0.890406499999699,['c'],1,left,['1'],6,0.30661220000001776,[0.17676707],95.0,57,shape,4,18,M,R,
35,1,training,18,62,1.2719005999997535,['n'],1,right,['3'],4,1.3228182000002562,[-0.15289648],77.0,62,shape,4,18,M,R,
0,2,training,57,23,1.0556767999996737,['c'],1,left,['2'],5,0.4882281999998668,[0.13695864],85.0,57,shape,4,18,M,R,
1,2,training,18,62,0.8846917000000758,['n'],1,right,['1'],6,0.2654075999998895,[-0.10564609],86.0,62,shape,4,18,M,R,
2,2,training,49,31,1.1514048999997613,['n'],0,left,['2'],5,0.15566069999931642,[-0.02668645],65.0,49,shape,4,18,M,R,
3,2,training,62,18,0.7883160999999745,['c'],1,left,['1'],6,0.3966347000005044,[0.10938948],83.0,62,shape,4,18,M,R,
4,2,training,18,62,0.844230300000163,['n'],1,right,['3'],4,0.25737670000034996,[-0.07036036],78.0,62,shape,4,18,M,R,
5,2,training,49,31,1.0350527000000511,['c'],1,left,['1'],6,0.26324769999973796,[-0.03054907],37.0,49,shape,4,18,M,R,
6,2,training,23,57,0.946990200000073,['n'],1,right,['2'],5,0.4302460999997493,[-0.16469958],91.0,57,shape,4,18,M,R,
7,2,training,57,23,1.1590926999997464,['c'],1,left,['2'],5,0.7764924000002793,[0.25429684],93.0,57,shape,4,18,M,R,
8,2,training,62,18,0.8297637000005125,['c'],1,left,['1'],6,0.31988510000064707,[0.13541405],90.0,62,shape,4,18,M,R,
9,2,training,57,23,0.9544217000002391,['c'],1,left,['1'],6,0.5326749000005293,[0.17951544],90.0,57,shape,4,18,M,R,
10,2,training,62,18,0.8398901999998998,['c'],1,left,['1'],6,0.29705420000027516,[0.19556778],96.0,62,shape,4,18,M,R,
11,2,training,31,49,0.8439137000004848,['c'],0,right,['1'],6,0.22443509999993694,[0.15316447],95.0,49,shape,4,18,M,R,
12,2,training,49,31,1.2322604000000865,['c'],1,left,['1'],6,0.31812389999959123,[0.07173045],76.0,49,shape,4,18,M,R,
13,2,training,18,62,1.0385291000002326,['n'],1,right,['8'],3,1.0254391999997097,[-0.31646592],94.0,62,shape,4,18,M,R,
14,2,training,18,62,0.8935850999996546,['n'],1,right,['3'],4,0.4920838999996704,[-0.10545253],79.0,62,shape,4,18,M,R,
15,2,training,57,23,0.7492078000004767,['c'],1,left,['2'],5,0.29076029999941966,[0.14488171],92.0,57,shape,4,18,M,R,
16,2,training,49,31,1.4820091999999931,['c'],1,left,['2'],5,0.29510949999985314,[0.07712341],78.0,49,shape,4,18,M,R,
17,2,training,23,57,1.0150770000000193,['n'],1,right,['2'],5,0.263724600000387,[0.00573148],47.0,57,shape,4,18,M,R,
18,2,training,31,49,0.7427090999999564,['c'],0,right,['2'],5,0.3114921999995204,[0.00450827],52.0,49,shape,4,18,M,R,
19,2,training,31,49,0.8932038000002649,['c'],0,right,['2'],5,0.1753932999999961,[0.00182756],51.0,49,shape,4,18,M,R,
20,2,training,18,62,2.4014675999997053,['n'],1,right,['2'],5,0.8024807999991026,[-0.25937739],93.0,62,shape,4,18,M,R,
21,2,training,62,18,1.4181078000001435,['c'],1,left,['1'],6,0.4678585000001476,[0.21744921],95.0,62,shape,4,18,M,R,
22,2,training,62,18,0.874387900000329,['c'],1,left,['1'],6,0.13117090000014286,[0.08057524],88.0,62,shape,4,18,M,R,
23,2,training,18,62,0.9092059000004156,['n'],1,right,['2'],5,0.46557649999977,[-0.09894713],79.0,62,shape,4,18,M,R,
24,2,training,31,49,1.141256500000054,['c'],0,right,['2'],5,0.21783909999976458,[0.08001384],82.0,49,shape,4,18,M,R,
25,2,training,31,49,0.9399994000004881,['n'],1,right,['2'],5,0.19659690000025876,[-0.06705024],80.0,49,shape,4,18,M,R,
26,2,training,23,57,0.8601430999997319,['n'],1,right,['2'],5,0.24205979999987903,[-0.04095925],68.0,57,shape,4,18,M,R,
27,2,training,57,23,0.7314229000003252,['c'],1,left,['1'],6,0.22982610000053683,[0.10112295],87.0,57,shape,4,18,M,R,
28,2,training,57,23,0.7486532000002626,['c'],1,left,['1'],6,0.2909441000001607,[0.09865872],84.0,57,shape,4,18,M,R,
29,2,training,23,57,0.9632270000001881,['n'],1,right,['2'],5,0.09140359999946668,[-0.05284542],83.0,57,shape,4,18,M,R,
30,2,training,49,31,0.9850598000002719,['c'],1,left,['1'],6,0.16921610000008513,[0.11073741],92.0,49,shape,4,18,M,R,
31,2,training,49,31,0.8395548999997118,['n'],0,left,['1'],6,0.29563729999972566,[-0.06348593],74.0,49,shape,4,18,M,R,
32,2,training,23,57,0.7762265999999727,['c'],0,right,['1'],6,0.11795600000004924,[0.08242356],90.0,57,shape,4,18,M,R,
33,2,training,62,18,0.6738377000001492,['c'],1,left,['1'],6,0.12557939999987866,[0.08492748],90.0,62,shape,4,18,M,R,
34,2,training,31,49,1.2494706999996197,['n'],1,right,['1'],6,0.10953229999995528,[0.01676285],39.0,49,shape,4,18,M,R,
35,2,training,23,57,0.8796644000003653,['n'],1,right,['1'],6,0.08010039999953733,[-0.04060544],78.0,57,shape,4,18,M,R,
0,3,main,57,23,0.8716547000003629,['c'],1,left,['1'],6,0.6406815999998798,-99,-99,57,shape,4,18,M,R,
1,3,main,31,49,0.9837604999993346,['c'],0,right,['1'],6,0.1450353999998697,-99,-99,49,shape,4,18,M,R,
2,3,main,57,23,0.8964555000002292,['c'],1,left,['2'],5,0.47107189999951515,-99,-99,57,shape,4,18,M,R,
3,3,main,62,18,0.7692425000004732,['c'],1,left,['3'],4,0.5188123999996606,-99,-99,62,shape,4,18,M,R,
4,3,main,23,57,0.921103900000162,['n'],1,right,['3'],4,0.3016336999999112,-99,-99,57,shape,4,18,M,R,
5,3,main,23,57,1.654700999999477,['c'],0,right,['9'],2,0.38533619999998336,-99,-99,57,shape,4,18,M,R,
6,3,main,62,18,0.8562842000001183,['c'],1,left,['2'],5,0.4019882000002326,-99,-99,62,shape,4,18,M,R,
7,3,main,18,62,1.0565202999996472,['c'],0,right,['0'],1,1.6224240000001373,-99,-99,62,shape,4,18,M,R,
8,3,main,31,49,1.451028800000131,['n'],1,right,['2'],5,0.28590799999983574,-99,-99,49,shape,4,18,M,R,
9,3,main,57,23,0.8053955000004862,['c'],1,left,['2'],5,0.21046690000002855,-99,-99,57,shape,4,18,M,R,
10,3,main,18,62,1.2805176000001666,['n'],1,right,['2'],5,0.39187459999993735,-99,-99,62,shape,4,18,M,R,
11,3,main,23,57,1.3485426000006555,['n'],1,right,['2'],5,0.22621189999972557,-99,-99,57,shape,4,18,M,R,
12,3,main,18,62,3.6137823999997636,['n'],1,right,['2'],5,1.1133884000000762,-99,-99,62,shape,4,18,M,R,
13,3,main,62,18,1.5256742000001395,['c'],1,left,['1'],6,0.4017979000000196,-99,-99,62,shape,4,18,M,R,
14,3,main,31,49,1.355584799999633,['n'],1,right,['3'],4,0.44440619999932096,-99,-99,49,shape,4,18,M,R,
15,3,main,49,31,1.346607600000425,['c'],1,left,['2'],5,0.24569209999935993,-99,-99,49,shape,4,18,M,R,
16,3,main,31,49,1.110961800000041,['n'],1,right,['8'],3,1.0073332000001756,-99,-99,49,shape,4,18,M,R,
17,3,main,57,23,1.0823785000002317,['c'],1,left,['2'],5,0.20587089999935415,-99,-99,57,shape,4,18,M,R,
18,3,main,49,31,1.1352194000000964,['c'],1,left,['3'],4,0.5372693999997864,-99,-99,49,shape,4,18,M,R,
19,3,main,49,31,1.0205545999997412,['c'],1,left,['8'],3,1.498670900000434,-99,-99,49,shape,4,18,M,R,
20,3,main,23,57,1.0910069999999905,['n'],1,right,['3'],4,1.140658600000279,-99,-99,57,shape,4,18,M,R,
21,3,main,49,31,1.1660748999993302,['c'],1,left,['8'],3,0.4728344000004654,-99,-99,49,shape,4,18,M,R,
22,3,main,18,62,2.4670345999993515,['n'],1,right,['3'],4,0.7250164000006407,-99,-99,62,shape,4,18,M,R,
23,3,main,49,31,0.8662191000003077,['c'],1,left,['3'],4,0.3263802999999825,-99,-99,49,shape,4,18,M,R,
24,3,main,57,23,1.064059599999382,['c'],1,left,['2'],5,0.25574129999949946,-99,-99,57,shape,4,18,M,R,
25,3,main,62,18,1.3510354000000007,['c'],1,left,['2'],5,0.3346222999998645,-99,-99,62,shape,4,18,M,R,
26,3,main,62,18,1.4712435000001278,['c'],1,left,['1'],6,0.553061799999341,-99,-99,62,shape,4,18,M,R,
27,3,main,23,57,4.338151900000412,['n'],1,right,['2'],5,0.21712010000010196,-99,-99,57,shape,4,18,M,R,
28,3,main,18,62,1.626539999999295,['n'],1,right,['3'],4,0.23754060000010213,-99,-99,62,shape,4,18,M,R,
29,3,main,31,49,1.3858885999998165,['c'],0,right,['3'],4,0.30088770000020304,-99,-99,49,shape,4,18,M,R,
30,3,main,23,57,1.6217814999999973,['n'],1,right,['8'],3,0.4165705000004891,-99,-99,57,shape,4,18,M,R,
31,3,main,18,62,0.8390259999996488,['c'],0,right,['3'],4,0.20762360000026092,-99,-99,62,shape,4,18,M,R,
32,3,main,31,49,1.3650431999994908,['n'],1,right,['3'],4,0.12919569999939995,-99,-99,49,shape,4,18,M,R,
33,3,main,49,31,1.109671199999866,['c'],1,left,['8'],3,0.0651479999996809,-99,-99,49,shape,4,18,M,R,
34,3,main,62,18,0.8086272999998982,['c'],1,left,['3'],4,0.12554519999957847,-99,-99,62,shape,4,18,M,R,
35,3,main,57,23,0.6801285999999891,['n'],0,left,['9'],2,0.1110647000004974,-99,-99,57,shape,4,18,M,R,
0,4,main,23,57,0.982218200000716,['c'],0,right,['8'],3,0.01685780000025261,-99,-99,57,shape,4,18,M,R,
1,4,main,18,62,2.0068473000001177,['c'],0,right,['8'],3,0.48337569999966945,-99,-99,62,shape,4,18,M,R,
2,4,main,62,18,1.2605248999998366,['c'],1,left,['2'],5,0.4592413000000306,-99,-99,62,shape,4,18,M,R,
3,4,main,23,57,0.979714299999614,['n'],1,right,['2'],5,0.4187542999998186,-99,-99,57,shape,4,18,M,R,
4,4,main,49,31,0.7879161999999269,['c'],1,left,['2'],5,0.14720200000010664,-99,-99,49,shape,4,18,M,R,
5,4,main,57,23,1.4427316000001156,['c'],1,left,['2'],5,0.2138879000003726,-99,-99,57,shape,4,18,M,R,
6,4,main,18,62,1.0766655999996146,['n'],1,right,['3'],4,0.26204409999991185,-99,-99,62,shape,4,18,M,R,
7,4,main,62,18,0.7153578999996171,['c'],1,left,['2'],5,0.12381349999941449,-99,-99,62,shape,4,18,M,R,
8,4,main,57,23,0.7154884000001402,['c'],1,left,['1'],6,0.3323153999999704,-99,-99,57,shape,4,18,M,R,
9,4,main,57,23,0.9088369000000966,['c'],1,left,['9'],2,0.11038579999967624,-99,-99,57,shape,4,18,M,R,
10,4,main,62,18,1.115873400000055,['c'],1,left,['8'],3,0.05940459999965242,-99,-99,62,shape,4,18,M,R,
11,4,main,18,62,1.5478985999998258,['n'],1,right,['1'],6,0.5080323000001954,-99,-99,62,shape,4,18,M,R,
12,4,main,31,49,1.0823388999997405,['n'],1,right,['2'],5,0.893224100000225,-99,-99,49,shape,4,18,M,R,
13,4,main,31,49,1.4966856000000917,['n'],1,right,['3'],4,0.160419599999841,-99,-99,49,shape,4,18,M,R,
14,4,main,31,49,0.9481899000002159,['c'],0,right,['3'],4,0.1954623999999967,-99,-99,49,shape,4,18,M,R,
15,4,main,62,18,0.7114308000000165,['c'],1,left,['9'],2,0.12754320000021835,-99,-99,62,shape,4,18,M,R,
16,4,main,57,23,0.7625840000000608,['c'],1,left,['2'],5,0.15668910000022152,-99,-99,57,shape,4,18,M,R,
17,4,main,31,49,1.384092100000089,['c'],0,right,['3'],4,0.12810699999954522,-99,-99,49,shape,4,18,M,R,
18,4,main,18,62,0.7954797000002145,['n'],1,right,['3'],4,0.2673355000006268,-99,-99,62,shape,4,18,M,R,
19,4,main,57,23,1.0216295000000173,['c'],1,left,['1'],6,0.7296945999996751,-99,-99,57,shape,4,18,M,R,
20,4,main,31,49,1.427179100000103,['n'],1,right,['8'],3,0.30961369999931776,-99,-99,49,shape,4,18,M,R,
21,4,main,49,31,0.8822311000003538,['c'],1,left,['3'],4,0.1360037000004013,-99,-99,49,shape,4,18,M,R,
22,4,main,31,49,0.7065210000000661,['n'],1,right,['3'],4,0.05121450000024197,-99,-99,49,shape,4,18,M,R,
23,4,main,23,57,0.9030317999995532,['n'],1,right,['3'],4,0.3370896999995239,-99,-99,57,shape,4,18,M,R,
24,4,main,49,31,0.870023499999661,['n'],0,left,['2'],5,0.1285104999997202,-99,-99,49,shape,4,18,M,R,
25,4,main,18,62,1.1784842000006392,['n'],1,right,['9'],2,0.2863257999997586,-99,-99,62,shape,4,18,M,R,
26,4,main,23,57,0.8214390000002822,['n'],1,right,['3'],4,0.2774247000006653,-99,-99,57,shape,4,18,M,R,
27,4,main,23,57,1.015193399999589,['n'],1,right,['2'],5,0.1780813000004855,-99,-99,57,shape,4,18,M,R,
28,4,main,62,18,1.4312204999996538,['c'],1,left,['8'],3,0.15920220000043628,-99,-99,62,shape,4,18,M,R,
29,4,main,62,18,0.7969624999996086,['c'],1,left,['3'],4,0.09104870000010123,-99,-99,62,shape,4,18,M,R,
30,4,main,49,31,0.6990645000005316,['n'],0,left,['2'],5,0.043755099999543745,-99,-99,49,shape,4,18,M,R,
31,4,main,18,62,1.9133060000003752,['c'],0,right,['9'],2,0.27068640000015876,-99,-99,62,shape,4,18,M,R,
32,4,main,57,23,0.9192442999992636,['c'],1,left,['8'],3,0.3672841999996308,-99,-99,57,shape,4,18,M,R,
33,4,main,49,31,0.789250599999832,['n'],0,left,['3'],4,0.17938299999968876,-99,-99,49,shape,4,18,M,R,
34,4,main,23,57,0.8958919999995487,['n'],1,right,['3'],4,0.20145559999946272,-99,-99,57,shape,4,18,M,R,
35,4,main,49,31,0.7895245999998224,['n'],0,left,['9'],2,0.06451359999937267,-99,-99,49,shape,4,18,M,R,
0,5,main,23,57,0.7271690999996281,['c'],0,right,['9'],2,0.016185599999516853,-99,-99,57,shape,4,18,M,R,
1,5,main,62,18,0.45784509999975853,['n'],0,left,['3'],4,0.015733299999737937,-99,-99,62,shape,4,18,M,R,
2,5,main,49,31,1.659889800000201,['c'],1,left,['9'],2,0.05963359999987006,-99,-99,49,shape,4,18,M,R,
3,5,main,23,57,0.7142673999996987,['n'],1,right,['3'],4,0.06062539999948058,-99,-99,57,shape,4,18,M,R,
4,5,main,18,62,1.8961288000000422,['n'],1,right,['8'],3,0.09463810000033845,-99,-99,62,shape,4,18,M,R,
5,5,main,31,49,0.8601209999997081,['c'],0,right,['8'],3,0.3505189999996219,-99,-99,49,shape,4,18,M,R,
6,5,main,23,57,1.1936587999998665,['n'],1,right,['3'],4,0.15672480000012,-99,-99,57,shape,4,18,M,R,
7,5,main,62,18,1.2646281999996063,['n'],0,left,['8'],3,0.6811517999994976,-99,-99,62,shape,4,18,M,R,
8,5,main,62,18,1.3120119000004706,['c'],1,left,['8'],3,0.15185079999992013,-99,-99,62,shape,4,18,M,R,
9,5,main,18,62,1.2889703000000736,['n'],1,right,['8'],3,0.07904140000027837,-99,-99,62,shape,4,18,M,R,
10,5,main,18,62,0.7105412999999317,['n'],1,right,['8'],3,0.04952479999974457,-99,-99,62,shape,4,18,M,R,
11,5,main,57,23,0.3919893000002048,['n'],0,left,['3'],4,0.03143389999968349,-99,-99,57,shape,4,18,M,R,
12,5,main,31,49,1.491566600000624,['n'],1,right,['8'],3,1.043438800000331,-99,-99,49,shape,4,18,M,R,
13,5,main,57,23,0.9961454000003869,['n'],0,left,['8'],3,0.32354639999994106,-99,-99,57,shape,4,18,M,R,
14,5,main,23,57,1.250160099999448,['n'],1,right,['3'],4,0.18120300000009593,-99,-99,57,shape,4,18,M,R,
15,5,main,62,18,1.6755760000005466,['c'],1,left,['2'],5,0.1712336000000505,-99,-99,62,shape,4,18,M,R,
16,5,main,49,31,1.7514233000001695,['n'],0,left,['3'],4,0.8490953999998965,-99,-99,49,shape,4,18,M,R,
17,5,main,49,31,1.442589900000712,['n'],0,left,['8'],3,0.5838739000000714,-99,-99,49,shape,4,18,M,R,
18,5,main,57,23,1.2428025999997772,['c'],1,left,['8'],3,0.2514252999999371,-99,-99,57,shape,4,18,M,R,
19,5,main,62,18,1.2867374000006748,['c'],1,left,['2'],5,0.11046100000021397,-99,-99,62,shape,4,18,M,R,
20,5,main,18,62,1.2116977000005136,['n'],1,right,['2'],5,0.09215630000016972,-99,-99,62,shape,4,18,M,R,
21,5,main,49,31,1.7976627000007284,['c'],1,left,['8'],3,0.19337809999979072,-99,-99,49,shape,4,18,M,R,
22,5,main,31,49,1.563247400000364,['c'],0,right,['9'],2,0.570621900000333,-99,-99,49,shape,4,18,M,R,
23,5,main,23,57,0.7008310999999594,['c'],0,right,['9'],2,0.4295802000006006,-99,-99,57,shape,4,18,M,R,
24,5,main,31,49,0.8645904000004521,['n'],1,right,['0'],1,0.3760579999998299,-99,-99,49,shape,4,18,M,R,
25,5,main,62,18,0.8644472000005408,['c'],1,left,['2'],5,0.9346518000002106,-99,-99,62,shape,4,18,M,R,
26,5,main,49,31,1.2720768999997745,['n'],0,left,['3'],4,0.4472335000000385,-99,-99,49,shape,4,18,M,R,
27,5,main,31,49,1.141914099999667,['n'],1,right,['3'],4,0.30465879999974277,-99,-99,49,shape,4,18,M,R,
28,5,main,18,62,1.0517159000000902,['n'],1,right,['2'],5,0.1580481000000873,-99,-99,62,shape,4,18,M,R,
29,5,main,57,23,0.9334464999992633,['c'],1,left,['9'],2,0.20864639999945211,-99,-99,57,shape,4,18,M,R,
30,5,main,18,62,1.8138603999996121,['c'],0,right,['0'],1,1.3125641000005999,-99,-99,62,shape,4,18,M,R,
31,5,main,49,31,1.293601899999885,['c'],1,left,['0'],1,0.6176784999997835,-99,-99,49,shape,4,18,M,R,
32,5,main,23,57,2.8057370000005903,['n'],1,right,['3'],4,0.09623660000033851,-99,-99,57,shape,4,18,M,R,
33,5,main,31,49,0.9255533999994441,['n'],1,right,['3'],4,0.10526750000008178,-99,-99,49,shape,4,18,M,R,
34,5,main,57,23,0.7175452999999834,['n'],0,left,['3'],4,0.08941169999980048,-99,-99,57,shape,4,18,M,R,
